CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt
42001,6,COURBON,Pierrick,M.,UG,Union de la gauche,24032,"60,39","37,56",OUI,4201,42,84,494,1ère circonscription,1,84,42
42002,1,BREUIL,Hervé,M.,RN,Rassemblement National,9128,"28,54","17,93",NON,4202,42,84,495,2ème circonscription,1,84,42
42002,4,LE JAOUEN,Eric,M.,UDI,Union des Démocrates et Indépendants,7268,"22,73","14,28",NON,4202,42,84,495,2ème circonscription,1,84,42
42002,6,TAURINYA,Andrée,Mme,UG,Union de la gauche,15584,"48,73","30,61",OUI,4202,42,84,495,2ème circonscription,1,84,42
42003,1,MANDON,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),30634,"55,46","36,28",OUI,4203,42,84,496,3ème circonscription,1,84,42
42003,2,LA MARCA,Angelina,Mme,RN,Rassemblement National,24604,"44,54","29,14",NON,4203,42,84,496,3ème circonscription,1,84,42
42004,1,BONNET,Sylvie,Mme,LR,Les Républicains,38420,"55,42","36,76",OUI,4204,42,84,497,4ème circonscription,1,84,42
42004,3,RAMBAUD,Gerbert,M.,RN,Rassemblement National,30903,"44,58","29,56",NON,4204,42,84,497,4ème circonscription,1,84,42
42005,3,GRANGER,Sandrine,Mme,RN,Rassemblement National,26893,"37,54","26,47",NON,4205,42,84,498,5ème circonscription,1,84,42
42005,4,STEVENSON,Ismaël,M.,UG,Union de la gauche,8130,"11,35","8,00",NON,4205,42,84,498,5ème circonscription,1,84,42
42005,5,VERMOREL-MARQUES,Antoine,M.,LR,Les Républicains,36613,"51,11","36,03",OUI,4205,42,84,498,5ème circonscription,1,84,42
42006,2,TAITE,Jean-Pierre,M.,LR,Les Républicains,42621,"55,17","38,10",OUI,4206,42,84,499,6ème circonscription,1,84,42
42006,5,GRANGER,Grégoire,M.,RN,Rassemblement National,34627,"44,83","30,95",NON,4206,42,84,499,6ème circonscription,1,84,42
43001,3,HEUZEY,Alexandre,M.,RN,Rassemblement National,26684,"38,39","25,98",NON,4301,43,84,500,1ère circonscription,1,84,43
43001,5,WAUQUIEZ,Laurent,M.,LR,Les Républicains,42828,"61,61","41,70",OUI,4301,43,84,500,1ère circonscription,1,84,43
43002,1,VIGIER,Jean-Pierre,M.,LR,Les Républicains,34629,"64,53","43,62",OUI,4302,43,84,501,2ème circonscription,1,84,43
43002,5,FOURETS,Suzanne Maryse Denise,Mme,RN,Rassemblement National,19033,"35,47","23,97",NON,4302,43,84,501,2ème circonscription,1,84,43
63001,3,PRONONCE,Hervé,M.,ENS,Ensemble ! (Majorité présidentielle),14898,"27,10","17,78",NON,6301,63,84,502,1ère circonscription,1,84,63
63001,4,MAXIMI,Marianne,Mme,UG,Union de la gauche,23772,"43,24","28,37",OUI,6301,63,84,502,1ère circonscription,1,84,63
63001,5,CLEMENT,Louis,M.,RN,Rassemblement National,16311,"29,67","19,46",NON,6301,63,84,502,1ère circonscription,1,84,63
63002,1,DUPRÉ,Isabelle,Mme,RN,Rassemblement National,26453,"43,37","29,34",NON,6302,63,84,503,2ème circonscription,1,84,63
63002,5,PIRÈS BEAUNE,Christine,Mme,UG,Union de la gauche,34546,"56,63","38,31",OUI,6302,63,84,503,2ème circonscription,1,84,63
63003,2,VICHNIEVSKY,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),21525,"33,55","23,87",NON,6303,63,84,504,3ème circonscription,1,84,63
63003,6,PERS,Nadine,Mme,RN,Rassemblement National,18822,"29,33","20,87",NON,6303,63,84,504,3ème circonscription,1,84,63
63003,8,BONNET,Nicolas,M.,UG,Union de la gauche,23816,"37,12","26,41",OUI,6303,63,84,504,3ème circonscription,1,84,63
63004,1,LINGEMANN,Delphine,Mme,ENS,Ensemble ! (Majorité présidentielle),42379,"62,29","41,56",OUI,6304,63,84,505,4ème circonscription,1,84,63
63004,4,CHALUS,Benjamin,M.,RN,Rassemblement National,25658,"37,71","25,16",NON,6304,63,84,505,4ème circonscription,1,84,63
63005,4,CHASSAIGNE,André,M.,UG,Union de la gauche,38292,"55,27","36,45",OUI,6305,63,84,506,5ème circonscription,1,84,63
63005,5,CARLETTO,Brigitte,Mme,RN,Rassemblement National,30991,"44,73","29,50",NON,6305,63,84,506,5ème circonscription,1,84,63
69001,1,BELOUASSA-CHERIFI,Anaïs,Mme,UG,Union de la gauche,23970,"46,60","33,33",OUI,6901,69,84,507,1ère circonscription,1,84,69
69001,2,RUDIGOZ,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),18115,"35,22","25,19",NON,6901,69,84,507,1ère circonscription,1,84,69
69001,4,MOUTON,Laurent,M.,RN,Rassemblement National,9351,"18,18","13,00",NON,6901,69,84,507,1ère circonscription,1,84,69
69002,4,TERRENES,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle),21385,"41,42","28,66",NON,6902,69,84,508,2ème circonscription,1,84,69
69002,6,TAVERNIER,Boris,M.,UG,Union de la gauche,30239,"58,58","40,52",OUI,6902,69,84,508,2ème circonscription,1,84,69
69004,1,RUNEL,Sandrine,Mme,UG,Union de la gauche,24852,"42,48","31,50",OUI,6904,69,84,510,4ème circonscription,1,84,69
69004,4,CHAUMONT,Yannick,M.,RN,Rassemblement National,10449,"17,86","13,24",NON,6904,69,84,510,4ème circonscription,1,84,69
69004,8,BRUGNERA,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),23208,"39,67","29,41",NON,6904,69,84,510,4ème circonscription,1,84,69
69005,2,BROCARD,Blandine,Mme,ENS,Ensemble ! (Majorité présidentielle),30324,"45,66","33,46",OUI,6905,69,84,511,5ème circonscription,1,84,69
69005,4,BITOUM,Sasha,Mme,RN,Rassemblement National,19411,"29,23","21,42",NON,6905,69,84,511,5ème circonscription,1,84,69
69005,5,MATTEUCCI,Fabrice,M.,UG,Union de la gauche,16671,"25,10","18,40",NON,6905,69,84,511,5ème circonscription,1,84,69
69006,2,AMARD,Gabriel,M.,UG,Union de la gauche,25352,"50,57","27,55",OUI,6906,69,84,512,6ème circonscription,1,84,69
69006,3,BRET,Jean-Paul,M.,DVG,Divers gauche,24782,"49,43","26,93",NON,6906,69,84,512,6ème circonscription,1,84,69
69007,2,LAHMAR,Abdelkader,M.,UG,Union de la gauche,21966,"50,04","30,24",OUI,6907,69,84,513,7ème circonscription,1,84,69
69007,3,VINCENDET,Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle),13214,"30,10","18,19",NON,6907,69,84,513,7ème circonscription,1,84,69
69007,4,PIGNAL,Cédric,M.,RN,Rassemblement National,8721,"19,87","12,01",NON,6907,69,84,513,7ème circonscription,1,84,69
69008,1,GERY,Jonathan,M.,RN,Rassemblement National,29317,"37,90","27,66",OUI,6908,69,84,514,8ème circonscription,1,84,69
69008,2,REYMBAUT,Anne,Mme,UG,Union de la gauche,23439,"30,30","22,12",NON,6908,69,84,514,8ème circonscription,1,84,69
69008,5,SERRE,Nathalie,Mme,LR,Les Républicains,24556,"31,74","23,17",NON,6908,69,84,514,8ème circonscription,1,84,69
69008,6,DESPRAS,Dominique,M.,ENS,Ensemble ! (Majorité présidentielle),51,"0,07","0,05",NON,6908,69,84,514,8ème circonscription,1,84,69
69009,4,LOUIS,Patrick,M.,UXD,Union de l'extrême droite,26836,"39,63","27,34",NON,6909,69,84,515,9ème circonscription,1,84,69
69009,5,PORTIER,Alexandre,M.,LR,Les Républicains,40872,"60,37","41,64",OUI,6909,69,84,515,9ème circonscription,1,84,69
69010,2,PATOUT,Cecile,Mme,RN,Rassemblement National,26562,"37,07","26,81",NON,6910,69,84,516,10ème circonscription,1,84,69
69010,3,GASSILLOUD,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),45099,"62,93","45,52",OUI,6910,69,84,516,10ème circonscription,1,84,69
69011,3,HUMBERT DUPALAIS,Alexandre,M.,UXD,Union de l'extrême droite,29069,"43,20","29,65",NON,6911,69,84,517,11ème circonscription,1,84,69
69011,6,FUGIT,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),38214,"56,80","38,98",OUI,6911,69,84,517,11ème circonscription,1,84,69
69012,1,LUISIER,Clémence,Mme,RN,Rassemblement National,16677,"27,88","20,15",NON,6912,69,84,518,12ème circonscription,1,84,69
69012,3,GAILLOT DURAND,Lucie,Mme,UG,Union de la gauche,19938,"33,33","24,09",NON,6912,69,84,518,12ème circonscription,1,84,69
69012,4,ISAAC-SIBILLE,Cyrille,M.,ENS,Ensemble ! (Majorité présidentielle),23200,"38,79","28,03",OUI,6912,69,84,518,12ème circonscription,1,84,69
69013,2,JONCOUR,Tiffany,Mme,RN,Rassemblement National,28871,"51,87","32,14",OUI,6913,69,84,519,13ème circonscription,1,84,69
69013,5,PRANDT,Victor,M.,UG,Union de la gauche,26794,"48,13","29,83",NON,6913,69,84,519,13ème circonscription,1,84,69
69014,1,BOUMERTIT,Idir,M.,UG,Union de la gauche,27268,"64,99","35,60",OUI,6914,69,84,520,14ème circonscription,1,84,69
69014,3,MERMET,Cédric,M.,RN,Rassemblement National,14689,"35,01","19,18",NON,6914,69,84,520,14ème circonscription,1,84,69
73001,5,DEGOIS,Typhanie,Mme,UXD,Union de l'extrême droite,27170,"41,92","28,87",NON,7301,73,84,521,1ère circonscription,1,84,73
73001,6,FERRARI,Marina,Mme,ENS,Ensemble ! (Majorité présidentielle),37644,"58,08","39,99",OUI,7301,73,84,521,1ère circonscription,1,84,73
73002,1,ROLLAND,Vincent,M.,LR,Les Républicains,30016,"60,38","39,70",OUI,7302,73,84,522,2ème circonscription,1,84,73
73002,2,RACT-BRANCAZ,Pauline,Mme,RN,Rassemblement National,19694,"39,62","26,05",NON,7302,73,84,522,2ème circonscription,1,84,73
73003,2,DAUCHY,Marie,Mme,RN,Rassemblement National,19961,"38,84","26,76",NON,7303,73,84,523,3ème circonscription,1,84,73
73003,3,BONNIVARD,Emilie,Mme,LR,Les Républicains,31430,"61,16","42,13",OUI,7303,73,84,523,3ème circonscription,1,84,73
73004,2,COULOMME,Jean-François,M.,UG,Union de la gauche,29313,"59,02","36,81",OUI,7304,73,84,524,4ème circonscription,1,84,73
73004,3,BERNARD,Brice,M.,RN,Rassemblement National,20354,"40,98","25,56",NON,7304,73,84,524,4ème circonscription,1,84,73
74001,4,ROIT-LEVÊQUE,Guillaume,M.,RN,Rassemblement National,27383,"35,77","24,73",NON,7401,74,84,525,1ère circonscription,1,84,74
74001,6,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),49164,"64,23","44,40",OUI,7401,74,84,525,1ère circonscription,1,84,74
74002,2,BOUVARD,Anis,M.,RN,Rassemblement National,21371,"31,17","21,01",NON,7402,74,84,526,2ème circonscription,1,84,74
74002,6,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),47182,"68,83","46,39",OUI,7402,74,84,526,2ème circonscription,1,84,74
74003,1,VALENTIN,Antoine,M.,UXD,Union de l'extrême droite,26309,"43,81","29,24",NON,7403,74,84,527,3ème circonscription,1,84,74
74003,5,PETEX,Christelle,Mme,DVD,Divers droite,33738,"56,19","37,50",OUI,7403,74,84,527,3ème circonscription,1,84,74
74004,4,LUHO,Magalie,Mme,RN,Rassemblement National,16911,"31,11","18,60",NON,7404,74,84,528,4ème circonscription,1,84,74
74004,7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,37452,"68,89","41,20",OUI,7404,74,84,528,4ème circonscription,1,84,74
74005,1,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),41609,"62,13","40,11",OUI,7405,74,84,529,5ème circonscription,1,84,74
74005,3,TAÏEB,Quentin,M.,UXD,Union de l'extrême droite,25359,"37,87","24,45",NON,7405,74,84,529,5ème circonscription,1,84,74
74006,1,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),31509,"58,84","38,35",OUI,7406,74,84,530,6ème circonscription,1,84,74
74006,5,PRATS,Charles,M.,UXD,Union de l'extrême droite,22041,"41,16","26,82",NON,7406,74,84,530,6ème circonscription,1,84,74
04001,5,GIRARD,Christian,M.,RN,Rassemblement National,21535,"54,19","35,03",OUI,0401,04,93,531,1ère circonscription,1,93,04
04001,6,BLANC,Felix,M.,UG,Union de la gauche,18206,"45,81","29,62",NON,0401,04,93,531,1ère circonscription,1,93,04
04002,2,VAGINAY,Sophie,Mme,UXD,Union de l'extrême droite,21655,"50,97","32,48",OUI,0402,04,93,532,2ème circonscription,1,93,04
04002,4,WALTER,Léo,M.,UG,Union de la gauche,20834,"49,03","31,25",NON,0402,04,93,532,2ème circonscription,1,93,04
05001,1,SAINTE-MARIE,Jérôme,M.,RN,Rassemblement National,18955,"48,36","31,56",NON,0501,05,93,533,1ère circonscription,1,93,05
05001,3,ALLEMAND,Marie-José,Mme,UG,Union de la gauche,20242,"51,64","33,70",OUI,0501,05,93,533,1ère circonscription,1,93,05
05002,3,ROSSI,Valérie,Mme,UG,Union de la gauche,20509,"56,35","37,61",OUI,0502,05,93,534,2ème circonscription,1,93,05
05002,5,ALBRAND,Louis,M.,RN,Rassemblement National,15887,"43,65","29,13",NON,0502,05,93,534,2ème circonscription,1,93,05
06001,1,SALERNO,Olivier,M.,UG,Union de la gauche,16077,"32,13","19,63",NON,0601,06,93,535,1ère circonscription,1,93,06
06001,4,MONETTI,Graig,M.,ENS,Ensemble ! (Majorité présidentielle),11374,"22,73","13,89",NON,0601,06,93,535,1ère circonscription,1,93,06
06001,7,CIOTTI,Eric,M.,UXD,Union de l'extrême droite,22585,"45,14","27,58",OUI,0601,06,93,535,1ère circonscription,1,93,06
06002,1,TONNERRE,Leïla,Mme,UG,Union de la gauche,18893,"36,22","20,90",NON,0602,06,93,536,2ème circonscription,1,93,06
06002,7,TIVOLI,Lionel,M.,RN,Rassemblement National,33273,"63,78","36,80",OUI,0602,06,93,536,2ème circonscription,1,93,06
06003,3,QUIGNARD,Laure,Mme,UG,Union de la gauche,24897,"46,29","27,14",NON,0603,06,93,537,3ème circonscription,1,93,06
06003,4,CHAIX,Bernard,M.,UXD,Union de l'extrême droite,28884,"53,71","31,49",OUI,0603,06,93,537,3ème circonscription,1,93,06
06007,1,FERRAND,Thierry,M.,RN,Rassemblement National,26672,"41,27","27,70",NON,0607,06,93,541,7ème circonscription,1,93,06
06007,6,PAUGET,Eric,M.,LR,Les Républicains,37955,"58,73","39,42",OUI,0607,06,93,541,7ème circonscription,1,93,06
06008,1,LANDERER,Dorette,Mme,RN,Rassemblement National,25278,"47,43","29,95",NON,0608,06,93,542,8ème circonscription,1,93,06
06008,2,MARTIN,Alexandra,Mme,LR,Les Républicains,28012,"52,57","33,19",OUI,0608,06,93,542,8ème circonscription,1,93,06
06009,1,GALBERT,Franck,M.,RN,Rassemblement National,25206,"47,01","30,59",NON,0609,06,93,543,9ème circonscription,1,93,06
06009,3,TABAROT,Michèle,Mme,LR,Les Républicains,28407,"52,99","34,47",OUI,0609,06,93,543,9ème circonscription,1,93,06
13001,1,LÉCORCHÉ,Pascaline,Mme,UG,Union de la gauche,22367,"44,14","27,01",NON,1301,13,93,544,1ère circonscription,1,93,13
13001,2,GRISETI,Monique,Mme,RN,Rassemblement National,28304,"55,86","34,18",OUI,1301,13,93,544,1ère circonscription,1,93,13
13002,2,LHARDIT,Laurent,M.,UG,Union de la gauche,28677,"53,64","33,95",OUI,1302,13,93,545,2ème circonscription,1,93,13
13002,4,RIOULT,Olivier,M.,RN,Rassemblement National,24789,"46,36","29,35",NON,1302,13,93,545,2ème circonscription,1,93,13
13003,1,KESSACI,Amine,M.,UG,Union de la gauche,22034,"49,07","28,29",NON,1303,13,93,546,3ème circonscription,1,93,13
13003,7,LELOUIS,Gisèle,Mme,RN,Rassemblement National,22869,"50,93","29,36",OUI,1303,13,93,546,3ème circonscription,1,93,13
13005,7,LIQUORI,Franck,M.,RN,Rassemblement National,15638,"34,05","20,72",NON,1305,13,93,548,5ème circonscription,1,93,13
13005,10,DAVI,Hendrik,M.,DVG,Divers gauche,30287,"65,95","40,12",OUI,1305,13,93,548,5ème circonscription,1,93,13
13006,2,FAYSSAT,Olivier,M.,UXD,Union de l'extrême droite,24745,"52,33","31,04",OUI,1306,13,93,549,6ème circonscription,1,93,13
13006,10,JUSTE,Christine,Mme,UG,Union de la gauche,22537,"47,67","28,27",NON,1306,13,93,549,6ème circonscription,1,93,13
13008,1,TONUSSI,Romain,M.,RN,Rassemblement National,34269,"50,24","33,05",OUI,1308,13,93,551,8ème circonscription,1,93,13
13008,4,ZULESI,Jean-Marc,M.,ENS,Ensemble ! (Majorité présidentielle),33940,"49,76","32,73",NON,1308,13,93,551,8ème circonscription,1,93,13
13009,2,OUGOURLOU-OGLOU,Bernard,M.,UG,Union de la gauche,26065,"41,96","25,69",NON,1309,13,93,552,9ème circonscription,1,93,13
13009,5,MÉLIN,Joëlle,Mme,RN,Rassemblement National,36050,"58,04","35,53",OUI,1309,13,93,552,9ème circonscription,1,93,13
13010,2,GONZALEZ,José,M.,RN,Rassemblement National,41372,"55,66","37,35",OUI,1310,13,93,553,10ème circonscription,1,93,13
13010,3,BOURCET-GINER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),32960,"44,34","29,75",NON,1310,13,93,553,10ème circonscription,1,93,13
13011,4,PENA,Marc,M.,UG,Union de la gauche,29570,"50,23","31,57",OUI,1311,13,93,554,11ème circonscription,1,93,13
13011,5,FABRE-AUBRESPY,Hervé,M.,RN,Rassemblement National,29298,"49,77","31,28",NON,1311,13,93,554,11ème circonscription,1,93,13
13013,1,FOUQUART,Emmanuel,M.,RN,Rassemblement National,31084,"52,87","32,78",OUI,1313,13,93,556,13ème circonscription,1,93,13
13013,4,DHARRÉVILLE,Pierre,M.,UG,Union de la gauche,27707,"47,13","29,22",NON,1313,13,93,556,13ème circonscription,1,93,13
13014,1,VERNY,Gérault,M.,UXD,Union de l'extrême droite,25880,"37,26","25,88",OUI,1314,13,93,557,14ème circonscription,1,93,13
13014,2,CIOT,Jean-David,M.,UG,Union de la gauche,25022,"36,03","25,02",NON,1314,13,93,557,14ème circonscription,1,93,13
13014,3,PETEL,Anne-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),18553,"26,71","18,55",NON,1314,13,93,557,14ème circonscription,1,93,13
13015,2,BAUBRY,Romain,M.,RN,Rassemblement National,43745,"65,18","39,51",OUI,1315,13,93,558,15ème circonscription,1,93,13
13015,4,AÏDAROUS,Wassila,Mme,UG,Union de la gauche,23368,"34,82","21,10",NON,1315,13,93,558,15ème circonscription,1,93,13
13016,3,KOUKAS,Nicolas,M.,UG,Union de la gauche,25296,"43,87","27,58",NON,1316,13,93,559,16ème circonscription,1,93,13
13016,5,TACHE DE LA PAGERIE,Emmanuel,M.,RN,Rassemblement National,32359,"56,13","35,29",OUI,1316,13,93,559,16ème circonscription,1,93,13
83001,1,SOULÉ,Sébastien,M.,RN,Rassemblement National,20622,"47,15","28,99",NON,8301,83,93,560,1ère circonscription,1,93,83
83001,3,CHENEVARD,Yannick,M.,ENS,Ensemble ! (Majorité présidentielle),23114,"52,85","32,50",OUI,8301,83,93,560,1ère circonscription,1,93,83
83003,2,RAMBAUD,Stéphane,M.,RN,Rassemblement National,35730,"53,11","34,59",OUI,8303,83,93,562,3ème circonscription,1,93,83
83003,9,MONFORT,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),31543,"46,89","30,54",NON,8303,83,93,562,3ème circonscription,1,93,83
83007,5,BOCCALETTI,Frédéric,M.,RN,Rassemblement National,36043,"55,81","34,73",OUI,8307,83,93,566,7ème circonscription,1,93,83
83007,10,MUSCHOTTI,Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),28544,"44,19","27,51",NON,8307,83,93,566,7ème circonscription,1,93,83
84001,2,JAOUEN,Catherine,Mme,RN,Rassemblement National,18739,"45,02","25,31",NON,8401,84,93,568,1ère circonscription,1,93,84
84001,8,ARNAULT,Raphaël,M.,UG,Union de la gauche,22883,"54,98","30,91",OUI,8401,84,93,568,1ère circonscription,1,93,84
84002,6,AUZANOT,Bénédicte,Mme,RN,Rassemblement National,31162,"56,92","36,03",OUI,8402,84,93,569,2ème circonscription,1,93,84
84002,7,BLANES,Patrick,M.,UG,Union de la gauche,23583,"43,08","27,26",NON,8402,84,93,569,2ème circonscription,1,93,84
84004,3,LORHO,Marie-France,Mme,RN,Rassemblement National,35853,"65,43","39,55",OUI,8404,84,93,571,4ème circonscription,1,93,84
84004,8,GALVEZ,Monia,Mme,UG,Union de la gauche,18946,"34,57","20,90",NON,8404,84,93,571,4ème circonscription,1,93,84
84005,1,RIMBERT,Catherine,Mme,RN,Rassemblement National,29669,"55,39","34,92",OUI,8405,84,93,572,5ème circonscription,1,93,84
84005,2,CELCE,Céline,Mme,UG,Union de la gauche,23891,"44,61","28,12",NON,8405,84,93,572,5ème circonscription,1,93,84
2A001,7,MARCANGELI,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),20893,"63,20","39,81",OUI,2A01,2A,94,573,1ère circonscription,1,94,2A
2A001,8,QUARENA,Ariane,Mme,RN,Rassemblement National,12163,"36,80","23,17",NON,2A01,2A,94,573,1ère circonscription,1,94,2A
2A002,1,COLOMBANI,Paul-André,M.,REG,Régionaliste,23969,"59,21","38,35",OUI,2A02,2A,94,574,2ème circonscription,1,94,2A
2A002,5,FILONI,François,M.,RN,Rassemblement National,16509,"40,79","26,41",NON,2A02,2A,94,574,2ème circonscription,1,94,2A
2B001,2,CASTELLANI,Michel,M.,REG,Régionaliste,24667,"64,33","39,71",OUI,2B01,2B,94,575,1ère circonscription,1,94,2B
2B001,8,MARCHAL,Jean-Michel,M.,RN,Rassemblement National,13677,"35,67","22,02",NON,2B01,2B,94,575,1ère circonscription,1,94,2B
2B002,2,ACQUAVIVA,Jean-Félix,M.,REG,Régionaliste,20436,"45,52","30,09",NON,2B02,2B,94,576,2ème circonscription,1,94,2B
2B002,3,CECCOLI,François-Xavier,M.,DVD,Divers droite,24458,"54,48","36,01",OUI,2B02,2B,94,576,2ème circonscription,1,94,2B
