CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt,Elu2,Elu1
93009,1,TROUVÉ,Aurélie,Mme,UG,Union de la gauche,29935,"63,19","39,27",OUI,9309,93,11,,9ème circonscription,1,11,93,,OUI
93010,2,ABOMANGOLI,Nadège,Mme,UG,Union de la gauche,21282,"52,60","31,30",OUI,9310,93,11,,10ème circonscription,1,11,93,,OUI
93011,3,AUTAIN,Clémentine,Mme,UG,Union de la gauche,22209,"62,65","34,37",OUI,9311,93,11,,11ème circonscription,1,11,93,,OUI
93012,4,LEGAVRE,Jérôme,M.,UG,Union de la gauche,22974,"64,59","34,60",OUI,9312,93,11,113.0,12ème circonscription,1,11,93,OUI,
94001,3,BERRIOS,Sylvain,M.,DVD,Divers droite,29142,"48,75","33,90",OUI,9401,94,11,114.0,1ère circonscription,1,11,94,OUI,
94002,8,GUETTÉ,Clémence,Mme,UG,Union de la gauche,22494,"55,00","34,41",OUI,9402,94,11,,2ème circonscription,1,11,94,,OUI
94003,8,BOYARD,Louis,M.,UG,Union de la gauche,21492,"46,92","28,89",OUI,9403,94,11,116.0,3ème circonscription,1,11,94,OUI,
94004,10,PETIT,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle),18454,"36,63","24,63",OUI,9404,94,11,117.0,4ème circonscription,1,11,94,OUI,
94005,6,LEFEVRE,Mathieu,M.,ENS,Ensemble ! (Majorité présidentielle),26159,"43,27","28,52",OUI,9405,94,11,118.0,5ème circonscription,1,11,94,OUI,
94006,5,GOUFFIER VALENTE,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle),28834,"52,54","34,97",OUI,9406,94,11,119.0,6ème circonscription,1,11,94,OUI,
94007,6,JEANBRUN,Vincent,M.,LR,Les Républicains,20633,"50,67","30,88",OUI,9407,94,11,120.0,7ème circonscription,1,11,94,OUI,
94008,2,HERBILLON,Michel,M.,LR,Les Républicains,30568,"58,44","39,69",OUI,9408,94,11,121.0,8ème circonscription,1,11,94,OUI,
94009,8,SANTIAGO,Isabelle,Mme,UG,Union de la gauche,19548,"58,09","35,90",OUI,9409,94,11,,9ème circonscription,1,11,94,,OUI
94010,7,PANOT,Mathilde,Mme,UG,Union de la gauche,25536,"59,27","38,33",OUI,9410,94,11,,10ème circonscription,1,11,94,,OUI
94011,2,TAILLÉ-POLIAN,Sophie,Mme,UG,Union de la gauche,24447,"57,36","37,01",OUI,9411,94,11,,11ème circonscription,1,11,94,,OUI
95001,6,SICARD,Anne,Mme,RN,Rassemblement National,21025,"37,51","25,02",OUI,9501,95,11,125.0,1ère circonscription,1,11,95,OUI,
95002,6,HADIZADEH,Ayda,Mme,UG,Union de la gauche,28342,"59,51","35,97",OUI,9502,95,11,126.0,2ème circonscription,1,11,95,OUI,
95003,4,MAUREL,Emmanuel,M.,UG,Union de la gauche,36489,"62,54","37,88",OUI,9503,95,11,127.0,3ème circonscription,1,11,95,OUI,
95004,6,MOUTCHOU,Naïma,Mme,ENS,Ensemble ! (Majorité présidentielle),24840,"55,39","32,57",OUI,9504,95,11,128.0,4ème circonscription,1,11,95,OUI,
95005,5,VANNIER,Paul,M.,UG,Union de la gauche,23308,"56,01","32,90",OUI,9505,95,11,,5ème circonscription,1,11,95,,OUI
95006,4,CATHALA,Gabrielle,Mme,UG,Union de la gauche,21326,"43,64","28,14",OUI,9506,95,11,130.0,6ème circonscription,1,11,95,OUI,
95007,4,ESKENAZI,Romain,M.,UG,Union de la gauche,24713,"60,57","36,04",OUI,9507,95,11,131.0,7ème circonscription,1,11,95,OUI,
95008,5,BILONGO,Carlos Martens,M.,UG,Union de la gauche,17386,"58,27","31,18",OUI,9508,95,11,,8ème circonscription,1,11,95,,OUI
95009,9,LE GALL,Arnaud,M.,UG,Union de la gauche,23918,"60,27","33,38",OUI,9509,95,11,133.0,9ème circonscription,1,11,95,OUI,
95010,4,TACHÉ,Aurélien,M.,UG,Union de la gauche,26852,"69,62","40,19",OUI,9510,95,11,134.0,10ème circonscription,1,11,95,OUI,
ZA001,4,SERVA,Olivier,M.,DVG,Divers gauche,18043,"77,59","23,81",OUI,97101,971,1,19.0,1ère circonscription,1,1,971,OUI,
ZA002,6,BAPTISTE,Christian,M.,DVG,Divers gauche,19801,"72,38","22,32",OUI,97102,971,1,20.0,2ème circonscription,1,1,971,OUI,
ZA003,2,MATHIASIN,Max,M.,DVG,Divers gauche,21715,"69,15","25,32",OUI,97103,971,1,21.0,3ème circonscription,1,1,971,OUI,
ZA004,1,CALIFER,Elie,M.,SOC,Parti socialiste,15068,"71,09","21,93",OUI,97104,971,1,22.0,4ème circonscription,1,1,971,OUI,
ZB001,8,WILLIAM,Jiovanny,M.,REG,Régionaliste,18552,"81,97","23,09",OUI,97201,972,2,23.0,1ère circonscription,1,2,972,OUI,
ZB002,4,NADEAU,Marcellin,M.,REG,Régionaliste,17230,"65,68","21,63",OUI,97202,972,2,24.0,2ème circonscription,1,2,972,OUI,
ZB003,2,BELLAY,Beatrice,Mme,SOC,Parti socialiste,10243,"54,53","17,00",OUI,97203,972,2,25.0,3ème circonscription,1,2,972,OUI,
ZB004,4,NILOR,Jean-Philippe,M.,REG,Régionaliste,21620,"86,58","25,61",OUI,97204,972,2,26.0,4ème circonscription,1,2,972,OUI,
ZC001,1,CASTOR,Jean-Victor,M.,REG,Régionaliste,14302,"76,11","24,13",OUI,97301,973,3,27.0,1ère circonscription,1,3,973,OUI,
ZC002,5,RIMANE,Davy,M.,REG,Régionaliste,8422,"100,00","16,95",OUI,97302,973,3,28.0,2ème circonscription,1,3,973,OUI,
ZD001,1,NAILLET,Philippe,M.,UG,Union de la gauche,27276,"64,72","30,80",OUI,97401,974,4,29.0,1ère circonscription,1,4,974,OUI,
ZD002,5,LEBON,Karine,Mme,UG,Union de la gauche,28500,"67,46","28,01",OUI,97402,974,4,30.0,2ème circonscription,1,4,974,OUI,
ZD003,1,RIVIERE,Joseph,M.,RN,Rassemblement National,22831,"51,43","23,09",OUI,97403,974,4,31.0,3ème circonscription,1,4,974,OUI,
ZD004,2,KBIDI,Emeline,Mme,DVG,Divers gauche,32405,"60,59","29,06",OUI,97404,974,4,32.0,4ème circonscription,1,4,974,OUI,
ZD005,5,RATENON,Jean-Hugues,M.,DVG,Divers gauche,20285,"53,75","22,37",OUI,97405,974,4,33.0,5ème circonscription,1,4,974,OUI,
ZD006,3,MAILLOT,Frédéric,M.,DVG,Divers gauche,21974,"58,23","25,92",OUI,97406,974,4,34.0,6ème circonscription,1,4,974,OUI,
ZD007,9,GAILLARD,Perceval,M.,UG,Union de la gauche,29190,"57,33","24,08",OUI,97407,974,4,35.0,7ème circonscription,1,4,974,OUI,
ZM001,2,YOUSSOUFFA,Estelle,Mme,DVD,Divers droite,13640,"79,48","29,87",OUI,97601,976,6,,1ère circonscription,1,6,976,,OUI
ZM002,8,BAMANA,Anchya,Mme,RN,Rassemblement National,12971,"53,77","24,72",OUI,97602,976,6,37.0,2ème circonscription,1,6,976,OUI,
ZN001,2,METZDORF,Nicolas,M.,DVD,Divers droite,34577,"52,41","35,59",OUI,98801,988,0,5.0,1ere circonscription,1,0,988,OUI,
ZN002,2,TJIBAOU,Emmanuel,M.,REG,Régionaliste,51724,"57,44","41,40",OUI,98802,988,0,6.0,2ème circonscription,1,0,988,OUI,
ZP001,3,FREBAULT,Moerani,M.,DVD,Divers droite,18456,"53,85","25,02",OUI,98701,987,0,,1ere circonscription,1,0,987,,OUI
ZP002,1,SANQUER,Nicole,Mme,DVD,Divers droite,17838,"55,88","25,76",OUI,98702,987,0,3.0,2ème circonscription,1,0,987,OUI,
ZP003,3,REID ABERLOT,Mereana,Mme,UG,Union de la gauche,17308,"50,87","25,07",OUI,98703,987,0,4.0,3ème circonscription,1,0,987,OUI,
ZS001,1,LENORMAND,Stéphane,M.,DVD,Divers droite,1665,"61,74","32,85",OUI,97501,975,0,0.0,Saint-Pierre-et-Miquelon,1,0,975,OUI,
ZW001,4,SEO,Mikaele,M.,ENS,Ensemble ! (Majorité présidentielle),4281,"62,25","47,40",OUI,98601,986,0,,1ère circonscription,1,0,986,,OUI
ZX001,8,GUMBS,Frantz,M.,DVC,Divers centre,3942,"56,02","15,62",OUI,ZX01,ZX,0,7.0,1ère circonscription,1,0,ZX,OUI,
ZZ001,1,LESCURE,Roland,M.,ENS,Ensemble ! (Majorité présidentielle),50333,"54,25","18,93",OUI,ZZ01,ZZ,0,8.0,1ere circonscription,1,0,ZZ,OUI,
ZZ002,6,CAROIT,Eléonore,Mme,ENS,Ensemble ! (Majorité présidentielle),9947,"53,27","12,16",OUI,ZZ02,ZZ,0,9.0,2ème circonscription,1,0,ZZ,OUI,
ZZ003,5,CAURE,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle),38134,"50,54","23,74",OUI,ZZ03,ZZ,0,10.0,3ème circonscription,1,0,ZZ,OUI,
ZZ004,9,ANGLADE,Pieyre-Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle),36476,"50,24","23,08",OUI,ZZ04,ZZ,0,11.0,4ème circonscription,1,0,ZZ,OUI,
ZZ005,8,VOJETTA,Stéphane,M.,DVC,Divers centre,25894,"61,47","22,42",OUI,ZZ05,ZZ,0,12.0,5ème circonscription,1,0,ZZ,OUI,
ZZ006,3,FERRACCI,Marc,M.,ENS,Ensemble ! (Majorité présidentielle),34771,"59,48","21,77",OUI,ZZ06,ZZ,0,13.0,6ème circonscription,1,0,ZZ,OUI,
ZZ007,1,PETIT,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),34516,"58,21","26,39",OUI,ZZ07,ZZ,0,14.0,7ème circonscription,1,0,ZZ,OUI,
ZZ008,6,YADAN,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle),18302,"52,70","12,29",OUI,ZZ08,ZZ,0,15.0,8ème circonscription,1,0,ZZ,OUI,
ZZ009,9,BEN CHEÏKH,Karim,M.,UG,Union de la gauche,26271,"74,71","20,15",OUI,ZZ09,ZZ,0,16.0,9ème circonscription,1,0,ZZ,OUI,
ZZ010,3,LAKRAFI,Amélia,Mme,ENS,Ensemble ! (Majorité présidentielle),17055,"53,23","14,98",OUI,ZZ10,ZZ,0,17.0,10ème circonscription,1,0,ZZ,OUI,
ZZ011,13,GENETET,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),21468,"57,04","20,52",OUI,ZZ11,ZZ,0,18.0,11ème circonscription,1,0,ZZ,OUI,
