NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,LibCirElec,NbSap,CodReg,CodDpt,CodCirc2
4,BALEUR,Thès,Mme,DIV,Divers,251,"0,60","0,35",NON,9505,95,11,5ème circonscription,1,11,95,95005
5,VANNIER,Paul,M.,UG,Union de la gauche,23308,"56,01","32,90",OUI,9505,95,11,5ème circonscription,1,11,95,95005
6,LESUEUR,Dominique,Mme,ECO,Ecologistes,555,"1,33","0,78",NON,9505,95,11,5ème circonscription,1,11,95,95005
7,PHAM,Gilbert,M.,UDI,Union des Démocrates et Indépendants,412,"0,99","0,58",NON,9505,95,11,5ème circonscription,1,11,95,95005
8,MARIETTE,Dominique,M.,EXG,Extrême gauche,558,"1,34","0,79",NON,9505,95,11,5ème circonscription,1,11,95,95005
9,MEZIANE,Boualem,M.,LR,Les Républicains,3170,"7,62","4,47",NON,9505,95,11,5ème circonscription,1,11,95,95005
1,FOLEST,Estelle,Mme,ENS,Ensemble ! (Majorité présidentielle),12745,"25,78","16,82",QUALIF T2,9506,95,11,6ème circonscription,1,11,95,95006
2,ELÉLOUÉ-VALMAR,Loïc,M.,REG,Régionaliste,1049,"2,12","1,38",NON,9506,95,11,6ème circonscription,1,11,95,95006
3,GUILBAUD,Audrey,Mme,LR,Les Républicains,3737,"7,56","4,93",NON,9506,95,11,6ème circonscription,1,11,95,95006
4,CATHALA,Gabrielle,Mme,UG,Union de la gauche,18603,"37,63","24,56",QUALIF T2,9506,95,11,6ème circonscription,1,11,95,95006
5,REINMANN,Agnès,Mme,EXG,Extrême gauche,370,"0,75","0,49",NON,9506,95,11,6ème circonscription,1,11,95,95006
6,CELESTIN,Christophe,M.,DVC,Divers centre,427,"0,86","0,56",NON,9506,95,11,6ème circonscription,1,11,95,95006
7,DAGEVILLE,Marine,Mme,EXG,Extrême gauche,0,"0,00","0,00",NON,9506,95,11,6ème circonscription,1,11,95,95006
8,LASMARRIGUES,Jean Bernard,M.,REC,Reconquête !,683,"1,38","0,90",NON,9506,95,11,6ème circonscription,1,11,95,95006
9,BRUNA,Annika,Mme,RN,Rassemblement National,10911,"22,07","14,40",QUALIF T2,9506,95,11,6ème circonscription,1,11,95,95006
10,MIKAEL,Emmanuel,M.,DVC,Divers centre,910,"1,84","1,20",NON,9506,95,11,6ème circonscription,1,11,95,95006
1,SUAREZ,Valérie,Mme,EXG,Extrême gauche,578,"1,31","0,84",NON,9507,95,11,7ème circonscription,1,11,95,95007
2,CHASTAING,Marie-Christine,Mme,DSV,Droite souverainiste,3,"0,01","0,00",NON,9507,95,11,7ème circonscription,1,11,95,95007
3,VIEVILLE,Virginie,Mme,REC,Reconquête !,696,"1,57","1,02",NON,9507,95,11,7ème circonscription,1,11,95,95007
4,ESKENAZI,Romain,M.,UG,Union de la gauche,16797,"37,94","24,51",QUALIF T2,9507,95,11,7ème circonscription,1,11,95,95007
5,UZAN,Linda,Mme,DIV,Divers,0,"0,00","0,00",NON,9507,95,11,7ème circonscription,1,11,95,95007
6,YALCIN,Jean-Pierre,M.,LR,Les Républicains,3891,"8,79","5,68",NON,9507,95,11,7ème circonscription,1,11,95,95007
7,DA SILVA,Dominique,M.,ENS,Ensemble ! (Majorité présidentielle),10241,"23,13","14,94",QUALIF T2,9507,95,11,7ème circonscription,1,11,95,95007
8,GAVOIS,Aurélien,M.,EXG,Extrême gauche,0,"0,00","0,00",NON,9507,95,11,7ème circonscription,1,11,95,95007
9,ARNAL,Didier,M.,DIV,Divers,0,"0,00","0,00",NON,9507,95,11,7ème circonscription,1,11,95,95007
10,QUENTIN,David,M.,RN,Rassemblement National,12065,"27,25","17,60",QUALIF T2,9507,95,11,7ème circonscription,1,11,95,95007
1,KHERFI,Malika,Mme,DVC,Divers centre,451,"1,51","0,81",NON,9508,95,11,8ème circonscription,1,11,95,95008
2,FOUCHEREAU,Thierry,M.,RN,Rassemblement National,5840,"19,57","10,47",NON,9508,95,11,8ème circonscription,1,11,95,95008
3,ANGREVIER,Patrick,M.,DVD,Divers droite,1961,"6,57","3,52",NON,9508,95,11,8ème circonscription,1,11,95,95008
4,ZINAOUI,Ramzi,M.,UDI,Union des Démocrates et Indépendants,3293,"11,04","5,91",NON,9508,95,11,8ème circonscription,1,11,95,95008
5,BILONGO,Carlos Martens,M.,UG,Union de la gauche,17386,"58,27","31,18",OUI,9508,95,11,8ème circonscription,1,11,95,95008
6,TONDU,Jean-Baptiste,M.,EXG,Extrême gauche,0,"0,00","0,00",NON,9508,95,11,8ème circonscription,1,11,95,95008
7,GAJDOS,Rémi,M.,EXG,Extrême gauche,404,"1,35","0,72",NON,9508,95,11,8ème circonscription,1,11,95,95008
8,VARELA,Luisa,Mme,REC,Reconquête !,503,"1,69","0,90",NON,9508,95,11,8ème circonscription,1,11,95,95008
1,RONCHINI,Vanessa,Mme,EXG,Extrême gauche,0,"0,00","0,00",NON,9509,95,11,9ème circonscription,1,11,95,95009
2,SAID,David,M.,REC,Reconquête !,381,"0,90","0,53",NON,9509,95,11,9ème circonscription,1,11,95,95009
3,NAJIB,Mohamed,M.,DIV,Divers,0,"0,00","0,00",NON,9509,95,11,9ème circonscription,1,11,95,95009
4,DEMIR,Elisa,Mme,ENS,Ensemble ! (Majorité présidentielle),6149,"14,60","8,59",NON,9509,95,11,9ème circonscription,1,11,95,95009
5,HANRYON,Danièle,Mme,EXG,Extrême gauche,621,"1,47","0,87",NON,9509,95,11,9ème circonscription,1,11,95,95009
6,ARCIERO,Anthony,M.,LR,Les Républicains,4789,"11,37","6,69",NON,9509,95,11,9ème circonscription,1,11,95,95009
7,MARION,Agnès,Mme,RN,Rassemblement National,12872,"30,56","17,97",QUALIF T2,9509,95,11,9ème circonscription,1,11,95,95009
8,WASSA,Nsimba,Mme,DIV,Divers,157,"0,37","0,22",NON,9509,95,11,9ème circonscription,1,11,95,95009
9,LE GALL,Arnaud,M.,UG,Union de la gauche,17157,"40,73","23,96",QUALIF T2,9509,95,11,9ème circonscription,1,11,95,95009
1,FLAUX,Christophe,M.,EXG,Extrême gauche,489,"1,15","0,73",NON,9510,95,11,10ème circonscription,1,11,95,95010
2,ÉTORÉ-MANIKA,Edwina,Mme,LR,Les Républicains,4249,"10,01","6,36",NON,9510,95,11,10ème circonscription,1,11,95,95010
4,TACHÉ,Aurélien,M.,UG,Union de la gauche,18306,"43,13","27,42",QUALIF T2,9510,95,11,10ème circonscription,1,11,95,95010
5,SAINT-JEAN,Albert,M.,UDI,Union des Démocrates et Indépendants,1107,"2,61","1,66",NON,9510,95,11,10ème circonscription,1,11,95,95010
6,MACÉ,Lisbeth,Mme,RN,Rassemblement National,9667,"22,78","14,48",QUALIF T2,9510,95,11,10ème circonscription,1,11,95,95010
7,KRIMI,Sonia,Mme,ENS,Ensemble ! (Majorité présidentielle),8129,"19,15","12,17",NON,9510,95,11,10ème circonscription,1,11,95,95010
8,CAILLOT,Jean,M.,EXG,Extrême gauche,7,"0,02","0,01",NON,9510,95,11,10ème circonscription,1,11,95,95010
9,DE LA FAYE,Souade,Mme,DSV,Droite souverainiste,488,"1,15","0,73",NON,9510,95,11,10ème circonscription,1,11,95,95010
1,CORMIER-BOULIGEON,François,M.,ENS,Ensemble ! (Majorité présidentielle),14961,"33,01","21,25",QUALIF T2,1801,18,24,1ère circonscription,1,24,18,18001
2,CERVEAU,Sylvie,Mme,EXG,Extrême gauche,680,"1,50","0,97",NON,1801,18,24,1ère circonscription,1,24,18,18001
3,LEFELLE,Hugo,M.,UG,Union de la gauche,11432,"25,22","16,24",QUALIF T2,1801,18,24,1ère circonscription,1,24,18,18001
4,IANNUZZI,Ugo,M.,RN,Rassemblement National,18100,"39,94","25,71",QUALIF T2,1801,18,24,1ère circonscription,1,24,18,18001
5,BELLON,Sandrine,Mme,REG,Régionaliste,149,"0,33","0,21",NON,1801,18,24,1ère circonscription,1,24,18,18001
1,BEHAGHEL,Gabriel,M.,ENS,Ensemble ! (Majorité présidentielle),8857,"20,83","12,93",QUALIF T2,1802,18,24,2ème circonscription,1,24,18,18002
2,BULTEAU,Philippe,M.,DVD,Divers droite,2705,"6,36","3,95",NON,1802,18,24,2ème circonscription,1,24,18,18002
3,DUENAS,Bastian,M.,RN,Rassemblement National,17246,"40,56","25,19",QUALIF T2,1802,18,24,2ème circonscription,1,24,18,18002
4,ROBIN,Régis,M.,EXG,Extrême gauche,580,"1,36","0,85",NON,1802,18,24,2ème circonscription,1,24,18,18002
5,JAULIN,Ludovic,M.,REC,Reconquête !,508,"1,19","0,74",NON,1802,18,24,2ème circonscription,1,24,18,18002
6,SANSU,Nicolas,M.,UG,Union de la gauche,12621,"29,68","18,43",QUALIF T2,1802,18,24,2ème circonscription,1,24,18,18002
1,GENTILLET,Pierre,M.,RN,Rassemblement National,23501,"43,15","28,10",QUALIF T2,1803,18,24,3ème circonscription,1,24,18,18003
2,DE CHOULOT,Bénédicte,Mme,LR,Les Républicains,3178,"5,84","3,80",NON,1803,18,24,3ème circonscription,1,24,18,18003
3,CHARTIER,Christa,Mme,DSV,Droite souverainiste,290,"0,53","0,35",NON,1803,18,24,3ème circonscription,1,24,18,18003
4,BELLET,Eric,M.,EXG,Extrême gauche,568,"1,04","0,68",NON,1803,18,24,3ème circonscription,1,24,18,18003
5,MOREIRA,Emma,Mme,UG,Union de la gauche,9334,"17,14","11,16",NON,1803,18,24,3ème circonscription,1,24,18,18003
6,KERVRAN,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle),16991,"31,20","20,31",QUALIF T2,1803,18,24,3ème circonscription,1,24,18,18003
7,LOUGNON,Eric,M.,REC,Reconquête !,599,"1,10","0,72",NON,1803,18,24,3ème circonscription,1,24,18,18003
1,KASBARIAN,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle),20105,"32,89","21,96",QUALIF T2,2801,28,24,1ère circonscription,1,24,28,28001
2,BRIDET,Jean-François,M.,UG,Union de la gauche,14705,"24,05","16,06",QUALIF T2,2801,28,24,1ère circonscription,1,24,28,28001
3,MINOT,Emma,Mme,RN,Rassemblement National,20576,"33,66","22,47",QUALIF T2,2801,28,24,1ère circonscription,1,24,28,28001
4,AUBERT,Marie-José,Mme,EXG,Extrême gauche,659,"1,08","0,72",NON,2801,28,24,1ère circonscription,1,24,28,28001
5,DELAUNEY,Pierre-Louis,M.,REC,Reconquête !,698,"1,14","0,76",NON,2801,28,24,1ère circonscription,1,24,28,28001
6,VERGNE,Ladislas,M.,LR,Les Républicains,4388,"7,18","4,79",NON,2801,28,24,1ère circonscription,1,24,28,28001
1,ROGÉ,Florence,Mme,REC,Reconquête !,477,"1,02","0,63",NON,2802,28,24,2ème circonscription,1,24,28,28002
2,MAZY,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),3381,"7,24","4,47",NON,2802,28,24,2ème circonscription,1,24,28,28002
3,MARLEIX,Olivier,M.,LR,Les Républicains,12109,"25,92","16,03",QUALIF T2,2802,28,24,2ème circonscription,1,24,28,28002
4,DUBOIS,Olivier,M.,RN,Rassemblement National,17908,"38,33","23,70",QUALIF T2,2802,28,24,2ème circonscription,1,24,28,28002
5,DENIS,Adrien,M.,EXG,Extrême gauche,357,"0,76","0,47",NON,2802,28,24,2ème circonscription,1,24,28,28002
6,JAFFRENOU,Béatrice,Mme,EXG,Extrême gauche,535,"1,15","0,71",NON,2802,28,24,2ème circonscription,1,24,28,28002
7,FAVERIS,Nadia,Mme,UG,Union de la gauche,11956,"25,59","15,82",QUALIF T2,2802,28,24,2ème circonscription,1,24,28,28002
1,BAY,Christophe,M.,RN,Rassemblement National,19178,"42,41","26,96",QUALIF T2,2803,28,24,3ème circonscription,1,24,28,28003
2,CHEVROLLIER,Vincent,M.,EXG,Extrême gauche,3107,"6,87","4,37",NON,2803,28,24,3ème circonscription,1,24,28,28003
3,HUWART,Harold,M.,DVC,Divers centre,16439,"36,35","23,11",QUALIF T2,2803,28,24,3ème circonscription,1,24,28,28003
4,LAQUA,Eric,M.,REC,Reconquête !,751,"1,66","1,06",NON,2803,28,24,3ème circonscription,1,24,28,28003
5,MARTIAL,Rémi,M.,LR,Les Républicains,5748,"12,71","8,08",NON,2803,28,24,3ème circonscription,1,24,28,28003
1,VIGIER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),17236,"39,44","25,59",QUALIF T2,2804,28,24,4ème circonscription,1,24,28,28004
2,ASSAYAG,Anne-Laure,Mme,EXG,Extrême gauche,548,"1,25","0,81",NON,2804,28,24,4ème circonscription,1,24,28,28004
3,BOËNS,Sylviane,Mme,UG,Union de la gauche,6243,"14,29","9,27",NON,2804,28,24,4ème circonscription,1,24,28,28004
4,PECOUT,Roger,M.,UXD,Union de l'extrême droite,18854,"43,15","27,99",QUALIF T2,2804,28,24,4ème circonscription,1,24,28,28004
5,LHOPITEAU,Vincent,M.,REC,Reconquête !,817,"1,87","1,21",NON,2804,28,24,4ème circonscription,1,24,28,28004
1,GONZALEZ,Eloïse,Mme,UG,Union de la gauche,10658,"21,69","13,83",QUALIF T2,3601,36,24,1ère circonscription,1,24,36,36001
2,GELINAUD,Véronique,Mme,EXG,Extrême gauche,756,"1,54","0,98",NON,3601,36,24,1ère circonscription,1,24,36,36001
3,TRUSCH,Marie-Odile,Mme,REC,Reconquête !,716,"1,46","0,93",NON,3601,36,24,1ère circonscription,1,24,36,36001
4,JOLIVET,François,M.,HOR,Horizons,17256,"35,12","22,39",QUALIF T2,3601,36,24,1ère circonscription,1,24,36,36001
5,WUNSCH,Mylène,Mme,RN,Rassemblement National,19755,"40,20","25,63",QUALIF T2,3601,36,24,1ère circonscription,1,24,36,36001
1,SCHWARZ,Pierre,M.,DIV,Divers,836,"1,42","0,96",NON,3602,36,24,2ème circonscription,1,24,36,36002
2,SAPIN,Clément,M.,UG,Union de la gauche,13783,"23,46","15,78",QUALIF T2,3602,36,24,2ème circonscription,1,24,36,36002
3,MERCIER,Damien,M.,EXG,Extrême gauche,931,"1,58","1,07",NON,3602,36,24,2ème circonscription,1,24,36,36002
4,FORISSIER,Nicolas,M.,LR,Les Républicains,18700,"31,82","21,40",QUALIF T2,3602,36,24,2ème circonscription,1,24,36,36002
5,SIFFERT,Marc,M.,UXD,Union de l'extrême droite,24512,"41,71","28,06",QUALIF T2,3602,36,24,2ème circonscription,1,24,36,36002
1,JOUHANNAUD,Thomas,M.,EXG,Extrême gauche,473,"1,01","0,66",NON,3701,37,24,1ère circonscription,1,24,37,37001
2,GARBAY,Lisa,Mme,RN,Rassemblement National,8870,"18,92","12,33",NON,3701,37,24,1ère circonscription,1,24,37,37001
3,OSSART,Arnaud,M.,REC,Reconquête !,496,"1,06","0,69",NON,3701,37,24,1ère circonscription,1,24,37,37001
4,PIERRE,Benoist,M.,ENS,Ensemble ! (Majorité présidentielle),11333,"24,17","15,75",QUALIF T2,3701,37,24,1ère circonscription,1,24,37,37001
5,DAYAN,Alain,M.,DVG,Divers gauche,1690,"3,60","2,35",NON,3701,37,24,1ère circonscription,1,24,37,37001
6,FOURNIER,Charles,M.,UG,Union de la gauche,21250,"45,32","29,53",QUALIF T2,3701,37,24,1ère circonscription,1,24,37,37001
7,JANER,Lucas,M.,LR,Les Républicains,2774,"5,92","3,85",NON,3701,37,24,1ère circonscription,1,24,37,37001
1,LABARONNE,Daniel,M.,ENS,Ensemble ! (Majorité présidentielle),20801,"32,58","22,34",QUALIF T2,3702,37,24,2ème circonscription,1,24,37,37002
2,GOBERT,Christelle,Mme,UG,Union de la gauche,14891,"23,33","15,99",QUALIF T2,3702,37,24,2ème circonscription,1,24,37,37002
3,FOUGERON,Corine,Mme,RN,Rassemblement National,22396,"35,08","24,05",QUALIF T2,3702,37,24,2ème circonscription,1,24,37,37002
4,SAINTIGNAN,Philippe,M.,REC,Reconquête !,688,"1,08","0,74",NON,3702,37,24,2ème circonscription,1,24,37,37002
5,BRUNET,Anne,Mme,EXG,Extrême gauche,938,"1,47","1,01",NON,3702,37,24,2ème circonscription,1,24,37,37002
6,MAINTIER,Maxime,M.,LR,Les Républicains,4123,"6,46","4,43",NON,3702,37,24,2ème circonscription,1,24,37,37002
1,LEGENDRE,Christophe,M.,EXG,Extrême gauche,1060,"1,57","1,07",NON,3703,37,24,3ème circonscription,1,24,37,37003
2,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle),22174,"32,87","22,31",QUALIF T2,3703,37,24,3ème circonscription,1,24,37,37003
3,FRANÇOIS,Emmanuel,M.,DIV,Divers,3248,"4,82","3,27",NON,3703,37,24,3ème circonscription,1,24,37,37003
4,BOURIN,Xavier,M.,REC,Reconquête !,1003,"1,49","1,01",NON,3703,37,24,3ème circonscription,1,24,37,37003
5,ROBIN,Jules,M.,UXD,Union de l'extrême droite,21724,"32,21","21,85",QUALIF T2,3703,37,24,3ème circonscription,1,24,37,37003
6,BRIMOU,Amin,M.,DIV,Divers,1004,"1,49","1,01",NON,3703,37,24,3ème circonscription,1,24,37,37003
7,BARBIER,Sandra,Mme,UG,Union de la gauche,17240,"25,56","17,34",QUALIF T2,3703,37,24,3ème circonscription,1,24,37,37003
1,COLBOC,Fabienne,Mme,ENS,Ensemble ! (Majorité présidentielle),17092,"27,65","18,43",QUALIF T2,3704,37,24,4ème circonscription,1,24,37,37004
2,GARDEAU,Kévin,M.,EXG,Extrême gauche,731,"1,18","0,79",NON,3704,37,24,4ème circonscription,1,24,37,37004
3,LAGRÉE,Sophie,Mme,LR,Les Républicains,5287,"8,55","5,70",NON,3704,37,24,4ème circonscription,1,24,37,37004
4,BAUMEL,Laurent,M.,UG,Union de la gauche,18374,"29,73","19,81",QUALIF T2,3704,37,24,4ème circonscription,1,24,37,37004
5,BELLANGER,Jean-François,M.,RN,Rassemblement National,20328,"32,89","21,92",QUALIF T2,3704,37,24,4ème circonscription,1,24,37,37004
1,BILLON,David,M.,REC,Reconquête !,809,"1,35","0,92",NON,3705,37,24,5ème circonscription,1,24,37,37005
2,BALES,Constance,Mme,LR,Les Républicains,6805,"11,36","7,76",NON,3705,37,24,5ème circonscription,1,24,37,37005
3,DELARUE,Christine,Mme,EXG,Extrême gauche,700,"1,17","0,80",NON,3705,37,24,5ème circonscription,1,24,37,37005
4,DUCAMP,François,M.,RN,Rassemblement National,21118,"35,25","24,09",QUALIF T2,3705,37,24,5ème circonscription,1,24,37,37005
5,COCCIA,Marina,Mme,UG,Union de la gauche,14457,"24,13","16,49",QUALIF T2,3705,37,24,5ème circonscription,1,24,37,37005
6,THILLAYE,Sabine,Mme,ENS,Ensemble ! (Majorité présidentielle),16025,"26,75","18,28",QUALIF T2,3705,37,24,5ème circonscription,1,24,37,37005
1,DASSONNEVILLE,François,M.,DIV,Divers,138,"0,25","0,17",NON,4101,41,24,1ère circonscription,1,24,41,41001
2,TRAN,Jean-Marc,M.,DIV,Divers,4,"0,01","0,00",NON,4101,41,24,1ère circonscription,1,24,41,41001
3,FESNEAU,Marc,M.,ENS,Ensemble ! (Majorité présidentielle),18711,"34,56","22,62",QUALIF T2,4101,41,24,1ère circonscription,1,24,41,41001
4,BELKADI,Reda,M.,DVG,Divers gauche,8311,"15,35","10,05",NON,4101,41,24,1ère circonscription,1,24,41,41001
5,BARDET,Marine,Mme,RN,Rassemblement National,19069,"35,22","23,06",QUALIF T2,4101,41,24,1ère circonscription,1,24,41,41001
6,VIEIRA,Gildas,M.,DVC,Divers centre,2867,"5,29","3,47",NON,4101,41,24,1ère circonscription,1,24,41,41001
7,LOMBARD,Alain,M.,EXG,Extrême gauche,1828,"3,38","2,21",NON,4101,41,24,1ère circonscription,1,24,41,41001
8,PARRA,Pierre Gilles,M.,LR,Les Républicains,3220,"5,95","3,89",NON,4101,41,24,1ère circonscription,1,24,41,41001
1,FOUQUE,Eric,M.,DIV,Divers,0,"0,00","0,00",NON,4102,41,24,2ème circonscription,1,24,41,41002
2,GUILLEMAUD,Alexandre,M.,UDI,Union des Démocrates et Indépendants,2803,"5,44","3,49",NON,4102,41,24,2ème circonscription,1,24,41,41002
3,LANCELOT,Hervé,M.,REC,Reconquête !,1719,"3,34","2,14",NON,4102,41,24,2ème circonscription,1,24,41,41002
4,AUCANTE,Nils,M.,DVD,Divers droite,10340,"20,07","12,88",QUALIF T2,4102,41,24,2ème circonscription,1,24,41,41002
5,MAYER,Sylvie,Mme,UG,Union de la gauche,10027,"19,47","12,49",NON,4102,41,24,2ème circonscription,1,24,41,41002
6,MAIDON,Caroline,Mme,EXG,Extrême gauche,966,"1,88","1,20",NON,4102,41,24,2ème circonscription,1,24,41,41002
7,CHUDEAU,Roger,M.,RN,Rassemblement National,25611,"49,72","31,90",QUALIF T2,4102,41,24,2ème circonscription,1,24,41,41002
8,DE SAINT PIERRE,Bénédicte,Mme,DVD,Divers droite,46,"0,09","0,06",NON,4102,41,24,2ème circonscription,1,24,41,41002
1,MARION,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),20014,"36,25","24,69",QUALIF T2,4103,41,24,3ème circonscription,1,24,41,41003
2,PETIT,Noé,M.,UG,Union de la gauche,10795,"19,55","13,32",QUALIF T2,4103,41,24,3ème circonscription,1,24,41,41003
3,DE OLIVEIRA,Virginia,Mme,RN,Rassemblement National,22674,"41,06","27,97",QUALIF T2,4103,41,24,3ème circonscription,1,24,41,41003
4,LAMY,Claude,M.,EXG,Extrême gauche,986,"1,79","1,22",NON,4103,41,24,3ème circonscription,1,24,41,41003
5,BONNASSIEUX,Alexandre,M.,REC,Reconquête !,748,"1,35","0,92",NON,4103,41,24,3ème circonscription,1,24,41,41003
1,RABAULT,Tiffanie,Mme,RN,Rassemblement National,14880,"28,03","19,00",QUALIF T2,4501,45,24,1ère circonscription,1,24,45,45001
2,KOUNOWSKI,Ghislaine,Mme,UG,Union de la gauche,16706,"31,47","21,33",QUALIF T2,4501,45,24,1ère circonscription,1,24,45,45001
3,MAURICE,Nicole,Mme,REC,Reconquête !,659,"1,24","0,84",NON,4501,45,24,1ère circonscription,1,24,45,45001
4,CHASSANG,Guillaume,M.,DVC,Divers centre,3620,"6,82","4,62",NON,4501,45,24,1ère circonscription,1,24,45,45001
5,TREPKA,Claude,M.,EXG,Extrême gauche,439,"0,83","0,56",NON,4501,45,24,1ère circonscription,1,24,45,45001
6,RIST,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),16775,"31,60","21,42",QUALIF T2,4501,45,24,1ère circonscription,1,24,45,45001
1,COLAS,Cyril,M.,LR,Les Républicains,4527,"7,86","5,11",NON,4502,45,24,2ème circonscription,1,24,45,45002
2,JANVIER,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle),13263,"23,03","14,97",QUALIF T2,4502,45,24,2ème circonscription,1,24,45,45002
3,MEGDOUD,Farida,Mme,EXG,Extrême gauche,388,"0,67","0,44",NON,4502,45,24,2ème circonscription,1,24,45,45002
4,CARRANI,Bruno,M.,ECO,Ecologistes,1474,"2,56","1,66",NON,4502,45,24,2ème circonscription,1,24,45,45002
5,DUPLESSY,Emmanuel,M.,UG,Union de la gauche,16148,"28,03","18,23",QUALIF T2,4502,45,24,2ème circonscription,1,24,45,45002
6,CHAILLOU,Yann,M.,DVG,Divers gauche,1951,"3,39","2,20",NON,4502,45,24,2ème circonscription,1,24,45,45002
7,BABIN,Elodie,Mme,RN,Rassemblement National,18957,"32,91","21,40",QUALIF T2,4502,45,24,2ème circonscription,1,24,45,45002
8,DUVILLARD,Marie-Odile,Mme,REC,Reconquête !,716,"1,24","0,81",NON,4502,45,24,2ème circonscription,1,24,45,45002
9,AACHBOUN,Ahmed,M.,DVG,Divers gauche,178,"0,31","0,20",NON,4502,45,24,2ème circonscription,1,24,45,45002
1,DE PÉLICHY,Constance,Mme,DVD,Divers droite,15041,"32,04","21,35",QUALIF T2,4503,45,24,3ème circonscription,1,24,45,45003
2,NAULIN,Michel,M.,EXG,Extrême gauche,648,"1,38","0,92",NON,4503,45,24,3ème circonscription,1,24,45,45003
3,PARIS,Mathilde,Mme,RN,Rassemblement National,21373,"45,53","30,34",QUALIF T2,4503,45,24,3ème circonscription,1,24,45,45003
4,MAURICE,Thomas,M.,REC,Reconquête !,792,"1,69","1,12",NON,4503,45,24,3ème circonscription,1,24,45,45003
5,VERDE,Clément,M.,UG,Union de la gauche,9089,"19,36","12,90",QUALIF T2,4503,45,24,3ème circonscription,1,24,45,45003
1,HARLÉ,Mélusine,Mme,ENS,Ensemble ! (Majorité présidentielle),7029,"15,02","9,49",NON,4504,45,24,4ème circonscription,1,24,45,45004
2,CLERGUE,Dominique,Mme,EXG,Extrême gauche,551,"1,18","0,74",NON,4504,45,24,4ème circonscription,1,24,45,45004
3,NOTTIN,Bruno,M.,UG,Union de la gauche,9889,"21,14","13,35",QUALIF T2,4504,45,24,4ème circonscription,1,24,45,45004
4,LOUBERT,Georges,M.,REC,Reconquête !,535,"1,14","0,72",NON,4504,45,24,4ème circonscription,1,24,45,45004
5,LÉVY,Ariel,M.,LR,Les Républicains,5537,"11,83","7,47",NON,4504,45,24,4ème circonscription,1,24,45,45004
6,ROCHE,Françoise,Mme,DIV,Divers,13,"0,03","0,02",NON,4504,45,24,4ème circonscription,1,24,45,45004
7,MÉNAGÉ,Thomas,M.,RN,Rassemblement National,23231,"49,65","31,35",QUALIF T2,4504,45,24,4ème circonscription,1,24,45,45004
1,LACAPELLE,Jean-Lin,M.,RN,Rassemblement National,20893,"43,37","28,39",QUALIF T2,4505,45,24,5ème circonscription,1,24,45,45005
2,BOUTET,Anne-Laure,Mme,UG,Union de la gauche,9524,"19,77","12,94",QUALIF T2,4505,45,24,5ème circonscription,1,24,45,45005
3,ROBERT,Martine,Mme,REC,Reconquête !,651,"1,35","0,88",NON,4505,45,24,5ème circonscription,1,24,45,45005
4,BIARDEAU,Christine,Mme,DIV,Divers,1259,"2,61","1,71",NON,4505,45,24,5ème circonscription,1,24,45,45005
5,BROSSE,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle),10604,"22,01","14,41",QUALIF T2,4505,45,24,5ème circonscription,1,24,45,45005
6,QUELIN,Benjamin,M.,DVD,Divers droite,4817,"10,00","6,55",NON,4505,45,24,5ème circonscription,1,24,45,45005
7,SOTTEJEAU,Céline,Mme,EXG,Extrême gauche,429,"0,89","0,58",NON,4505,45,24,5ème circonscription,1,24,45,45005
1,RAMOS,Richard,M.,ENS,Ensemble ! (Majorité présidentielle),15635,"30,60","20,55",QUALIF T2,4506,45,24,6ème circonscription,1,24,45,45006
2,ZELLER,Anthony,M.,RN,Rassemblement National,16253,"31,81","21,36",QUALIF T2,4506,45,24,6ème circonscription,1,24,45,45006
3,CHOQUEL,David,M.,EXG,Extrême gauche,528,"1,03","0,69",NON,4506,45,24,6ème circonscription,1,24,45,45006
4,LAVIALLE,Christophe,M.,UG,Union de la gauche,15176,"29,70","19,95",QUALIF T2,4506,45,24,6ème circonscription,1,24,45,45006
5,LAMARQUE,Isabelle,Mme,REC,Reconquête !,664,"1,30","0,87",NON,4506,45,24,6ème circonscription,1,24,45,45006
6,POISSON,Jean-Luc,M.,LR,Les Républicains,2239,"4,38","2,94",NON,4506,45,24,6ème circonscription,1,24,45,45006
7,BERTHAULT-KORZHYK,Annie,Mme,DSV,Droite souverainiste,595,"1,16","0,78",NON,4506,45,24,6ème circonscription,1,24,45,45006
1,GODARD,Océane,Mme,UG,Union de la gauche,14679,"29,16","20,82",QUALIF T2,2101,21,27,1ère circonscription,1,27,21,21001
2,THÉVENIN,Julien,M.,EXG,Extrême gauche,497,"0,99","0,71",NON,2101,21,27,1ère circonscription,1,27,21,21001
3,ZIVKOVIC,Sladana,Mme,DVG,Divers gauche,2232,"4,43","3,17",NON,2101,21,27,1ère circonscription,1,27,21,21001
