NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,LibCirElec,NbSap,CodReg,CodDpt,CodCirc2
5,LAURENT,Coralie,Mme,EXG,Extrême gauche,329,"0,54","0,42",NON,6904,69,84,4ème circonscription,1,84,69,69004
6,VEL,Juliette,Mme,DIV,Divers,143,"0,24","0,18",NON,6904,69,84,4ème circonscription,1,84,69,69004
7,BILLARD,Romain,M.,LR,Les Républicains,6267,"10,37","7,94",NON,6904,69,84,4ème circonscription,1,84,69,69004
8,BRUGNERA,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),18744,"31,03","23,76",QUALIF T2,6904,69,84,4ème circonscription,1,84,69,69004
9,TORRENT,Armande,Mme,REC,Reconquête !,655,"1,08","0,83",NON,6904,69,84,4ème circonscription,1,84,69,69004
1,BAZIN,Mathieu,M.,REC,Reconquête !,1009,"1,50","1,11",NON,6905,69,84,5ème circonscription,1,84,69,69005
2,BROCARD,Blandine,Mme,ENS,Ensemble ! (Majorité présidentielle),21552,"32,01","23,79",QUALIF T2,6905,69,84,5ème circonscription,1,84,69,69005
3,JOINT,Bastien,M.,LR,Les Républicains,9431,"14,01","10,41",NON,6905,69,84,5ème circonscription,1,84,69,69005
4,BITOUM,Sasha,Mme,RN,Rassemblement National,17090,"25,38","18,86",QUALIF T2,6905,69,84,5ème circonscription,1,84,69,69005
5,MATTEUCCI,Fabrice,M.,UG,Union de la gauche,17831,"26,48","19,68",QUALIF T2,6905,69,84,5ème circonscription,1,84,69,69005
6,RIVIERE,Hélène,Mme,EXG,Extrême gauche,413,"0,61","0,46",NON,6905,69,84,5ème circonscription,1,84,69,69005
1,BASILIEN,Joseph,M.,ECO,Ecologistes,723,"1,23","0,79",NON,6906,69,84,6ème circonscription,1,84,69,69006
2,AMARD,Gabriel,M.,UG,Union de la gauche,27294,"46,29","29,66",QUALIF T2,6906,69,84,6ème circonscription,1,84,69,69006
3,BRET,Jean-Paul,M.,DVG,Divers gauche,11755,"19,94","12,78",QUALIF T2,6906,69,84,6ème circonscription,1,84,69,69006
4,BOUHAMI,Nadia,Mme,EXG,Extrême gauche,466,"0,79","0,51",NON,6906,69,84,6ème circonscription,1,84,69,69006
5,AGUS,Délia,Mme,RN,Rassemblement National,11167,"18,94","12,14",NON,6906,69,84,6ème circonscription,1,84,69,69006
6,LAWSON DOUTE,Teyi Kekeli,M.,DIV,Divers,127,"0,22","0,14",NON,6906,69,84,6ème circonscription,1,84,69,69006
7,MIZONY,Raphaëlle,Mme,EXG,Extrême gauche,184,"0,31","0,20",NON,6906,69,84,6ème circonscription,1,84,69,69006
8,FRAYSSE,Marc,M.,LR,Les Républicains,7247,"12,29","7,88",NON,6906,69,84,6ème circonscription,1,84,69,69006
1,FONTAINE,Myriam,Mme,LR,Les Républicains,1536,"3,52","2,12",NON,6907,69,84,7ème circonscription,1,84,69,69007
2,LAHMAR,Abdelkader,M.,UG,Union de la gauche,20062,"46,00","27,63",QUALIF T2,6907,69,84,7ème circonscription,1,84,69,69007
3,VINCENDET,Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle),11799,"27,05","16,25",QUALIF T2,6907,69,84,7ème circonscription,1,84,69,69007
4,PIGNAL,Cédric,M.,RN,Rassemblement National,9280,"21,28","12,78",QUALIF T2,6907,69,84,7ème circonscription,1,84,69,69007
5,BENON,Régine,Mme,REC,Reconquête !,411,"0,94","0,57",NON,6907,69,84,7ème circonscription,1,84,69,69007
6,SPREUX,Thomas,M.,EXG,Extrême gauche,526,"1,21","0,72",NON,6907,69,84,7ème circonscription,1,84,69,69007
1,GERY,Jonathan,M.,RN,Rassemblement National,25808,"33,46","24,35",QUALIF T2,6908,69,84,8ème circonscription,1,84,69,69008
2,REYMBAUT,Anne,Mme,UG,Union de la gauche,17548,"22,75","16,55",QUALIF T2,6908,69,84,8ème circonscription,1,84,69,69008
3,TEYSSIER,Tristan,M.,EXG,Extrême gauche,630,"0,82","0,59",NON,6908,69,84,8ème circonscription,1,84,69,69008
4,FOURBOUL,Xavier,M.,REC,Reconquête !,876,"1,14","0,83",NON,6908,69,84,8ème circonscription,1,84,69,69008
5,SERRE,Nathalie,Mme,LR,Les Républicains,15941,"20,66","15,04",QUALIF T2,6908,69,84,8ème circonscription,1,84,69,69008
6,DESPRAS,Dominique,M.,ENS,Ensemble ! (Majorité présidentielle),16338,"21,18","15,41",QUALIF T2,6908,69,84,8ème circonscription,1,84,69,69008
1,SOUMIREU-LARTIGUE,Jean-Henri,M.,UG,Union de la gauche,16066,"23,25","16,37",QUALIF T2,6909,69,84,9ème circonscription,1,84,69,69009
2,D'AUTRYVE,Damien,M.,REG,Régionaliste,613,"0,89","0,62",NON,6909,69,84,9ème circonscription,1,84,69,69009
3,LAURENT,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),9935,"14,38","10,13",NON,6909,69,84,9ème circonscription,1,84,69,69009
4,LOUIS,Patrick,M.,UXD,Union de l'extrême droite,24464,"35,41","24,93",QUALIF T2,6909,69,84,9ème circonscription,1,84,69,69009
5,PORTIER,Alexandre,M.,LR,Les Républicains,17554,"25,41","17,89",QUALIF T2,6909,69,84,9ème circonscription,1,84,69,69009
6,HELLY,Chantal,Mme,EXG,Extrême gauche,464,"0,67","0,47",NON,6909,69,84,9ème circonscription,1,84,69,69009
1,CRUZ,Sophie,Mme,LR,Les Républicains,6689,"9,08","6,75",NON,6910,69,84,10ème circonscription,1,84,69,69010
2,PATOUT,Cecile,Mme,RN,Rassemblement National,22941,"31,15","23,16",QUALIF T2,6910,69,84,10ème circonscription,1,84,69,69010
3,GASSILLOUD,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),23963,"32,54","24,19",QUALIF T2,6910,69,84,10ème circonscription,1,84,69,69010
4,BERENYI GELEY,Irène,Mme,REC,Reconquête !,788,"1,07","0,80",NON,6910,69,84,10ème circonscription,1,84,69,69010
5,HORNUS,David,M.,DVD,Divers droite,1296,"1,76","1,31",NON,6910,69,84,10ème circonscription,1,84,69,69010
6,BOMPARD,Gilles,M.,EXG,Extrême gauche,551,"0,75","0,56",NON,6910,69,84,10ème circonscription,1,84,69,69010
7,PERRIN,Florence Janine Jacqueline,Mme,UG,Union de la gauche,17412,"23,64","17,58",QUALIF T2,6910,69,84,10ème circonscription,1,84,69,69010
1,BROWNING,Isabelle,Mme,EXG,Extrême gauche,550,"0,80","0,56",NON,6911,69,84,11ème circonscription,1,84,69,69011
2,FERRO,Cindy,Mme,LR,Les Républicains,6707,"9,73","6,84",NON,6911,69,84,11ème circonscription,1,84,69,69011
3,HUMBERT DUPALAIS,Alexandre,M.,UXD,Union de l'extrême droite,25371,"36,81","25,88",QUALIF T2,6911,69,84,11ème circonscription,1,84,69,69011
4,SPENNATO,Sophie,Mme,ECO,Ecologistes,1974,"2,86","2,01",NON,6911,69,84,11ème circonscription,1,84,69,69011
5,YOUSFI,Abdel,M.,UG,Union de la gauche,15765,"22,87","16,08",QUALIF T2,6911,69,84,11ème circonscription,1,84,69,69011
6,FUGIT,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),18564,"26,93","18,94",QUALIF T2,6911,69,84,11ème circonscription,1,84,69,69011
1,LUISIER,Clémence,Mme,RN,Rassemblement National,15003,"24,96","18,13",QUALIF T2,6912,69,84,12ème circonscription,1,84,69,69012
2,CHARMOT,Pascal,M.,LR,Les Républicains,8345,"13,88","10,08",NON,6912,69,84,12ème circonscription,1,84,69,69012
3,GAILLOT DURAND,Lucie,Mme,UG,Union de la gauche,18044,"30,02","21,81",QUALIF T2,6912,69,84,12ème circonscription,1,84,69,69012
4,ISAAC-SIBILLE,Cyrille,M.,ENS,Ensemble ! (Majorité présidentielle),17411,"28,97","21,04",QUALIF T2,6912,69,84,12ème circonscription,1,84,69,69012
5,GALLICE,Noémie,Mme,REC,Reconquête !,737,"1,23","0,89",NON,6912,69,84,12ème circonscription,1,84,69,69012
6,FAURITE,Cécile,Mme,EXG,Extrême gauche,565,"0,94","0,68",NON,6912,69,84,12ème circonscription,1,84,69,69012
1,MEUNIER,Philippe,M.,LR,Les Républicains,6106,"9,90","6,80",NON,6913,69,84,13ème circonscription,1,84,69,69013
2,JONCOUR,Tiffany,Mme,RN,Rassemblement National,22417,"36,35","24,96",QUALIF T2,6913,69,84,13ème circonscription,1,84,69,69013
3,PIOT,Michel,M.,EXG,Extrême gauche,523,"0,85","0,58",NON,6913,69,84,13ème circonscription,1,84,69,69013
4,BIAUT,Patrick,M.,DVD,Divers droite,105,"0,17","0,12",NON,6913,69,84,13ème circonscription,1,84,69,69013
5,PRANDT,Victor,M.,UG,Union de la gauche,16178,"26,23","18,02",QUALIF T2,6913,69,84,13ème circonscription,1,84,69,69013
6,GIGAREL,Océane,Mme,REC,Reconquête !,610,"0,99","0,68",NON,6913,69,84,13ème circonscription,1,84,69,69013
7,TANZILLI,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle),14933,"24,21","16,63",QUALIF T2,6913,69,84,13ème circonscription,1,84,69,69013
8,BARTHÈS,Didier,M.,DVG,Divers gauche,799,"1,30","0,89",NON,6913,69,84,13ème circonscription,1,84,69,69013
1,BOUMERTIT,Idir,M.,UG,Union de la gauche,21854,"48,78","28,54",QUALIF T2,6914,69,84,14ème circonscription,1,84,69,69014
2,MAZZONE,David,M.,LR,Les Républicains,2059,"4,60","2,69",NON,6914,69,84,14ème circonscription,1,84,69,69014
3,MERMET,Cédric,M.,RN,Rassemblement National,12637,"28,21","16,50",QUALIF T2,6914,69,84,14ème circonscription,1,84,69,69014
4,MINOUX,Olivier,M.,EXG,Extrême gauche,815,"1,82","1,06",NON,6914,69,84,14ème circonscription,1,84,69,69014
5,ALMERAS,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle),6996,"15,62","9,14",NON,6914,69,84,14ème circonscription,1,84,69,69014
6,RIHA,Blandine,Mme,REC,Reconquête !,437,"0,98","0,57",NON,6914,69,84,14ème circonscription,1,84,69,69014
1,PEYRARD,Guy-Alain,M.,REC,Reconquête !,828,"1,25","0,88",NON,7301,73,84,1ère circonscription,1,84,73,73001
2,CASEJUANE,Adrien,M.,EXG,Extrême gauche,450,"0,68","0,48",NON,7301,73,84,1ère circonscription,1,84,73,73001
3,CHAUVEAU,Jean-Pierre,M.,DSV,Droite souverainiste,193,"0,29","0,21",NON,7301,73,84,1ère circonscription,1,84,73,73001
4,GRANATA,Christel,Mme,UG,Union de la gauche,15212,"22,93","16,16",QUALIF T2,7301,73,84,1ère circonscription,1,84,73,73001
5,DEGOIS,Typhanie,Mme,UXD,Union de l'extrême droite,23992,"36,16","25,49",QUALIF T2,7301,73,84,1ère circonscription,1,84,73,73001
6,FERRARI,Marina,Mme,ENS,Ensemble ! (Majorité présidentielle),23381,"35,24","24,84",QUALIF T2,7301,73,84,1ère circonscription,1,84,73,73001
7,EXERTIER,Frédéric,M.,ECO,Ecologistes,2292,"3,45","2,44",NON,7301,73,84,1ère circonscription,1,84,73,73001
1,ROLLAND,Vincent,M.,LR,Les Républicains,18593,"36,84","24,59",QUALIF T2,7302,73,84,2ème circonscription,1,84,73,73002
2,RACT-BRANCAZ,Pauline,Mme,RN,Rassemblement National,17762,"35,19","23,49",QUALIF T2,7302,73,84,2ème circonscription,1,84,73,73002
3,BETTOLI,Morgane,Mme,REC,Reconquête !,441,"0,87","0,58",NON,7302,73,84,2ème circonscription,1,84,73,73002
4,CICERI,Mathieu,M.,DSV,Droite souverainiste,488,"0,97","0,65",NON,7302,73,84,2ème circonscription,1,84,73,73002
5,JAFFRÉ,Delphine,Mme,REG,Régionaliste,1244,"2,46","1,64",NON,7302,73,84,2ème circonscription,1,84,73,73002
6,RAHALIA,Myriam,Mme,EXG,Extrême gauche,350,"0,69","0,46",NON,7302,73,84,2ème circonscription,1,84,73,73002
7,MARTINOT,Pascale,Mme,UG,Union de la gauche,11591,"22,97","15,33",QUALIF T2,7302,73,84,2ème circonscription,1,84,73,73002
1,IBANEZ,Daniel,M.,UG,Union de la gauche,11530,"21,81","15,46",QUALIF T2,7303,73,84,3ème circonscription,1,84,73,73003
2,DAUCHY,Marie,Mme,RN,Rassemblement National,19023,"35,98","25,51",QUALIF T2,7303,73,84,3ème circonscription,1,84,73,73003
3,BONNIVARD,Emilie,Mme,LR,Les Républicains,21605,"40,86","28,97",QUALIF T2,7303,73,84,3ème circonscription,1,84,73,73003
4,TROUVÉ,Pascale,Mme,EXG,Extrême gauche,719,"1,36","0,96",NON,7303,73,84,3ème circonscription,1,84,73,73003
1,GOMERO,Anaïs,Mme,ENS,Ensemble ! (Majorité présidentielle),15256,"27,72","19,16",QUALIF T2,7304,73,84,4ème circonscription,1,84,73,73004
2,COULOMME,Jean-François,M.,UG,Union de la gauche,20297,"36,87","25,49",QUALIF T2,7304,73,84,4ème circonscription,1,84,73,73004
3,BERNARD,Brice,M.,RN,Rassemblement National,16642,"30,23","20,90",QUALIF T2,7304,73,84,4ème circonscription,1,84,73,73004
4,BERNOLLIN,Vincent,M.,UDI,Union des Démocrates et Indépendants,2,"0,00","0,00",NON,7304,73,84,4ème circonscription,1,84,73,73004
5,DUCRUET,Marie,Mme,EXG,Extrême gauche,643,"1,17","0,81",NON,7304,73,84,4ème circonscription,1,84,73,73004
6,THOMAZO,Vincent,M.,DSV,Droite souverainiste,1016,"1,85","1,28",NON,7304,73,84,4ème circonscription,1,84,73,73004
7,GUILLAUD,Albin,M.,DIV,Divers,1188,"2,16","1,49",NON,7304,73,84,4ème circonscription,1,84,73,73004
1,THABUIS,Florian,M.,LR,Les Républicains,6527,"8,28","5,90",NON,7401,74,84,1ère circonscription,1,84,74,74001
2,MOLIN,Claudine,Mme,REC,Reconquête !,937,"1,19","0,85",NON,7401,74,84,1ère circonscription,1,84,74,74001
3,MATTEI,Jacques,M.,EXG,Extrême gauche,675,"0,86","0,61",NON,7401,74,84,1ère circonscription,1,84,74,74001
4,ROIT-LEVÊQUE,Guillaume,M.,RN,Rassemblement National,24500,"31,09","22,14",QUALIF T2,7401,74,84,1ère circonscription,1,84,74,74001
5,ESPIC,Stéphane,M.,DIV,Divers,98,"0,12","0,09",NON,7401,74,84,1ère circonscription,1,84,74,74001
6,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),28079,"35,64","25,37",QUALIF T2,7401,74,84,1ère circonscription,1,84,74,74001
7,DUVAL,Anne-Valérie,Mme,UG,Union de la gauche,17980,"22,82","16,24",QUALIF T2,7401,74,84,1ère circonscription,1,84,74,74001
1,YILDIRIM,Naci,M.,EXG,Extrême gauche,411,"0,58","0,40",NON,7402,74,84,2ème circonscription,1,84,74,74002
2,BOUVARD,Anis,M.,RN,Rassemblement National,20583,"28,80","20,24",QUALIF T2,7402,74,84,2ème circonscription,1,84,74,74002
3,VINCENT,Pascale,Mme,REC,Reconquête !,872,"1,22","0,86",NON,7402,74,84,2ème circonscription,1,84,74,74002
4,CORNET,Geoffrey,M.,EXG,Extrême gauche,139,"0,19","0,14",NON,7402,74,84,2ème circonscription,1,84,74,74002
5,RICHEFORT,Alexandre,M.,LR,Les Républicains,5396,"7,55","5,31",NON,7402,74,84,2ème circonscription,1,84,74,74002
6,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),23783,"33,27","23,39",QUALIF T2,7402,74,84,2ème circonscription,1,84,74,74002
7,LANGLADE-NOUCHY,Jérémy,M.,REG,Régionaliste,1077,"1,51","1,06",NON,7402,74,84,2ème circonscription,1,84,74,74002
8,TATU,Guillaume,M.,UG,Union de la gauche,19215,"26,88","18,90",QUALIF T2,7402,74,84,2ème circonscription,1,84,74,74002
1,VALENTIN,Antoine,M.,UXD,Union de l'extrême droite,24182,"39,68","26,88",QUALIF T2,7403,74,84,3ème circonscription,1,84,74,74003
2,BOUVIER,Véronique,Mme,REG,Régionaliste,1742,"2,86","1,94",NON,7403,74,84,3ème circonscription,1,84,74,74003
3,VEZ,Gérard,M.,UG,Union de la gauche,14630,"24,01","16,26",QUALIF T2,7403,74,84,3ème circonscription,1,84,74,74003
4,LEGOUHY,Jocelyne,Mme,EXG,Extrême gauche,656,"1,08","0,73",NON,7403,74,84,3ème circonscription,1,84,74,74003
5,PETEX,Christelle,Mme,DVD,Divers droite,19726,"32,37","21,93",QUALIF T2,7403,74,84,3ème circonscription,1,84,74,74003
1,ROCHE,Cécile,Mme,EXG,Extrême gauche,371,"0,66","0,41",NON,7404,74,84,4ème circonscription,1,84,74,74004
2,LEMMO GAUD,Barbara,Mme,REG,Régionaliste,945,"1,69","1,04",NON,7404,74,84,4ème circonscription,1,84,74,74004
3,LACHENAL,Dominique,Mme,UG,Union de la gauche,15331,"27,37","16,86",QUALIF T2,7404,74,84,4ème circonscription,1,84,74,74004
4,LUHO,Magalie,Mme,RN,Rassemblement National,16159,"28,85","17,77",QUALIF T2,7404,74,84,4ème circonscription,1,84,74,74004
5,GIANESELLO,Alexandre,M.,DVC,Divers centre,2265,"4,04","2,49",NON,7404,74,84,4ème circonscription,1,84,74,74004
6,LORENZO,Jean-Marc,M.,DIV,Divers,83,"0,15","0,09",NON,7404,74,84,4ème circonscription,1,84,74,74004
7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,20865,"37,25","22,95",QUALIF T2,7404,74,84,4ème circonscription,1,84,74,74004
1,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),21124,"31,08","20,37",QUALIF T2,7405,74,84,5ème circonscription,1,84,74,74005
2,BALLY,Michelle,Mme,EXG,Extrême gauche,484,"0,71","0,47",NON,7405,74,84,5ème circonscription,1,84,74,74005
3,TAÏEB,Quentin,M.,UXD,Union de l'extrême droite,21822,"32,10","21,04",QUALIF T2,7405,74,84,5ème circonscription,1,84,74,74005
4,BAUD,Jean-Baptiste,M.,UG,Union de la gauche,15985,"23,52","15,41",QUALIF T2,7405,74,84,5ème circonscription,1,84,74,74005
5,MAGNIN,Daniel,M.,REG,Régionaliste,1808,"2,66","1,74",NON,7405,74,84,5ème circonscription,1,84,74,74005
6,BAL,Nicolas,M.,REG,Régionaliste,987,"1,45","0,95",NON,7405,74,84,5ème circonscription,1,84,74,74005
7,BEURRIER,Chrystelle,Mme,DVD,Divers droite,4800,"7,06","4,63",NON,7405,74,84,5ème circonscription,1,84,74,74005
8,POIDEVIN,Sacha,M.,REC,Reconquête !,963,"1,42","0,93",NON,7405,74,84,5ème circonscription,1,84,74,74005
1,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),18805,"34,68","22,89",QUALIF T2,7406,74,84,6ème circonscription,1,84,74,74006
2,DEMEURE,Alexandre,M.,EXG,Extrême gauche,614,"1,13","0,75",NON,7406,74,84,6ème circonscription,1,84,74,74006
3,ROUBIAN,Alain,M.,UG,Union de la gauche,12039,"22,20","14,65",QUALIF T2,7406,74,84,6ème circonscription,1,84,74,74006
4,DU PELOUX,Cyrille,M.,LR,Les Républicains,3135,"5,78","3,82",NON,7406,74,84,6ème circonscription,1,84,74,74006
5,PRATS,Charles,M.,UXD,Union de l'extrême droite,19639,"36,21","23,90",QUALIF T2,7406,74,84,6ème circonscription,1,84,74,74006
1,LAKHLEF TSALAMLAL,Nadia,Mme,UDI,Union des Démocrates et Indépendants,1,"0,00","0,00",NON,0401,04,93,1ère circonscription,1,93,04,04001
2,RAPONI,Sandra,Mme,LR,Les Républicains,2956,"7,03","4,81",NON,0401,04,93,1ère circonscription,1,93,04,04001
3,ROS,Annabel,Mme,EXG,Extrême gauche,396,"0,94","0,64",NON,0401,04,93,1ère circonscription,1,93,04,04001
4,CAMPART,Patricia,Mme,REC,Reconquête !,468,"1,11","0,76",NON,0401,04,93,1ère circonscription,1,93,04,04001
5,GIRARD,Christian,M.,RN,Rassemblement National,18616,"44,30","30,28",QUALIF T2,0401,04,93,1ère circonscription,1,93,04,04001
6,BLANC,Felix,M.,UG,Union de la gauche,11457,"27,26","18,64",QUALIF T2,0401,04,93,1ère circonscription,1,93,04,04001
7,GAUVAN,Benoit,M.,ENS,Ensemble ! (Majorité présidentielle),8132,"19,35","13,23",QUALIF T2,0401,04,93,1ère circonscription,1,93,04,04001
1,REYNAUD,Loan,M.,DVD,Divers droite,512,"1,14","0,77",NON,0402,04,93,2ème circonscription,1,93,04,04002
2,VAGINAY,Sophie,Mme,UXD,Union de l'extrême droite,18314,"40,89","27,47",QUALIF T2,0402,04,93,2ème circonscription,1,93,04,04002
3,CYVOCT,Henri,M.,EXG,Extrême gauche,438,"0,98","0,66",NON,0402,04,93,2ème circonscription,1,93,04,04002
4,WALTER,Léo,M.,UG,Union de la gauche,14774,"32,99","22,16",QUALIF T2,0402,04,93,2ème circonscription,1,93,04,04002
5,BLANC,Dominique,Mme,ENS,Ensemble ! (Majorité présidentielle),10162,"22,69","15,24",QUALIF T2,0402,04,93,2ème circonscription,1,93,04,04002
6,CADENEL,Myriam,Mme,REC,Reconquête !,585,"1,31","0,88",NON,0402,04,93,2ème circonscription,1,93,04,04002
1,SAINTE-MARIE,Jérôme,M.,RN,Rassemblement National,15772,"38,24","26,27",QUALIF T2,0501,05,93,1ère circonscription,1,93,05,05001
2,BOYER,Pascale,Mme,ENS,Ensemble ! (Majorité présidentielle),9312,"22,58","15,51",QUALIF T2,0501,05,93,1ère circonscription,1,93,05,05001
3,ALLEMAND,Marie-José,Mme,UG,Union de la gauche,12568,"30,47","20,93",QUALIF T2,0501,05,93,1ère circonscription,1,93,05,05001
4,BUISSON,Véronique,Mme,EXG,Extrême gauche,643,"1,56","1,07",NON,0501,05,93,1ère circonscription,1,93,05,05001
5,DEININGER,Dorian,M.,LR,Les Républicains,2949,"7,15","4,91",NON,0501,05,93,1ère circonscription,1,93,05,05001
1,GUIGNARD,Boris,M.,EXG,Extrême gauche,394,"1,02","0,72",NON,0502,05,93,2ème circonscription,1,93,05,05002
2,FINE,Sébastien,M.,ENS,Ensemble ! (Majorité présidentielle),10338,"26,70","18,96",QUALIF T2,0502,05,93,2ème circonscription,1,93,05,05002
3,ROSSI,Valérie,Mme,UG,Union de la gauche,12661,"32,70","23,22",QUALIF T2,0502,05,93,2ème circonscription,1,93,05,05002
4,MONDAIN,Johann,M.,DIV,Divers,2206,"5,70","4,05",NON,0502,05,93,2ème circonscription,1,93,05,05002
5,ALBRAND,Louis,M.,RN,Rassemblement National,13115,"33,88","24,06",QUALIF T2,0502,05,93,2ème circonscription,1,93,05,05002
1,SALERNO,Olivier,M.,UG,Union de la gauche,13499,"26,62","16,49",QUALIF T2,0601,06,93,1ère circonscription,1,93,06,06001
2,BOVIS,Maxime,M.,DIV,Divers,34,"0,07","0,04",NON,0601,06,93,1ère circonscription,1,93,06,06001
3,BEN MOULAY,Lalla Chama,Mme,ECO,Ecologistes,1427,"2,81","1,74",NON,0601,06,93,1ère circonscription,1,93,06,06001
4,MONETTI,Graig,M.,ENS,Ensemble ! (Majorité présidentielle),11558,"22,79","14,12",QUALIF T2,0601,06,93,1ère circonscription,1,93,06,06001
5,LANGOUET,Alain,M.,EXG,Extrême gauche,313,"0,62","0,38",NON,0601,06,93,1ère circonscription,1,93,06,06001
6,SPACH,Jean-Claude Wahid,M.,REG,Régionaliste,136,"0,27","0,17",NON,0601,06,93,1ère circonscription,1,93,06,06001
7,CIOTTI,Eric,M.,UXD,Union de l'extrême droite,20809,"41,04","25,41",QUALIF T2,0601,06,93,1ère circonscription,1,93,06,06001
8,VANIER-GUÉRIN,Virgile,M.,LR,Les Républicains,2933,"5,78","3,58",NON,0601,06,93,1ère circonscription,1,93,06,06001
1,TONNERRE,Leïla,Mme,UG,Union de la gauche,11339,"19,01","12,55",QUALIF T2,0602,06,93,2ème circonscription,1,93,06,06002
2,VARRONE,David,M.,ENS,Ensemble ! (Majorité présidentielle),9856,"16,53","10,90",NON,0602,06,93,2ème circonscription,1,93,06,06002
3,PORET-RINCK,Indiana,Mme,EXD,Extrême droite,931,"1,56","1,03",NON,0602,06,93,2ème circonscription,1,93,06,06002
4,IMBERT,Florent,M.,EXG,Extrême gauche,381,"0,64","0,42",NON,0602,06,93,2ème circonscription,1,93,06,06002
5,MIRAN,Patrice,M.,ECO,Ecologistes,2296,"3,85","2,54",NON,0602,06,93,2ème circonscription,1,93,06,06002
6,DARAGON,Simon,M.,LR,Les Républicains,6162,"10,33","6,82",NON,0602,06,93,2ème circonscription,1,93,06,06002
7,TIVOLI,Lionel,M.,RN,Rassemblement National,28676,"48,08","31,73",QUALIF T2,0602,06,93,2ème circonscription,1,93,06,06002
1,JAQUET,Estelle,Mme,EXG,Extrême gauche,438,"0,76","0,48",NON,0603,06,93,3ème circonscription,1,93,06,06003
2,DELHEZ,Thibault,M.,DSV,Droite souverainiste,883,"1,53","0,96",NON,0603,06,93,3ème circonscription,1,93,06,06003
3,QUIGNARD,Laure,Mme,UG,Union de la gauche,15754,"27,24","17,18",QUALIF T2,0603,06,93,3ème circonscription,1,93,06,06003
4,CHAIX,Bernard,M.,UXD,Union de l'extrême droite,23983,"41,47","26,15",QUALIF T2,0603,06,93,3ème circonscription,1,93,06,06003
5,PRADAL,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),14670,"25,36","15,99",QUALIF T2,0603,06,93,3ème circonscription,1,93,06,06003
6,CAUSSIN,Marie Françoise,Mme,ECO,Ecologistes,1675,"2,90","1,83",NON,0603,06,93,3ème circonscription,1,93,06,06003
7,VIVO,Marjorie,Mme,ECO,Ecologistes,434,"0,75","0,47",NON,0603,06,93,3ème circonscription,1,93,06,06003
1,MASSON,Alexandra,Mme,RN,Rassemblement National,30528,"56,27","35,64",OUI,0604,06,93,4ème circonscription,1,93,06,06004
2,BEYL,Christine,Mme,ECO,Ecologistes,1717,"3,17","2,00",NON,0604,06,93,4ème circonscription,1,93,06,06004
3,GUEDON,Anne-Pascale,Mme,ENS,Ensemble ! (Majorité présidentielle),11190,"20,63","13,06",NON,0604,06,93,4ème circonscription,1,93,06,06004
4,MARKIEL,Joseph,M.,EXG,Extrême gauche,953,"1,76","1,11",NON,0604,06,93,4ème circonscription,1,93,06,06004
5,PARENT,Virginie,Mme,UG,Union de la gauche,9861,"18,18","11,51",NON,0604,06,93,4ème circonscription,1,93,06,06004
1,NOFRI,Gaël,M.,ENS,Ensemble ! (Majorité présidentielle),8473,"14,31","9,29",NON,0605,06,93,5ème circonscription,1,93,06,06005
2,D'INTORNI,Christelle,Mme,UXD,Union de l'extrême droite,29804,"50,35","32,67",OUI,0605,06,93,5ème circonscription,1,93,06,06005
3,BENOIT,Patrice,M.,DIV,Divers,6375,"10,77","6,99",NON,0605,06,93,5ème circonscription,1,93,06,06005
4,DECOUPIGNY,Fabrice,M.,UG,Union de la gauche,12233,"20,66","13,41",NON,0605,06,93,5ème circonscription,1,93,06,06005
5,BENKEMOUN,Agnès,Mme,EXG,Extrême gauche,436,"0,74","0,48",NON,0605,06,93,5ème circonscription,1,93,06,06005
6,HVIDSTEN,Axel,M.,ECO,Ecologistes,1876,"3,17","2,06",NON,0605,06,93,5ème circonscription,1,93,06,06005
1,BARTOLI,Daniele,Mme,EXG,Extrême gauche,359,"0,66","0,45",NON,0606,06,93,6ème circonscription,1,93,06,06006
2,MAZZELLA,Nicole,Mme,UG,Union de la gauche,8281,"15,20","10,33",NON,0606,06,93,6ème circonscription,1,93,06,06006
3,MASSON,Bryan,M.,RN,Rassemblement National,27705,"50,85","34,55",OUI,0606,06,93,6ème circonscription,1,93,06,06006
4,TRASTOUR-ISNART,Laurence,Mme,LR,Les Républicains,16213,"29,76","20,22",NON,0606,06,93,6ème circonscription,1,93,06,06006
