Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
WOLFF,BRUNO,M.,Régionaliste,121,         562,"   1,46",06708,562,1.46
GARCIA,DENIS,M.,Divers gauche,2,       2 390,"   4,33",06709,2390,4.33
ALTHERR,J.CLAUDE,M.,Front national,7,       7 821,"  14,18",06709,7821,14.18
LEISER,MICHELE,Mme,Mouvement national républicain,31,       1 594,"   2,89",06709,1594,2.89
KERN,CLAUDE,M.,Union pour la démocratie française,36,       7 421,"  13,45",06709,7421,13.45
BAUD-BERTHIER,MARC,M.,Lutte ouvrière,47,         584,"   1,06",06709,584,1.06
BRESSE-FALK,DAMIEN,M.,Régionaliste,53,         348,"   0,63",06709,348,0.63
NEUMANN,GIL,M.,Divers,54,         148,"   0,27",06709,148,0.27
SCHREINER,BERNARD,M.,Union pour la majorité présidentielle,55,      24 042,"  43,58",06709,24042,43.58
FREYSZ,SYLVIE,Mme,Divers,68,       1 451,"   2,63",06709,1451,2.63
BLANCHARD,JOCELYNE,Mme,Mouvement pour la France,71,         418,"   0,76",06709,418,0.76
WITZMANN,LEILLA,Mme,Socialiste,73,       5 067,"   9,19",06709,5067,9.19
GILLIG,J.DANIEL,M.,Pôle républicain,79,         866,"   1,57",06709,866,1.57
GUNAY,MURAT,M.,Communiste,80,         368,"   0,67",06709,368,0.67
JENSEN,ISABELLE,Mme,Les Verts,95,       2 101,"   3,81",06709,2101,3.81
BITTERLIN,CATHERINE,Mme,Autre écologiste,98,         426,"   0,77",06709,426,0.77
MEYER,J.BENOIT,M.,Divers,116,         120,"   0,22",06709,120,0.22
MEYER,GILBERT,M.,Union pour la majorité présidentielle,1,      20 935,"  52,13",06801,20935,52.13
ROUSSET,CHRISTIAN,M.,Lutte ouvrière,5,         546,"   1,36",06801,546,1.36
MARCHAL,MONIQUE,Mme,Socialiste,15,       8 376,"  20,86",06801,8376,20.86
LACENTRA,LYDIA,Mme,Mouvement pour la France,19,         536,"   1,33",06801,536,1.33
HAEBIG,BRUNO,M.,Front national,31,       5 031,"  12,53",06801,5031,12.53
PROBST,GERARD,M.,Autre écologiste,34,         564,"   1,40",06801,564,1.4
WISCHLEN,VINCENT,M.,Divers droite,35,         203,"   0,51",06801,203,0.51
LAVARENNE,MATHIEU,M.,Pôle républicain,43,         506,"   1,26",06801,506,1.26
LODWITZ,ELIANE,Mme,Communiste,44,         342,"   0,85",06801,342,0.85
HILBERT,FREDERIC,M.,Les Verts,53,       1 395,"   3,47",06801,1395,3.47
BECKER,RENE,M.,Mouvement national républicain,75,       1 128,"   2,81",06801,1128,2.81
COURTEVILLE,BRIGITTE,Mme,Divers,81,         600,"   1,49",06801,600,1.49
DAESSLE,GUY,M.,Divers droite,2,       3 926,"   9,17",06802,3926,9.17
LOËSS,JACQUES,M.,Radical de gauche,10,       4 138,"   9,66",06802,4138,9.66
INGOLD,CHRISTIANE,Mme,Front national,12,       4 345,"  10,15",06802,4345,10.15
HUSSER,CHRISTOPHE,M.,Mouvement pour la France,20,         582,"   1,36",06802,582,1.36
MICHEA,Vivette,Mme,Lutte ouvrière,23,         547,"   1,28",06802,547,1.28
PILLET,M.HELENE,Mme,Autre écologiste,32,         610,"   1,42",06802,610,1.42
TOSCANI,VINCENT,M.,Divers droite,37,         241,"   0,56",06802,241,0.56
BUECHER,GUY,M.,Communiste,45,         725,"   1,69",06802,725,1.69
CIOFI,BRUNO,M.,Pôle républicain,46,       1 111,"   2,59",06802,1111,2.59
HARTMANN,CHRISTOPHE,M.,Les Verts,54,       2 841,"   6,63",06802,2841,6.63
CHATON,CHRISTIAN,M.,Mouvement national républicain,67,       2 782,"   6,50",06802,2782,6.5
CHRIST,J.LOUIS,M.,Union pour la majorité présidentielle,69,      10 119,"  23,63",06802,10119,23.63
MONNOT,DOMINIQUE,M.,Chasse-Pêche-Nature et Traditions,77,         237,"   0,55",06802,237,0.55
TALLES,ERIC,M.,Divers,80,         608,"   1,42",06802,608,1.42
HUSSHERR,PIERRE,M.,Divers droite,84,       5 498,"  12,84",06802,5498,12.84
SPEITEL,THIERRY,M.,Divers droite,85,       4 518,"  10,55",06802,4518,10.55
BINDER,PATRICK,M.,Front national,7,       7 033,"  14,24",06803,7033,14.24
REITZER,J.LUC,M.,Union pour la majorité présidentielle,16,      29 334,"  59,39",06803,29334,59.39
DUBREUIL,M.MADELEINE,Mme,Lutte ouvrière,25,         481,"   0,97",06803,481,0.97
WAECHTER,ANTOINE,M.,Autre écologiste,26,       1 815,"   3,67",06803,1815,3.67
REVENEAU,CLAIRE,Mme,Divers droite,38,         119,"   0,24",06803,119,0.24
EHRET,SEBASTIEN,M.,Pôle républicain,51,         622,"   1,26",06803,622,1.26
ARNOLD,J.MARIE,M.,Mouvement national républicain,56,         744,"   1,51",06803,744,1.51
ABEILLE,LAURENCE,Mme,Les Verts,62,       1 431,"   2,90",06803,1431,2.9
DIFFOR,MARTINE,Mme,Socialiste,64,       6 813,"  13,79",06803,6813,13.79
CLAUSS,Patrick,M.,Régionaliste,71,         247,"   0,50",06803,247,0.5
PAOLI,MARTINE,Mme,Communiste,72,         344,"   0,70",06803,344,0.7
SCHNEBELEN,LAURENT,M.,Divers,78,         409,"   0,83",06803,409,0.83
JOHANECK,J.LUC,M.,Divers,3,       4 298,"  10,61",06804,4298,10.61
CURAN,RENE,M.,Front national,11,       4 709,"  11,63",06804,4709,11.63
PERNOT,FABIENNE,Mme,Socialiste,17,       5 314,"  13,12",06804,5314,13.12
PIRES SERRA,JOACHIM,M.,Lutte ouvrière,27,         346,"   0,85",06804,346,0.85
NEUNLIST,SERGE,M.,Divers droite,39,         560,"   1,38",06804,560,1.38
UEBERSCHLAG,JEAN,M.,Union pour la majorité présidentielle,41,      18 706,"  46,18",06804,18706,46.18
PLUSKOTA,JEAN,M.,Autre écologiste,47,         386,"   0,95",06804,386,0.95
KNIBIHLER,YVETTE,Mme,Mouvement national républicain,55,         559,"   1,38",06804,559,1.38
ARNOLD,FABIENNE,Mme,Les Verts,59,       1 328,"   3,28",06804,1328,3.28
CALMELS,J.LUC,M.,Pôle républicain,61,         376,"   0,93",06804,376,0.93
STRIBY,FREDERIC,M.,Divers droite,63,       3 245,"   8,01",06804,3245,8.01
DELMOND,MAX,M.,Autre écologiste,66,         680,"   1,68",06804,680,1.68
BOCKEL,J.MARIE,M.,Socialiste,4,      10 507,"  34,36",06805,10507,34.36
GROSSKOST,ARLETTE,Mme,Union pour la majorité présidentielle,8,       8 756,"  28,64",06805,8756,28.64
BINDER,MARTINE,Mme,Front national,14,       3 135,"  10,25",06805,3135,10.25
RUCH,FRANCOISE,Mme,Lutte ouvrière,22,         343,"   1,12",06805,343,1.12
HOFFMANN,GEORGES,M.,Divers gauche,30,         121,"   0,40",06805,121,0.4
HESTIN,JACQUES,M.,Ligue communiste révolutionnaire,33,         324,"   1,06",06805,324,1.06
EHLINGER,RENE-ALBERT,M.,Mouvement pour la France,50,         193,"   0,63",06805,193,0.63
FREULET,GERARD,M.,Mouvement national républicain,57,       2 683,"   8,77",06805,2683,8.77
SCHELLINGER,J.PIERRE,M.,Communiste,60,         270,"   0,88",06805,270,0.88
PORRO,VINCENT,M.,Divers,65,          33,"   0,11",06805,33,0.11
HODBERT,FRANCIS,M.,Divers droite,73,          68,"   0,22",06805,68,0.22
SCHIEBER,Thierry,M.,Autre écologiste,74,         876,"   2,86",06805,876,2.86
BENLAKEHAL,KADER,M.,Divers gauche,82,         105,"   0,34",06805,105,0.34
WEBER,J.JACQUES,M.,Union pour la démocratie française,83,       3 162,"  10,34",06805,3162,10.34
HALLER,CECILE,Mme,Front national,6,       7 190,"  18,37",06806,7190,18.37
ROLANDEZ,CHRISTIANE,Mme,Lutte ouvrière,24,         883,"   2,26",06806,883,2.26
SONZOGNI,DJAMILA,Mme,Les Verts,29,       6 913,"  17,66",06806,6913,17.66
BITTERLIN,JEAN,M.,Autre écologiste,40,         878,"   2,24",06806,878,2.24
BOEGLIN,EDOUARD,M.,Pôle républicain,42,       1 168,"   2,98",06806,1168,2.98
METZGER,HENRI,M.,Extrême gauche,48,         709,"   1,81",06806,709,1.81
DOUCET,DANIEL,M.,Communiste,52,       1 144,"   2,92",06806,1144,2.92
GROSS,THIERRY,M.,Mouvement national républicain,58,       2 189,"   5,59",06806,2189,5.59
SEIFERT,EDITH,Mme,Divers droite,68,         202,"   0,52",06806,202,0.52
HILLMEYER,FRANCIS,M.,Union pour la démocratie française,70,      17 869,"  45,65",06806,17869,45.65
SENSE,AIME,M.,Lutte ouvrière,9,         883,"   2,07",06807,883,2.07
BENOIT,JACQUELINE,Mme,Front national,13,       6 416,"  15,01",06807,6416,15.01
SORDI,MICHEL,M.,Union pour la majorité présidentielle,18,      16 617,"  38,88",06807,16617,38.88
BROCHART,HERVE,M.,Mouvement pour la France,21,         484,"   1,13",06807,484,1.13
BAEUMLER,J.PIERRE,M.,Socialiste,28,      13 949,"  32,63",06807,13949,32.63
MAYEUR,FRANCINE,Mme,Divers droite,36,         233,"   0,55",06807,233,0.55
PETER,NADIA,Mme,Communiste,49,         701,"   1,64",06807,701,1.64
CHATEAUDON,J.LUC,M.,Autre écologiste,76,       1 660,"   3,88",06807,1660,3.88
RUDOLF,GABRIEL,M.,Mouvement national républicain,79,       1 801,"   4,21",06807,1801,4.21
COMPARINI,A.MARIE,Mme,Union pour la majorité présidentielle,12,      11 536,"  32,08",06901,11536,32.08
ISAAC SIBILLE,BERNADETTE,Mme,Divers droite,17,       4 351,"  12,10",06901,4351,12.1
TOURAINE,J.LOUIS,M.,Socialiste,18,      11 171,"  31,07",06901,11171,31.07
REVENAT,JOELLE,Mme,Autre écologiste,22,         217,"   0,60",06901,217,0.6
FILLAUDEAU,CHRISTIANE,Mme,Mouvement national républicain,31,         194,"   0,54",06901,194,0.54
BOULOT,M.LAURE,Mme,Divers droite,34,         843,"   2,34",06901,843,2.34
LENGELE ,CORINNE,Mme,Front national,38,       4 557,"  12,67",06901,4557,12.67
CROUZET,J.PAUL,M.,Extrême gauche,47,         113,"   0,31",06901,113,0.31
URBAIN,BERTHE,Mme,Divers,63,         354,"   0,98",06901,354,0.98
NEUMEYER,MARYSE,Mme,Ligue communiste révolutionnaire,114,         544,"   1,51",06901,544,1.51
PERNIN,M. CHRISTINE,Mme,Lutte ouvrière,119,         348,"   0,97",06901,348,0.97
MARIAN,HELENE,Mme,Divers gauche,149,         159,"   0,44",06901,159,0.44
CHRISTOPHE,PHILIPPE,M.,Divers,180,         115,"   0,32",06901,115,0.32
CHARNAY DUFOURT,MARIE,Mme,Pôle républicain,190,         437,"   1,22",06901,437,1.22
KIRCHNER,A.LISE,Mme,Autre écologiste,193,         288,"   0,80",06901,288,0.8
PERRAS,FRANCOIS,M.,Divers,194,          44,"   0,12",06901,44,0.12
DECRIAUD,JANINE,Mme,Communiste,200,         686,"   1,91",06901,686,1.91
TROUILLAS,PAUL,M.,Divers droite,27,       1 034,"   2,42",06902,1034,2.42
IDRISSI,DOMAR,M.,Pôle républicain,42,         291,"   0,68",06902,291,0.68
LUCA DE,MARIE,Mme,Divers,98,         415,"   0,97",06902,415,0.97
CAHOUET,MARYLENE,Mme,Ligue communiste révolutionnaire,102,       1 106,"   2,59",06902,1106,2.59
BUNA,GILLES,M.,Les Verts,124,      13 695,"  32,04",06902,13695,32.04
FOUILLAND,CEDRIC,M.,Divers gauche,132,         200,"   0,47",06902,200,0.47
COUZON,ARLETTE,Mme,Lutte ouvrière,145,         348,"   0,81",06902,348,0.81
ROSSET,ALBERT,M.,Front national,148,       3 743,"   8,76",06902,3743,8.76
BOUGUIN,MICHEL,M.,Autre écologiste,152,         332,"   0,78",06902,332,0.78
HAMELIN,EMMANUEL,M.,Union pour la majorité présidentielle,162,      15 487,"  36,23",06902,15487,36.23
PEYREROL,M.ANTOINETTE,Mme,Divers,166,          47,"   0,11",06902,47,0.11
CHEYNET,VINCENT,M.,Autre écologiste,167,         301,"   0,70",06902,301,0.7
LEVEQUE,LOUIS,M.,Communiste,197,         841,"   1,97",06902,841,1.97
BLAIN,MARCEL,M.,Mouvement national républicain,201,         167,"   0,39",06902,167,0.39
MANGEOT,GUILLAUME,M.,Divers,209,         138,"   0,32",06902,138,0.32
ARNAL,KATIA,Mme,Pôle républicain,223,         501,"   1,17",06902,501,1.17
NARDONE,AMAURY,M.,Divers droite,239,       3 899,"   9,12",06902,3899,9.12
BEAUFILS,YVAN,M.,Divers,251,           0,"   0,00",06902,0,0.0
DUPERRAY,M.CLAIRE,Mme,Divers,252,           0,"   0,00",06902,0,0.0
CEDAT,CHRISTOPHE,M.,Divers,261,         205,"   0,48",06902,205,0.48
DUBERNARD,J.MICHEL,M.,Union pour la majorité présidentielle,1,      13 904,"  36,38",06903,13904,36.38
CHICARD,PATRICIA,Mme,Front national,45,       4 325,"  11,32",06903,4325,11.32
FAYEL,CHRISTIANE,Mme,Mouvement national républicain,49,         263,"   0,69",06903,263,0.69
PERALDI,JACQUELINE,Mme,Divers,51,         367,"   0,96",06903,367,0.96
DODGE,DEBORAH,Mme,Extrême gauche,52,          76,"   0,20",06903,76,0.2
BUISSON,MICHEL,M.,Extrême gauche,60,         137,"   0,36",06903,137,0.36
MESTRES,GEORGES,M.,Lutte ouvrière,115,         322,"   0,84",06903,322,0.84
FLORIS,GUILLAUME,M.,Ligue communiste révolutionnaire,125,         737,"   1,93",06903,737,1.93
BAUDRY,SUZANNE,Mme,Autre écologiste,135,         287,"   0,75",06903,287,0.75
ROMAGNAN,BARBARA,Mme,Socialiste,150,      11 588,"  30,32",06903,11588,30.32
HELAL,KARIM,M.,Communiste,154,         991,"   2,59",06903,991,2.59
VINCENT,ERIC,M.,Divers gauche,155,         143,"   0,37",06903,143,0.37
FOYARD,JEAN,M.,Divers,164,          61,"   0,16",06903,61,0.16
LAFOND,ERIC,M.,Divers,187,         149,"   0,39",06903,149,0.39
LOUIS,PATRICK,M.,Divers droite,202,       2 816,"   7,37",06903,2816,7.37
JOUVE,VERONIQUE,Mme,Divers droite,208,       1 341,"   3,51",06903,1341,3.51
SANCHEZ,VERONIQUE,Mme,Pôle républicain,221,         560,"   1,47",06903,560,1.47
GARCIA,MARIELLE,Mme,Autre écologiste,246,         150,"   0,39",06903,150,0.39
GRACIEN,CLAUDINE,Mme,Front national,9,       4 375,"   9,94",06904,4375,9.94
MAURY,JOSETTE,Mme,Mouvement national républicain,30,         284,"   0,65",06904,284,0.65
PHILIP,CHRISTIAN,M.,Union pour la majorité présidentielle,50,      16 472,"  37,43",06904,16472,37.43
LECLET,FRANCOISE,Mme,Lutte ouvrière,56,         306,"   0,70",06904,306,0.7
CAIRON,MURIEL,Mme,Extrême gauche,57,          89,"   0,20",06904,89,0.2
CREUS,ARMAND,M.,Ligue communiste révolutionnaire,118,         507,"   1,15",06904,507,1.15
HEMON,PIERRE,M.,Les Verts,143,      11 217,"  25,49",06904,11217,25.49
BOUTET CASTRO,L.ANNE,Mme,Pôle républicain,157,         746,"   1,70",06904,746,1.7
WALTHER,CHARLES,M.,Divers,183,         152,"   0,35",06904,152,0.35
COVACHO,EDITH,Mme,Divers,185,         160,"   0,36",06904,160,0.36
CHEVASSUS,NICOLE,Mme,Divers droite,199,       7 814,"  17,76",06904,7814,17.76
TISSERAND,NICOLE,Mme,Communiste,206,         697,"   1,58",06904,697,1.58
MOSCHETTO,BRUNO,M.,Rassemblement pour la France,211,         254,"   0,58",06904,254,0.58
DANVE,EVELYNE,Mme,Divers,214,          63,"   0,14",06904,63,0.14
VARELLO,MARCEL,M.,Divers,215,         360,"   0,82",06904,360,0.82
MOREL,ISABELLE,Mme,Divers gauche,244,         199,"   0,45",06904,199,0.45
RASKIN,EMMANUEL,M.,Autre écologiste,248,         282,"   0,64",06904,282,0.64
MINOT,CLAUDE,M.,Divers,249,          25,"   0,06",06904,25,0.06
COCHET,PHILIPPE,M.,Union pour la majorité présidentielle,10,      16 879,"  31,84",06905,16879,31.84
PENFENTENYO DE ,M.CHRISTINE,Mme,Front national,13,       6 323,"  11,93",06905,6323,11.93
CHAMBON,A.MARIE,Mme,Lutte ouvrière,36,         373,"   0,70",06905,373,0.7
BONNETAIN,CHRISTIAN,M.,Extrême gauche,46,          84,"   0,16",06905,84,0.16
TERRIER,JEROME,M.,Divers gauche,62,          31,"   0,06",06905,31,0.06
RAPPILLARD,MARTINE,Mme,Ligue communiste révolutionnaire,117,         751,"   1,42",06905,751,1.42
VESCO,GILLES,M.,Union pour la démocratie française,121,       6 201,"  11,70",06905,6201,11.7
JORAND,MADELEINE,Mme,Communiste,142,       1 086,"   2,05",06905,1086,2.05
MALE,LAURENCE,Mme,Pôle républicain,158,         560,"   1,06",06905,560,1.06
MAILLER,FRANCOISE,Mme,Radical de gauche,160,      11 440,"  21,58",06905,11440,21.58
FICHARD,BRIGITTE,Mme,Autre écologiste,171,         258,"   0,49",06905,258,0.49
GARDON CHEMAIN,AGNES,Mme,Divers droite,179,       1 898,"   3,58",06905,1898,3.58
CHABAUD,MICHEL,M.,Mouvement national républicain,189,         331,"   0,62",06905,331,0.62
TUILLIERE,JOSETTE,Mme,Divers,192,         554,"   1,05",06905,554,1.05
FRECON,GUY,M.,Divers,205,         459,"   0,87",06905,459,0.87
KAHLOUCHE,VINCENT,M.,Rassemblement pour la France,213,         126,"   0,24",06905,126,0.24
DEBOUT,MARC,M.,Autre écologiste,220,         349,"   0,66",06905,349,0.66
SIMONET,PHILIPPE,M.,Divers,256,           0,"   0,00",06905,0,0.0
MEYER,JACQUES,M.,Divers droite,258,       5 311,"  10,02",06905,5311,10.02
MIGNOT,DOMINIQUE,M.,Extrême gauche,21,         249,"   0,64",06906,249,0.64
DUMAS,BAPTISTE,M.,Union pour la démocratie française,24,       1 879,"   4,83",06906,1879,4.83
GAUTIER,NATHALIE,Mme,Socialiste,26,      12 826,"  32,95",06906,12826,32.95
LEVASSEUR,FRANCK,M.,Mouvement national républicain,44,         300,"   0,77",06906,300,0.77
MORALES,RICHARD,M.,Divers gauche,54,       1 832,"   4,71",06906,1832,4.71
DUPRAT,LOUIS,M.,Front national,65,       5 815,"  14,94",06906,5815,14.94
BRUNEAU,PHILIPPE,M.,Lutte ouvrière,110,         459,"   1,18",06906,459,1.18
GUYON,ALAIN,M.,Divers droite,128,         290,"   0,74",06906,290,0.74
GAUDEL,VIRGINIE,Mme,Extrême gauche,138,          99,"   0,25",06906,99,0.25
LEMEE,GILLES,M.,Ligue communiste révolutionnaire,151,         661,"   1,70",06906,661,1.7
SAINT LAGER,EMILIE,Mme,Autre écologiste,170,         182,"   0,47",06906,182,0.47
VESSILLER,BEATRICE,Mme,Les Verts,195,       1 137,"   2,92",06906,1137,2.92
MONTEGU,CHRISTIAN,M.,Union pour la démocratie française,217,         504,"   1,29",06906,504,1.29
ROSTAGNAT,CLAUDE,Mme,Divers,219,         324,"   0,83",06906,324,0.83
RENDU,DANIEL,M.,Union pour la majorité présidentielle,222,      10 904,"  28,01",06906,10904,28.01
NEGRI,LAURA,Mme,Pôle républicain,225,         407,"   1,05",06906,407,1.05
JOUDIOU,HENRI,M.,Divers,226,         142,"   0,36",06906,142,0.36
PEREZ,SEBASTIEN,M.,Autre écologiste,233,          80,"   0,21",06906,80,0.21
PERNETTE,LIONEL,M.,Divers gauche,255,          89,"   0,23",06906,89,0.23
PERRET,YVES,M.,Divers,262,           0,"   0,00",06906,0,0.0
JOUBERT LAURENCIN,HUBERT,M.,Union pour la démocratie française,263,         748,"   1,92",06906,748,1.92
JACQUIER,CLAUDE,M.,Front national,7,       4 903,"  15,10",06907,4903,15.1
MOREL,MICHELE,Mme,Mouvement national républicain,32,         383,"   1,18",06907,383,1.18
QUEYRANNE,J.JACK,M.,Socialiste,43,      12 375,"  38,11",06907,12375,38.11
MARSTEAU,M.ANDRE,Mme,Lutte ouvrière,64,         429,"   1,32",06907,429,1.32
BRIERE,JEAN,M.,Autre écologiste,99,         510,"   1,57",06907,510,1.57
KHAMASSI,SAMIR,M.,Pôle républicain,144,       1 074,"   3,31",06907,1074,3.31
MILBERGUE,DENISE,Mme,Ligue communiste révolutionnaire,156,         569,"   1,75",06907,569,1.75
THIVEND,FREDERIQUE,Mme,Divers,177,         261,"   0,80",06907,261,0.8
BOURGEVIN PERIER,ANNICK,Mme,Autre écologiste,188,           1,"   0,00",06907,1,0.0
VAZETTE,J.LOUIS,M.,Union pour la démocratie française,207,       3 680,"  11,33",06907,3680,11.33
GIBERT,EMMANUELLE,Mme,Divers,237,         220,"   0,68",06907,220,0.68
PRADELLE,FREDERIC,M.,Divers,238,          34,"   0,10",06907,34,0.1
MILLON,CHARLES,M.,Divers droite,240,       7 270,"  22,39",06907,7270,22.39
KOPIAN,HATCHICK,M.,Divers,242,          20,"   0,06",06907,20,0.06
CLAMARON,LAURENT,M.,Rassemblement pour la France,253,         745,"   2,29",06907,745,2.29
VEYRET,MARIE,Mme,Front national,8,       6 358,"  12,78",06908,6358,12.78
SEGURET,J.LOUIS,M.,Mouvement national républicain,20,         463,"   0,93",06908,463,0.93
LAMY,ROBERT,M.,Union pour la majorité présidentielle,35,      27 743,"  55,79",06908,27743,55.79
LALOY,JANINE,Mme,Lutte ouvrière,100,         391,"   0,79",06908,391,0.79
GRARRE,EMMANUEL,M.,Chasse-Pêche-Nature et Traditions,123,         514,"   1,03",06908,514,1.03
GIROUDON ZELEZ,ANDREE,Mme,Communiste,139,         860,"   1,73",06908,860,1.73
LAFFONT,DOMINIQUE,Mme,Ligue communiste révolutionnaire,140,         601,"   1,21",06908,601,1.21
SALAZAR,M.ANNE,Mme,Divers,146,         227,"   0,46",06908,227,0.46
OLIVIER,YVON,M.,Socialiste,161,      10 177,"  20,46",06908,10177,20.46
MARTINEZ-BEYRON,JOELLE,Mme,Divers,178,         121,"   0,24",06908,121,0.24
RUYSSEN,JOHANNE,Mme,Les Verts,196,       1 232,"   2,48",06908,1232,2.48
DEMARIA,MARC,M.,Divers,216,         328,"   0,66",06908,328,0.66
DRAPIER,DENIS,M.,Divers,230,         278,"   0,56",06908,278,0.56
PERIER,M.OLIVIA,Mme,Autre écologiste,231,         167,"   0,34",06908,167,0.34
RICANET,FRANCOIS,M.,Autre écologiste,234,         227,"   0,46",06908,227,0.46
MURAT,GILLES,M.,Divers,241,          44,"   0,09",06908,44,0.09
CERVANTES,PATRICK,M.,Divers,247,           0,"   0,00",06908,0,0.0
BARBIER,J.PIERRE,M.,Front national,5,       9 982,"  22,00",06909,9982,22.0
FIALAIRE,BERNARD,M.,Divers droite,29,       4 412,"   9,72",06909,4412,9.72
RELACHON,PIERRE,M.,Mouvement national républicain,33,         323,"   0,71",06909,323,0.71
SHABAN,ALEXANDRE,M.,Autre écologiste,103,         137,"   0,30",06909,137,0.3
PAYRAUD,J. PIERRE,M.,Socialiste,107,       7 461,"  16,44",06909,7461,16.44
FREMINVILLE DE,AMICIE,Mme,Chasse-Pêche-Nature et Traditions,122,         507,"   1,12",06909,507,1.12
DESPLANTES,NICOLE,Mme,Lutte ouvrière,127,         415,"   0,91",06909,415,0.91
CHICHEREAU,MARGUERITE,Mme,Les Verts,131,       1 169,"   2,58",06909,1169,2.58
PERRUT,BERNARD,M.,Union pour la majorité présidentielle,137,      18 381,"  40,51",06909,18381,40.51
GIUDICELLI,P.LAURENT,M.,Divers,147,         329,"   0,73",06909,329,0.73
GALLAND,ALAIN,M.,Communiste,169,       1 063,"   2,34",06909,1063,2.34
BOURNON,DANIELLE,Mme,Autre écologiste,176,         291,"   0,64",06909,291,0.64
GUICHARD,BRUNO,M.,Ligue communiste révolutionnaire,182,         541,"   1,19",06909,541,1.19
CHARRET,PASCAL,M.,Rassemblement pour la France,212,         328,"   0,72",06909,328,0.72
THEREAU,FABIENNE,Mme,Divers,236,          32,"   0,07",06909,32,0.07
CRUBELLIER,YVES,M.,Mouvement national républicain,23,         554,"   1,03",06910,554,1.03
CHAMEAU,MARIE,Mme,Front national,40,       6 420,"  11,90",06910,6420,11.9
BELIAH,J.JACQUES,M.,Extrême gauche,58,         201,"   0,37",06910,201,0.37
MACHOU,DIDIER,M.,Lutte ouvrière,120,         430,"   0,80",06910,430,0.8
CLAER,SYLVIE,Mme,Divers,134,         583,"   1,08",06910,583,1.08
ROCHEFORT,THIERRY,M.,Pôle républicain,165,         821,"   1,52",06910,821,1.52
PEREYRON,GILLES,M.,Communiste,172,       1 170,"   2,17",06910,1170,2.17
PRANDINI,MARGUERITE,Mme,Autre écologiste,174,         341,"   0,63",06910,341,0.63
BESSON,JEAN,M.,Union pour la majorité présidentielle,191,      21 950,"  40,69",06910,21950,40.69
BERT,CHRISTIANE,Mme,Ligue communiste révolutionnaire,229,       1 142,"   2,12",06910,1142,2.12
PASSERA,JACQUES,M.,Autre écologiste,232,         223,"   0,41",06910,223,0.41
DELACROIX,PIERRE,M.,Divers droite,250,       3 368,"   6,24",06910,3368,6.24
AVRILLON,BERNARD,M.,Divers,254,         215,"   0,40",06910,215,0.4
HARTEMANN,YVES,M.,Divers droite,257,       5 831,"  10,81",06910,5831,10.81
KOHLHAAS,J.CHARLES,M.,Les Verts,259,      10 694,"  19,82",06910,10694,19.82
VIDAL,PAUL,M.,Démocratie libérale,2,       3 499,"   7,42",06911,3499,7.42
DURAND,RAYMOND,M.,Union pour la démocratie française,28,       7 108,"  15,07",06911,7108,15.07
LUSSIAUD,Y.YVES,M.,Front national,37,       7 198,"  15,26",06911,7198,15.26
LAFOND,RENE,M.,Divers droite,39,         631,"   1,34",06911,631,1.34
BARREAU,J.MARC,M.,Lutte ouvrière,48,         501,"   1,06",06911,501,1.06
MONTCHARMONT,GABRIEL,M.,Socialiste,55,      15 009,"  31,83",06911,15009,31.83
BACHAUD,YVAN,M.,Divers,101,          81,"   0,17",06911,81,0.17
LEDDA,M. LOUISE,Mme,Divers,104,         647,"   1,37",06911,647,1.37
MOUROZ,NOEL,M.,Mouvement national républicain,108,         362,"   0,77",06911,362,0.77
FENECH,GEORGES,M.,Union pour la majorité présidentielle,129,       9 870,"  20,93",06911,9870,20.93
GRELAIT,JEAN,M.,Ligue communiste révolutionnaire,168,         652,"   1,38",06911,652,1.38
SIGLER,ANTOINE,M.,Autre écologiste,173,         362,"   0,77",06911,362,0.77
BENOUI,MOHAMED,M.,Pôle républicain,181,         616,"   1,31",06911,616,1.31
GALLO,GILLES,M.,Divers gauche,228,         331,"   0,70",06911,331,0.7
CAIRA,J.CLAUDE,M.,Autre écologiste,245,         294,"   0,62",06911,294,0.62
LAHBARI,PIERRE,M.,Front national,6,       4 979,"  10,88",06912,4979,10.88
TERROT,MICHEL,M.,Union pour la majorité présidentielle,15,      22 962,"  50,19",06912,22962,50.19
FERNANDEZ,LAURENT,M.,Mouvement national républicain,41,         406,"   0,89",06912,406,0.89
LAMBERT,RENE,M.,Socialiste,53,      12 703,"  27,77",06912,12703,27.77
AUDOUY,GUY,M.,Ligue communiste révolutionnaire,67,         638,"   1,39",06912,638,1.39
CHATAIN,DANIEL,M.,Extrême gauche,105,         141,"   0,31",06912,141,0.31
RENAULT,J. LUC,M.,Lutte ouvrière,106,         436,"   0,95",06912,436,0.95
SIRY,JEAN,M.,Pôle républicain,130,         716,"   1,57",06912,716,1.57
CAROLINE,BERTRAND,M.,Autre écologiste,163,       1 016,"   2,22",06912,1016,2.22
CHAMBON,JEAN,M.,Communiste,184,       1 483,"   3,24",06912,1483,3.24
DELAGE,VERONIQUE,Mme,Divers,186,         270,"   0,59",06912,270,0.59
GOLLNISCH,BRUNO,M.,Front national,3,      11 956,"  23,23",06913,11956,23.23
CHAFFRINGEON,J.MARC,M.,Pôle républicain,11,       1 993,"   3,87",06913,1993,3.87
