Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
BRANA,PIERRE,M.,Socialiste,25,      24 421,"  47,10",03305,24421,47.1
REGERE,J.FRANCOIS,M.,Union pour la démocratie française,118,      27 427,"  52,90",03305,27427,52.9
FAVRE,PIERRE,M.,Union pour la majorité présidentielle,37,      24 499,"  48,41",03306,24499,48.41
SAINTE MARIE,MICHEL,M.,Socialiste,45,      26 108,"  51,59",03306,26108,51.59
DUFRANC,MICHEL,M.,Union pour la majorité présidentielle,13,      23 734,"  42,85",03307,23734,42.85
DUCOUT,PIERRE,M.,Socialiste,92,      31 657,"  57,15",03307,31657,57.15
DELUGA,FRANCOIS,M.,Socialiste,15,      31 627,"  47,48",03308,31627,47.48
ESGAULX DES,M.HELENE,Mme,Union pour la majorité présidentielle,127,      34 982,"  52,52",03308,34982,52.52
TRUPIN,ODETTE,Mme,Socialiste,17,      28 118,"  49,72",03309,28118,49.72
DUBOURG,PHILIPPE,M.,Union pour la majorité présidentielle,21,      28 431,"  50,28",03309,28431,50.28
GARRAUD,JEAN,M.,Union pour la majorité présidentielle,63,      23 941,"  51,16",03310,23941,51.16
MITTERRAND,GILBERT,M.,Socialiste,119,      22 855,"  48,84",03310,22855,48.84
PICOTIN,DANIEL,M.,Union pour la démocratie française,64,      22 749,"  48,50",03311,22749,48.5
MADRELLE,BERNARD,M.,Socialiste,105,      24 157,"  51,50",03311,24157,51.5
ROSEAU,GILBERT,M.,Socialiste,3,      18 331,"  45,73",03401,18331,45.73
JEANJEAN,CHRISTIAN,M.,Union pour la majorité présidentielle,6,      21 751,"  54,27",03401,21751,54.27
DOMERGUE,JACQUES,M.,Union pour la majorité présidentielle,10,      17 881,"  50,32",03402,17881,50.32
FRECHE,GEORGES,M.,Socialiste,59,      17 654,"  49,68",03402,17654,49.68
GRAND,J.PIERRE,M.,Union pour la majorité présidentielle,17,      38 419,"  54,37",03403,38419,54.37
LAZERGES,CHRISTINE,Mme,Socialiste,19,      32 237,"  45,63",03403,32237,45.63
LECOU,ROBERT,M.,Union pour la majorité présidentielle,56,      38 112,"  52,70",03404,38112,52.7
MANDROUX-COLAS,HELENE,Mme,Socialiste,113,      34 212,"  47,30",03404,34212,47.3
MESQUIDA,KLEBER,M.,Socialiste,31,      28 276,"  51,62",03405,28276,51.62
ROQUES,MARCEL,M.,Union pour la majorité présidentielle,77,      26 503,"  48,38",03405,26503,48.38
LOPEZ COMMENGE,FRANCINE,Mme,Front national,30,       9 029,"  18,45",03406,9029,18.45
BARRAU,ALAIN,M.,Socialiste,58,      18 986,"  38,80",03406,18986,38.8
CUGNENC,PAUL HENRI,M.,Union pour la majorité présidentielle,61,      20 917,"  42,75",03406,20917,42.75
LIBERTI,FRANCOIS,M.,Communiste,26,      28 732,"  42,03",03407,28732,42.03
COMMEINHES,FRANCOIS,M.,Union pour la majorité présidentielle,45,      27 904,"  40,82",03407,27904,40.82
MARTINEZ,J.CLAUDE,M.,Front national,66,      11 725,"  17,15",03407,11725,17.15
BOUCHERON,J.MICHEL,M.,Socialiste,35,      24 863,"  62,15",03501,24863,62.15
SIMON,SOPHIE,Mme,Union pour la majorité présidentielle,42,      15 139,"  37,85",03501,15139,37.85
TOURTELIER,PHILIPPE,M.,Socialiste,20,      30 146,"  52,49",03502,30146,52.49
LE BRUN,LOICK,M.,Union pour la démocratie française,69,      27 287,"  47,51",03502,27287,47.51
ROGEMONT,MARCEL,M.,Socialiste,33,      26 242,"  49,21",03503,26242,49.21
ROUAULT,PHILIPPE,M.,Union pour la majorité présidentielle,86,      27 080,"  50,79",03503,27080,50.79
MADELIN,ALAIN,M.,Union pour la majorité présidentielle,1,      29 567,"  50,62",03504,29567,50.62
PUSSAT-MARSAC,MONIQUE,Mme,Socialiste,121,      28 842,"  49,38",03504,28842,49.38
ROUGER,M.PIERRE,Mme,Les Verts,55,      15 355,"  35,90",03506,15355,35.9
BOISSEAU,M.THERESE,Mme,Union pour la majorité présidentielle,67,      27 422,"  64,10",03506,27422,64.1
GATEAUD,J.YVES,M.,Socialiste,4,      15 889,"  47,03",03601,15889,47.03
HUGON,J.YVES,M.,Union pour la majorité présidentielle,5,      17 895,"  52,97",03601,17895,52.97
LAIGNEL,ANDRE,M.,Socialiste,8,      18 004,"  42,76",03602,18004,42.76
FORISSIER,NICOLAS,M.,Union pour la majorité présidentielle,18,      24 096,"  57,24",03602,24096,57.24
CHANTEGUET,J.PAUL,M.,Socialiste,13,      18 754,"  50,10",03603,18754,50.1
PEYROT DES GACHONS,GILLES,M.,Union pour la majorité présidentielle,14,      18 678,"  49,90",03603,18678,49.9
DONNEDIEU DE VABRES,RENAUD,M.,Union pour la majorité présidentielle,55,      15 244,"  51,57",03701,15244,51.57
GILLE,J.PATRICK,M.,Socialiste,65,      14 315,"  48,43",03701,14315,48.43
FILLEUL,J.JACQUES,M.,Socialiste,6,      24 538,"  46,75",03702,24538,46.75
GREFF,CLAUDE,Mme,Union pour la majorité présidentielle,35,      27 947,"  53,25",03702,27947,53.25
TOURAINE,MARISOL,Mme,Socialiste,12,      26 724,"  48,32",03703,26724,48.32
DESCAMPS,J.JACQUES,M.,Union pour la majorité présidentielle,37,      28 586,"  51,68",03703,28586,51.68
LE BRETON,PHILIPPE,M.,Socialiste,17,      22 493,"  46,32",03704,22493,46.32
NOVELLI,HERVE,M.,Union pour la majorité présidentielle,22,      26 067,"  53,68",03704,26067,53.68
ROIRON,CLAUDE,Mme,Socialiste,26,      18 338,"  42,05",03705,18338,42.05
BRIAND,PHILIPPE,M.,Union pour la majorité présidentielle,51,      25 269,"  57,95",03705,25269,57.95
DESCHAMPS,ANNIE,Mme,Socialiste,2,      21 480,"  45,77",03801,21480,45.77
CAZENAVE,RICHARD,M.,Union pour la majorité présidentielle,11,      25 454,"  54,23",03801,25454,54.23
SAVOUREUX,CHRISTINE,Mme,Union pour la majorité présidentielle,12,      14 231,"  39,21",03802,14231,39.21
BIESSY,GILBERT,M.,Communiste,64,      22 064,"  60,79",03802,22064,60.79
DESTOT,MICHEL,M.,Socialiste,1,      17 275,"  57,20",03803,17275,57.2
CHAMUSSY,MATTHIEU,M.,Divers droite,10,      12 928,"  42,80",03803,12928,42.8
GILABERT,FRANCOIS,M.,Union pour la majorité présidentielle,33,      17 974,"  39,11",03804,17974,39.11
MIGAUD,DIDIER,M.,Socialiste,58,      27 983,"  60,89",03804,27983,60.89
LANGENIEUX VILLARD,PHILIPPE,M.,Union pour la majorité présidentielle,15,      24 589,"  48,90",03805,24589,48.9
BROTTES,FRANCOIS,M.,Socialiste,45,      25 692,"  51,10",03805,25692,51.1
MOYNE BRESSAND,ALAIN,M.,Union pour la majorité présidentielle,85,      29 034,"  60,93",03806,29034,60.93
BONNAMY,ARMAND,M.,Socialiste,106,      18 617,"  39,07",03806,18617,39.07
COLOMBIER,GEORGES,M.,Union pour la majorité présidentielle,75,      30 002,"  64,33",03807,30002,64.33
VILLARD,CHRISTIAN,M.,Les Verts,131,      16 637,"  35,67",03807,16637,35.67
REMILLER,JACQUES,M.,Union pour la majorité présidentielle,112,      28 338,"  56,40",03808,28338,56.4
NUCCI,CHRISTIAN,M.,Divers gauche,130,      21 910,"  43,60",03808,21910,43.6
VALLINI,ANDRE,M.,Socialiste,5,      25 924,"  54,06",03809,25924,54.06
PINET,ROBERT,M.,Union pour la majorité présidentielle,63,      22 026,"  45,94",03809,22026,45.94
CHARROPPIN,JEAN,M.,Union pour la majorité présidentielle,1,      16 213,"  54,40",03902,16213,54.4
VUILLERMOZ,DENIS,M.,Divers gauche,17,      13 588,"  45,60",03902,13588,45.6
VOYNET,DOMINIQUE,Mme,Les Verts,5,      18 334,"  44,66",03903,18334,44.66
SERMIER,J.MARIE,M.,Union pour la majorité présidentielle,9,      22 716,"  55,34",03903,22716,55.34
VIDALIES,ALAIN,M.,Socialiste,2,      28 262,"  52,08",04001,28262,52.08
LAUGA,LOUIS,M.,Union pour la majorité présidentielle,17,      26 007,"  47,92",04001,26007,47.92
FORTE,JACQUES,M.,Union pour la majorité présidentielle,3,      29 369,"  47,61",04002,29369,47.61
DUFAU,J.PIERRE,M.,Socialiste,4,      32 319,"  52,39",04002,32319,52.39
LUCAS,ROBERT,M.,Union pour la majorité présidentielle,10,      20 566,"  39,53",04003,20566,39.53
EMMANUELLI,HENRI,M.,Socialiste,19,      31 462,"  60,47",04003,31462,60.47
FROMET,MICHEL,M.,Socialiste,12,      25 616,"  49,40",04101,25616,49.4
PERRUCHOT,NICOLAS,M.,Union pour la démocratie française,35,      26 237,"  50,60",04101,26237,50.6
LORGEOUX,JEANNY,M.,Socialiste,6,      20 324,"  43,16",04102,20324,43.16
MARTIN LALANDE,PATRICE,M.,Union pour la majorité présidentielle,24,      26 767,"  56,84",04102,26767,56.84
LINDEPERG,GERARD,M.,Socialiste,15,      16 998,"  48,14",04201,16998,48.14
ARTIGUES,GILLES,M.,Union pour la démocratie française,61,      18 312,"  51,86",04201,18312,51.86
CABAL,CHRISTIAN,M.,Union pour la majorité présidentielle,33,      13 195,"  53,67",04202,13195,53.67
COMTE,ROLAND,M.,Les Verts,78,      11 391,"  46,33",04202,11391,46.33
FARIGOULE,CHRISTIANE,Mme,Socialiste,57,      14 993,"  36,93",04203,14993,36.93
ROCHEBLOINE,FRANCOIS,M.,Union pour la démocratie française,83,      25 608,"  63,07",04203,25608,63.07
OUTIN,BERNARD,M.,Communiste,49,      18 277,"  49,71",04204,18277,49.71
CINIERI,DINO,M.,Union pour la majorité présidentielle,73,      18 493,"  50,29",04204,18493,50.29
JAYOL,BERNARD,M.,Socialiste,10,      18 144,"  45,09",04205,18144,45.09
NICOLIN,YVES,M.,Union pour la majorité présidentielle,71,      22 097,"  54,91",04205,22097,54.91
CHOSSY,J.FRANCOIS,M.,Union pour la majorité présidentielle,18,      32 142,"  64,30",04207,32142,64.3
CHAMI,MARTINE,Mme,Socialiste,47,      17 849,"  35,70",04207,17849,35.7
BARROT,Jacques,M.,Union pour la majorité présidentielle,1,      31 258,"  63,09",04301,31258,63.09
ORFEUVRE,J.Jacques,M.,Les Verts,21,      18 290,"  36,91",04301,18290,36.91
PRORIOL,Jean,M.,Union pour la majorité présidentielle,3,      27 031,"  57,91",04302,27031,57.91
ARNAUD-LANDAU,Arlette,Mme,Socialiste,12,      19 644,"  42,09",04302,19644,42.09
RIMBERT,PATRICK,M.,Socialiste,56,      20 100,"  48,35",04401,20100,48.35
LE RIDANT,J.PIERRE,M.,Union pour la majorité présidentielle,60,      21 469,"  51,65",04401,21469,51.65
PINTE,FRANCOIS,M.,Union pour la majorité présidentielle,5,      21 992,"  49,63",04402,21992,49.63
CLERGEAU,M.FRANCOISE,Mme,Socialiste,47,      22 316,"  50,37",04402,22316,50.37
GOBIN,CLAUDE,M.,Union pour la démocratie française,9,      18 665,"  42,48",04404,18665,42.48
FLOCH,JACQUES,M.,Socialiste,58,      25 274,"  57,52",04404,25274,57.52
LANDRAIN,EDOUARD,M.,Union pour la majorité présidentielle,116,      34 171,"  54,24",04405,34171,54.24
COTREL,PATRICK,M.,Les Verts,127,      28 831,"  45,76",04405,28831,45.76
PRIOU,CHRISTOPHE,M.,Union pour la majorité présidentielle,11,      33 654,"  55,75",04407,33654,55.75
LEROUX,RENE,M.,Socialiste,53,      26 716,"  44,25",04407,26716,44.25
EVIN,CLAUDE,M.,Socialiste,4,      25 090,"  63,67",04408,25090,63.67
GICQUIAUD,JOEL,M.,Union pour la majorité présidentielle,156,      14 317,"  36,33",04408,14317,36.33
RABIN,MONIQUE,Mme,Socialiste,84,      20 941,"  41,11",04409,20941,41.11
HERIAUD,PIERRE,M.,Union pour la majorité présidentielle,120,      30 001,"  58,89",04409,30001,58.89
CARRE,ANTOINE,M.,Union pour la majorité présidentielle,3,      27 604,"  59,46",04501,27604,59.46
DELPORT,J.PIERRE,M.,Socialiste,28,      18 821,"  40,54",04501,18821,40.54
GROUARD,SERGE,M.,Union pour la majorité présidentielle,17,      25 939,"  57,59",04502,25939,57.59
CHAILLOU,CHRISTOPHE,M.,Socialiste,48,      19 103,"  42,41",04502,19103,42.41
BERNARD,J. LOUIS,M.,Union pour la majorité présidentielle,7,      28 861,"  60,36",04503,28861,60.36
LAVAL,J.FRANCOIS,M.,Les Verts,47,      18 954,"  39,64",04503,18954,39.64
DOOR,J.PIERRE,M.,Union pour la majorité présidentielle,2,      31 640,"  63,30",04504,31640,63.3
BERTHELIER,LILIANE,Mme,Socialiste,40,      18 343,"  36,70",04504,18343,36.7
CHARIE,J.PAUL,M.,Union pour la majorité présidentielle,8,      30 634,"  63,74",04505,30634,63.74
BONNEAU,M.THERESE,Mme,Socialiste,39,      17 424,"  36,26",04505,17424,36.26
MAURY,DANIEL,M.,Radical de gauche,26,      22 214,"  49,05",04601,22214,49.05
ROUMEGOUX,Michel,M.,Union pour la démocratie française,29,      23 072,"  50,95",04601,23072,50.95
LAUNAY,jean,M.,Socialiste,4,      23 176,"  53,03",04602,23176,53.03
MARTIGNAC,MONIQUE,Mme,Union pour la majorité présidentielle,7,      20 528,"  46,97",04602,20528,46.97
VEYRET,ALAIN,M.,Socialiste,2,      24 133,"  47,82",04701,24133,47.82
DIONIS DU SEJOUR,Jean,M.,Union pour la démocratie française,8,      26 330,"  52,18",04701,26330,52.18
GOUZES,GERARD,M.,Socialiste,12,      20 685,"  42,94",04702,20685,42.94
DIEFENBACHER,Michel,M.,Union pour la majorité présidentielle,21,      27 488,"  57,06",04702,27488,57.06
CAHUZAC,Jérôme,M.,Socialiste,16,      23 585,"  48,24",04703,23585,48.24
MERLY,Alain,M.,Union pour la majorité présidentielle,17,      25 307,"  51,76",04703,25307,51.76
CHAZAL,J.CLAUDE,M.,Socialiste,1,       9 825,"  46,22",04801,9825,46.22
SAINT LEGER,FRANCIS,M.,Divers droite,21,      11 434,"  53,78",04801,11434,53.78
BACHELOT- NARQUIN,Roselyne,Mme,Union pour la majorité présidentielle,2,      25 703,"  58,27",04901,25703,58.27
GALESNE,Isabelle,Mme,Socialiste,37,      18 410,"  41,73",04901,18410,41.73
RICHARD,Dominique,M.,Union pour la majorité présidentielle,32,      25 248,"  52,90",04902,25248,52.9
GOUA,Marc,M.,Socialiste,39,      22 483,"  47,10",04902,22483,47.1
GUIBERT,Pierre,M.,Socialiste,10,      13 513,"  37,25",04903,13513,37.25
TAUGOURDEAU,J.Charles,M.,Union pour la majorité présidentielle,59,      22 762,"  62,75",04903,22762,62.75
PIRON,Michel,M.,Union pour la majorité présidentielle,13,      23 700,"  57,96",04904,23700,57.96
MARCHAND,J.Michel,M.,Les Verts,61,      17 192,"  42,04",04904,17192,42.04
BOURDOULEIX-RONDAERT,Gilles,M.,Union pour la majorité présidentielle,17,      24 280,"  61,08",04905,24280,61.08
MOULY,Antoine,M.,Socialiste,67,      15 468,"  38,92",04905,15468,38.92
CHARETTE DE,Hervé,M.,Union pour la majorité présidentielle,20,      30 014,"  63,47",04906,30014,63.47
CORLAY,Isabelle,Mme,Radical de gauche,73,      17 273,"  36,53",04906,17273,36.53
LAFFINEUR,Marc,M.,Union pour la majorité présidentielle,25,      23 859,"  58,23",04907,23859,58.23
GAULTIER,J.Noël,M.,Socialiste,26,      17 116,"  41,77",04907,17116,41.77
COUSIN,ALLAIN,M.,Union pour la majorité présidentielle,3,      25 778,"  61,65",05003,25778,61.65
JOURDAIN-MENNINGER,DANIELLE,Mme,Socialiste,4,      16 035,"  38,35",05003,16035,38.35
GATIGNOL,CLAUDE,M.,Union pour la majorité présidentielle,7,      25 136,"  64,73",05004,25136,64.73
LABBE,ALAIN,M.,Communiste,10,      13 698,"  35,27",05004,13698,35.27
CAZENEUVE,BERNARD,M.,Socialiste,40,      20 634,"  49,10",05005,20634,49.1
LEMIERE,JEAN,M.,Divers droite,44,      21 390,"  50,90",05005,21390,50.9
SARTOR,Laurence,Mme,Socialiste,36,      13 358,"  45,43",05101,13358,45.43
FALALA,Francis,M.,Union pour la majorité présidentielle,39,      16 044,"  54,57",05101,16044,54.57
HAZAN,Adeline,Mme,Socialiste,32,      16 449,"  46,05",05102,16449,46.05
VAUTRIN,Catherine,Mme,Divers droite,67,      19 273,"  53,95",05102,19273,53.95
THOMAS,J.CLAUDE,M.,Union pour la majorité présidentielle,9,      18 716,"  59,61",05103,18716,59.61
JOLY,Stéphane,M.,Les Verts,40,      12 682,"  40,39",05103,12682,40.39
KLAINE,M.Angèle,Mme,Les Verts,41,      13 166,"  37,62",05106,13166,37.62
MARTIN,PHILIPPE,M.,Union pour la majorité présidentielle,44,      21 829,"  62,38",05106,21829,62.38
COTILLOT,SYLVIE,Mme,Socialiste,3,      17 477,"  40,71",05201,17477,40.71
CHATEL,L.MARIE,M.,Union pour la majorité présidentielle,6,      25 453,"  59,29",05201,25453,59.29
CORNUT GENTILLE,FRANCOIS,M.,Union pour la majorité présidentielle,1,      23 163,"  74,05",05202,23163,74.05
ADVENIER,EVELYNE,Mme,Front national,5,       8 119,"  25,95",05202,8119,25.95
PILLON,DIDIER,M.,Union pour la démocratie française,8,      14 465,"  47,92",05302,14465,47.92
BERNIER,MARC,M.,Union pour la majorité présidentielle,9,      15 723,"  52,08",05302,15723,52.08
FAVENNEC,YANNICK,M.,Union pour la majorité présidentielle,12,      24 701,"  58,14",05303,24701,58.14
LEBLANC,CLAUDE,M.,Divers gauche,28,      17 786,"  41,86",05303,17786,41.86
HENART,LAURENT,M.,Union pour la majorité présidentielle,48,      14 657,"  54,31",05401,14657,54.31
DENIS,J.JACQUES,M.,Socialiste,183,      12 330,"  45,69",05401,12330,45.69
LEONARD,GERARD,M.,Union pour la majorité présidentielle,111,      22 631,"  53,01",05402,22631,53.01
MANGIN,RENE,M.,Socialiste,159,      20 060,"  46,99",05402,20060,46.99
GAILLARD,CLAUDE,M.,Union pour la majorité présidentielle,33,      17 887,"  57,43",05403,17887,57.43
PASQUET,J.FRANCOIS,M.,Les Verts,180,      13 261,"  42,57",05403,13261,42.57
GUILLAUME,FRANCOIS,M.,Union pour la majorité présidentielle,126,      21 287,"  52,67",05404,21287,52.67
DEMONET,LAURENCE,Mme,Socialiste,129,      19 130,"  47,33",05404,19130,47.33
FEIDT,NICOLE,Mme,Socialiste,36,      18 374,"  43,74",05405,18374,43.74
MORANO,NADINE,Mme,Union pour la majorité présidentielle,69,      23 636,"  56,26",05405,23636,56.26
LE DEAUT,J.YVES,M.,Socialiste,27,      23 230,"  58,56",05406,23230,58.56
LIGER,GERARD,M.,Union pour la majorité présidentielle,54,      16 436,"  41,44",05406,16436,41.44
JACQUE,EDOUARD,M.,Union pour la majorité présidentielle,81,      17 341,"  50,21",05407,17341,50.21
DURIEUX,J.PAUL,M.,Socialiste,171,      17 194,"  49,79",05407,17194,49.79
DOSE,FRANCOIS,M.,Socialiste,14,      25 105,"  53,32",05501,25105,53.32
PERELLE,ALAIN,M.,Union pour la majorité présidentielle,24,      21 976,"  46,68",05501,21976,46.68
DUMONT,J.LOUIS,M.,Socialiste,7,      18 013,"  51,38",05502,18013,51.38
LUX,ARSENE,M.,Rassemblement pour la France,9,      17 044,"  48,62",05502,17044,48.62
PELLOIS,HERVE,M.,Socialiste,15,      24 555,"  41,93",05601,24555,41.93
GOULARD,FRANCOIS,M.,Union pour la majorité présidentielle,32,      34 002,"  58,07",05601,34002,58.07
KERGUERIS,AIME,M.,Union pour la majorité présidentielle,2,      29 946,"  60,28",05602,29946,60.28
LE MAGUERESSE,NATHALIE,Mme,Socialiste,49,      19 735,"  39,72",05602,19735,39.72
LE ROCH,J.PIERRE,M.,Socialiste,8,      21 439,"  43,38",05603,21439,43.38
LORGEOUX,GERARD,M.,Union pour la majorité présidentielle,14,      27 988,"  56,62",05603,27988,56.62
PABOEUF,PAUL,M.,Socialiste,17,      21 892,"  42,96",05604,21892,42.96
BOUVARD,LOIC,M.,Union pour la majorité présidentielle,74,      29 067,"  57,04",05604,29067,57.04
LE DRIAN,J.YVES,M.,Socialiste,63,      24 015,"  50,39",05605,24015,50.39
LOHER,FABRICE,M.,Union pour la démocratie française,66,      23 643,"  49,61",05605,23643,49.61
TERRIER,GERARD,M.,Socialiste,4,      16 441,"  44,82",05701,16441,44.82
GROSDIDIER,FRANCOIS,M.,Union pour la majorité présidentielle,57,      20 239,"  55,18",05701,20239,55.18
JACQUAT,DENIS,M.,Union pour la majorité présidentielle,39,      21 427,"  58,36",05702,21427,58.36
GANSOINAT,M.THERESE,Mme,Socialiste,66,      15 286,"  41,64",05702,15286,41.64
ZIMMERMANN,M.JO,Mme,Union pour la majorité présidentielle,9,      21 763,"  62,22",05703,21763,62.22
ISLER BEGUIN,MARIE ANNE,Mme,Les Verts,100,      13 215,"  37,78",05703,13215,37.78
WARHOUVER,ALOYSE,M.,Radical de gauche,53,      17 170,"  47,22",05704,17170,47.22
MARTY,ALAIN,M.,Union pour la majorité présidentielle,54,      19 189,"  52,78",05704,19189,52.78
LETT,CELESTE,M.,Union pour la majorité présidentielle,80,      22 021,"  57,11",05705,22021,57.11
MAURER,GILBERT,M.,Socialiste,91,      16 536,"  42,89",05705,16536,42.89
LANG,PIERRE,M.,Union pour la majorité présidentielle,19,      19 801,"  62,02",05706,19801,62.02
METZINGER,ROLAND,M.,Socialiste,20,      12 127,"  37,98",05706,12127,37.98
WAGNER,J.PHILIPPE,M.,Front national,44,       9 248,"  28,86",05707,9248,28.86
BERTHOL,ANDRE,M.,Union pour la majorité présidentielle,56,      22 792,"  71,14",05707,22792,71.14
KIFFER,JEAN,M.,Union pour la majorité présidentielle,82,      18 554,"  49,29",05708,18554,49.29
AUBRON,J.MARIE,M.,Socialiste,93,      19 089,"  50,71",05708,19089,50.71
MERTZ,BERTRAND,M.,Socialiste,58,      13 503,"  39,38",05709,13503,39.38
DEMANGE,J.MARIE,M.,Union pour la majorité présidentielle,94,      20 789,"  60,62",05709,20789,60.62
LIEBGOTT,MICHEL,M.,Socialiste,61,      17 652,"  59,31",05710,17652,59.31
KUNTZ,M.LOUISE,Mme,Union pour la majorité présidentielle,63,      12 109,"  40,69",05710,12109,40.69
ROSTEIN,DANIEL,M.,Union pour la majorité présidentielle,4,      14 051,"  44,83",05801,14051,44.83
CARRILLON COUVREUR,MARTINE,Mme,Socialiste,10,      17 291,"  55,17",05801,17291,55.17
GORCE,GAETAN,M.,Socialiste,5,      19 364,"  56,03",05802,19364,56.03
COUSIN,MONIQUE,Mme,Union pour la majorité présidentielle,25,      15 195,"  43,97",05802,15195,43.97
PAUL,CHRISTIAN,M.,Socialiste,14,      19 359,"  56,58",05803,19359,56.58
FREYTAG,BRIGITTE,Mme,Union pour la majorité présidentielle,21,      14 854,"  43,42",05803,14854,43.42
ROMAN,BERNARD,M.,Socialiste,61,      16 003,"  55,89",05901,16003,55.89
OLIVIER,CLAUDE,M.,Union pour la majorité présidentielle,253,      12 630,"  44,11",05901,12630,44.11
DEROSIER,BERNARD,M.,Socialiste,4,      20 501,"  54,57",05902,20501,54.57
CARNOIS,CHRISTIAN,M.,Union pour la majorité présidentielle,215,      17 064,"  45,43",05902,17064,45.43
DECOCQ,CHRISTIAN,M.,Union pour la majorité présidentielle,26,      17 063,"  53,86",05903,17063,53.86
CACHEUX,ALAIN,M.,Socialiste,105,      14 616,"  46,14",05903,14616,46.14
AUBRY,MARTINE,Mme,Socialiste,38,      23 449,"  48,91",05905,23449,48.91
HUYGHE,SEBASTIEN,M.,Union pour la majorité présidentielle,342,      24 493,"  51,09",05905,24493,51.09
BAILLY,Dominique,M.,Socialiste,17,      20 329,"  42,39",05906,20329,42.39
LAZARO,THIERRY,M.,Union pour la majorité présidentielle,123,      27 632,"  57,61",05906,27632,57.61
HASCOET,GUY,M.,Les Verts,1,      16 510,"  48,99",05907,16510,48.99
VERCAMER,FRANCIS,M.,Union pour la majorité présidentielle,238,      17 191,"  51,01",05907,17191,51.01
BAERT,DOMINIQUE,M.,Socialiste,2,      16 424,"  49,82",05908,16424,49.82
VIGNOBLE,GERARD,M.,Union pour la démocratie française,119,      16 542,"  50,18",05908,16542,50.18
BALDUYCK,J.PIERRE,M.,Socialiste,118,      16 852,"  43,59",05910,16852,43.59
VANNESTE,CHRISTIAN,M.,Union pour la majorité présidentielle,181,      21 806,"  56,41",05910,21806,56.41
DURAND,YVES,M.,Socialiste,54,      24 237,"  50,82",05911,24237,50.82
WAYMEL,PHILIPPE,M.,Union pour la majorité présidentielle,133,      23 459,"  49,18",05911,23459,49.18
LE GARREC,JEAN,M.,Socialiste,206,      22 426,"  64,19",05912,22426,64.19
AUFFRAY,MARION,Mme,Front national,345,      12 511,"  35,81",05912,12511,35.81
DHERSIN,FRANCK,M.,Union pour la majorité présidentielle,10,      18 562,"  48,39",05913,18562,48.39
DELEBARRE,MICHEL,M.,Socialiste,287,      19 797,"  51,61",05913,19797,51.61
DENISE,MONIQUE,Mme,Socialiste,58,      19 319,"  41,91",05914,19319,41.91
DECOOL,J.PIERRE,M.,Union pour la majorité présidentielle,149,      26 776,"  58,09",05914,26776,58.09
DESCAMPS,BEATRICE,Mme,Union pour la majorité présidentielle,94,      21 259,"  49,73",05915,21259,49.73
DELOBEL,JEAN,M.,Socialiste,150,      21 486,"  50,27",05915,21486,50.27
HAGE,GEORGES,M.,Communiste,95,      22 680," 100,00",05916,22680,100.0
PROUVOST,FRANCOISE,Mme,Union pour la majorité présidentielle,64,      16 005,"  40,02",05917,16005,40.02
DOLEZ,MARC,M.,Socialiste,88,      23 986,"  59,98",05917,23986,59.98
DOUAY,BRIGITTE,Mme,Socialiste,33,      20 888,"  44,14",05918,20888,44.14
VILLAIN,F.XAVIER,M.,Union pour la majorité présidentielle,284,      26 437,"  55,86",05918,26437,55.86
ROY,PATRICK,M.,Socialiste,53,      20 973," 100,00",05919,20973,100.0
WOELFFLE,SYLVIE,Mme,Union pour la majorité présidentielle,101,      15 150,"  36,03",05920,15150,36.03
BOCQUET,ALAIN,M.,Communiste,195,      26 904,"  63,97",05920,26904,63.97
THIEME,FABIEN,M.,Communiste,203,      14 627,"  36,12",05921,14627,36.12
BORLOO,J.LOUIS,M.,Union pour la majorité présidentielle,304,      25 865,"  63,88",05921,25865,63.88
BATAILLE,CHRISTIAN,M.,Socialiste,27,      23 014,"  51,66",05922,23014,51.66
LEMAIRE,J.MARIE,M.,Union pour la démocratie française,279,      21 538,"  48,34",05922,21538,48.34
DERESNES,CLAUDE,M.,Front national,74,      10 928,"  35,22",05923,10928,35.22
DECAGNY,J.CLAUDE,M.,Union pour la majorité présidentielle,99,      20 099,"  64,78",05923,20099,64.78
DEHOUX,MARCEL,M.,Socialiste,126,      17 992,"  50,16",05924,17992,50.16
POYART,ALAIN,M.,Union pour la majorité présidentielle,218,      17 879,"  49,84",05924,17879,49.84
DASSAULT,OLIVIER,M.,Union pour la majorité présidentielle,2,      24 723,"  56,88",06001,24723,56.88
ROME,YVES,M.,Socialiste,18,      18 745,"  43,12",06001,18745,43.12
MARRE,BEATRICE,Mme,Socialiste,19,      20 338,"  45,01",06002,20338,45.01
MANCEL,J.FRANCOIS,M.,Union pour la majorité présidentielle,31,      24 851,"  54,99",06002,24851,54.99
FRANCAIX,MICHEL,M.,Socialiste,15,      17 051,"  50,24",06003,17051,50.24
BREMARD,CECILE,Mme,Union pour la majorité présidentielle,58,      16 885,"  49,76",06003,16885,49.76
WOERTH,ERIC,M.,Union pour la majorité présidentielle,50,      28 973,"  64,14",06004,28973,64.14
SCHWINDENHAMMER,DELPHINE,Mme,Les Verts,64,      16 200,"  35,86",06004,16200,35.86
DEGAUCHY,LUCIEN,M.,Union pour la majorité présidentielle,41,      23 715,"  63,66",06005,23715,63.66
