NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,N'DONG,Lilas,Mme,RN,Rassemblement National,8791,"  16,21","   7,41",non,08501,08501,85001
2,CAILLAUD,Laurent,M.,LR,Les Républicains,9191,"  16,95","   7,75",non,08501,08501,85001
3,SALAMA,Aya,Mme,DVG,Divers gauche,256,"   0,47","   0,22",non,08501,08501,85001
4,PILET,Vincent,M.,DVD,Divers droite,990,"   1,83","   0,83",non,08501,08501,85001
5,HEE,Jean-François,M.,DSV,Droite souverainiste,796,"   1,47","   0,67",non,08501,08501,85001
6,LATOMBE,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),16624,"  30,65","  14,01",Bal.,08501,08501,85001
7,ETONNO,Lucie,Mme,NUP,Nouvelle union populaire écologique et sociale,13106,"  24,16","  11,05",Bal.,08501,08501,85001
8,MAUVOISIN-DELAVAUD,Eric,M.,REC,Reconquête !,1971,"   3,63","   1,66",non,08501,08501,85001
9,DUBOIS,Arthur,M.,ECO,Ecologistes,455,"   0,84","   0,38",non,08501,08501,85001
10,DREYFUS,Etienne,M.,DVG,Divers gauche,219,"   0,40","   0,18",non,08501,08501,85001
11,ROBIN,Gilles,M.,DXG,Divers extrême gauche,627,"   1,16","   0,53",non,08501,08501,85001
12,BOUYER,Alain,M.,ECO,Ecologistes,1210,"   2,23","   1,02",non,08501,08501,85001
