NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,AIT OUALI,Zahra,Mme,DIV,Divers,126,"   0,42","   0,19",non,09411,09411,94011
2,MILAMON,Sarah,Mme,REC,Reconquête !,1085,"   3,59","   1,67",non,09411,09411,94011
3,TAILLÉ-POLIAN,Sophie,Mme,NUP,Nouvelle union populaire écologique et sociale,14739,"  48,83","  22,68",Bal.,09411,09411,94011
4,BOUNEGTA,Mahrouf,M.,LR,Les Républicains,1142,"   3,78","   1,76",non,09411,09411,94011
5,MWANA-KUSU,Namunayao,Mme,DIV,Divers,3,"   0,01","   0,00",non,09411,09411,94011
6,GUANAES NETTO,Pedro,M.,DSV,Droite souverainiste,64,"   0,21","   0,10",non,09411,09411,94011
7,COUTHURES,Jean,M.,DVG,Divers gauche,889,"   2,95","   1,37",non,09411,09411,94011
8,GABELICA,Martina,Mme,RN,Rassemblement National,2514,"   8,33","   3,87",non,09411,09411,94011
9,ROSAZ,Jocelyn-Pierre,M.,ECO,Ecologistes,429,"   1,42","   0,66",non,09411,09411,94011
10,ROCHETEAU,Maryvonne,Mme,DVG,Divers gauche,1080,"   3,58","   1,66",non,09411,09411,94011
11,LAVILLETTE,Dany-Laure,Mme,DVC,Divers centre,3,"   0,01","   0,00",non,09411,09411,94011
12,FLORENCE,Nicole,Mme,DXG,Divers extrême gauche,113,"   0,37","   0,17",non,09411,09411,94011
13,MAZURIER,Christine,Mme,DXG,Divers extrême gauche,333,"   1,10","   0,51",non,09411,09411,94011
14,CALVEZ,Erwann,M.,ENS,Ensemble ! (Majorité présidentielle),7663,"  25,39","  11,79",Bal.,09411,09411,94011
