NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,QUILLOT,Lise,Mme,DVG,Divers gauche,1063,"   2,20","   1,14",non,01902,01902,19002
2,BROUSSE,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),9947,"  20,56","  10,68",non,01902,01902,19002
3,BONNIE,Olivier,M.,DVC,Divers centre,615,"   1,27","   0,66",non,01902,01902,19002
4,DUMAS,Thierry,M.,DSV,Droite souverainiste,465,"   0,96","   0,50",non,01902,01902,19002
5,MEUNIER,Frédérique,Mme,LR,Les Républicains,11262,"  23,28","  12,09",Bal.,01902,01902,19002
6,ELOPHE,Valéry,M.,RN,Rassemblement National,8490,"  17,55","   9,11",non,01902,01902,19002
7,LE BILLAN,Charles-Henri,M.,DVG,Divers gauche,2477,"   5,12","   2,66",non,01902,01902,19002
8,AYRAULT,Marie,Mme,DIV,Divers,643,"   1,33","   0,69",non,01902,01902,19002
9,HERZHAFT,Chloé,Mme,NUP,Nouvelle union populaire écologique et sociale,10239,"  21,16","  10,99",Bal.,01902,01902,19002
10,COJAN,Patrick,M.,ECO,Ecologistes,462,"   0,95","   0,50",non,01902,01902,19002
11,SICARD,Sylvie,Mme,DXG,Divers extrême gauche,433,"   0,89","   0,46",non,01902,01902,19002
12,SAUVINIAT,Céline,Mme,ECO,Ecologistes,681,"   1,41","   0,73",non,01902,01902,19002
13,DOS SANTOS DE OLIVEIRA,Camille,Mme,REC,Reconquête !,1603,"   3,31","   1,72",non,01902,01902,19002
