NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LOULENDOT,Joseline Sylvie,Mme,RDG,Parti radical de gauche,319,"   1,14","   0,47",non,09510,09510,95010
2,JOSÉ,Patricia,Mme,LR,Les Républicains,1656,"   5,92","   2,44",non,09510,09510,95010
3,RIGOUSTE,Sabine,Mme,DSV,Droite souverainiste,291,"   1,04","   0,43",non,09510,09510,95010
4,BELLOC,Augustin,M.,DVG,Divers gauche,539,"   1,93","   0,79",non,09510,09510,95010
5,TACHÉ,Aurélien,M.,NUP,Nouvelle union populaire écologique et sociale,9193,"  32,85","  13,53",Bal.,09510,09510,95010
6,ARRAR,Najet,Mme,DIV,Divers,110,"   0,39","   0,16",non,09510,09510,95010
7,ZIABAT,Karim,M.,DVG,Divers gauche,2109,"   7,54","   3,10",non,09510,09510,95010
8,FLAUX,Christophe,M.,DXG,Divers extrême gauche,205,"   0,73","   0,30",non,09510,09510,95010
9,OLLIVIER,Evelyne,Mme,ECO,Ecologistes,564,"   2,02","   0,83",non,09510,09510,95010
10,FIDI,Patricia,Mme,DVC,Divers centre,150,"   0,54","   0,22",non,09510,09510,95010
11,BINET,Matthieu,M.,DXG,Divers extrême gauche,133,"   0,48","   0,20",non,09510,09510,95010
12,SAITOULI,Sanaa,Mme,DVG,Divers gauche,838,"   2,99","   1,23",non,09510,09510,95010
13,LACHAS,Victorien,M.,ENS,Ensemble ! (Majorité présidentielle),6565,"  23,46","   9,66",Bal.,09510,09510,95010
14,GRANVORKA PUISARD,Princesse,Mme,REC,Reconquête !,769,"   2,75","   1,13",non,09510,09510,95010
15,MADI,Prabagarane,M.,DVG,Divers gauche,220,"   0,79","   0,32",non,09510,09510,95010
16,BENSEDDIK,Malek,M.,DVC,Divers centre,330,"   1,18","   0,49",non,09510,09510,95010
17,DURAND,Richard,M.,RN,Rassemblement National,3993,"  14,27","   5,88",non,09510,09510,95010
