NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DE CLINCHAMP-BELLEGARDE,Benoît,M.,REC,Reconquête !,3441,"   7,82","   4,54",non,07512,07512,75012
2,BOULEY,Chloé,Mme,UDI,Union des Démocrates et des Indépendants,2370,"   5,39","   3,13",non,07512,07512,75012
3,GREGOIRE,Olivia,Mme,ENS,Ensemble ! (Majorité présidentielle),17380,"  39,51","  22,92",Bal.,07512,07512,75012
4,LORIAU,Jérôme,M.,LR,Les Républicains,7724,"  17,56","  10,19",non,07512,07512,75012
5,MONCHAL,Muriel,Mme,DXG,Divers extrême gauche,203,"   0,46","   0,27",non,07512,07512,75012
6,BATTINI,Jean-Luc,M.,ECO,Ecologistes,635,"   1,44","   0,84",non,07512,07512,75012
7,MINEV,Michael,M.,DIV,Divers,30,"   0,07","   0,04",non,07512,07512,75012
8,DELINOT,Annel,Mme,DIV,Divers,109,"   0,25","   0,14",non,07512,07512,75012
9,MALAISÉ,Céline,Mme,NUP,Nouvelle union populaire écologique et sociale,9829,"  22,34","  12,96",Bal.,07512,07512,75012
10,VIERNE,Sidonie,Mme,DSV,Droite souverainiste,464,"   1,05","   0,61",non,07512,07512,75012
11,PAGEARD,Agnès,Mme,RN,Rassemblement National,1804,"   4,10","   2,38",non,07512,07512,75012
