NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GILLES,Roland,M.,DVD,Divers droite,2391,"   5,36","   2,81",non,08101,08101,81001
2,ROQUES-ETIENNE,Muriel,Mme,ENS,Ensemble ! (Majorité présidentielle),8600,"  19,29","  10,10",non,08101,08101,81001
3,ANDRIEU,Patricia,Mme,ECO,Ecologistes,1075,"   2,41","   1,26",non,08101,08101,81001
4,PIRÈS,Rodolphe,M.,LR,Les Républicains,1856,"   4,16","   2,18",non,08101,08101,81001
5,BARDY,Stéphane,M.,REC,Reconquête !,1489,"   3,34","   1,75",non,08101,08101,81001
6,RICCI,Johann,M.,DVD,Divers droite,1186,"   2,66","   1,39",non,08101,08101,81001
7,CHAVEGRAND,Eric,M.,DXG,Divers extrême gauche,368,"   0,83","   0,43",non,08101,08101,81001
8,MOULIN,Etienne,M.,DVG,Divers gauche,4186,"   9,39","   4,92",non,08101,08101,81001
9,CABROLIER,Frédéric,M.,RN,Rassemblement National,8999,"  20,18","  10,57",Bal.,08101,08101,81001
10,POUJADE,Gérard,M.,NUP,Nouvelle union populaire écologique et sociale,9529,"  21,37","  11,19",Bal.,08101,08101,81001
11,CAPO ORTEGA,Julie,Mme,DVD,Divers droite,4277,"   9,59","   5,02",non,08101,08101,81001
12,LAPEYRE,Philippe,M.,DSV,Droite souverainiste,637,"   1,43","   0,75",non,08101,08101,81001
