NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LOUIS-STOKOBER,Laurence,Mme,REC,Reconquête !,1461,"   3,45","   1,63",non,08903,08903,89003
2,ODOUL,Julien,M.,RN,Rassemblement National,14897,"  35,17","  16,60",Bal.,08903,08903,89003
3,PIRMAN,Gilles,M.,LR,Les Républicains,4588,"  10,83","   5,11",non,08903,08903,89003
4,KHAN,Mehdi,M.,DVG,Divers gauche,420,"   0,99","   0,47",non,08903,08903,89003
5,PALLANT,Simonne,Mme,DXG,Divers extrême gauche,271,"   0,64","   0,30",non,08903,08903,89003
6,KERMIN,Annie,Mme,DXG,Divers extrême gauche,262,"   0,62","   0,29",non,08903,08903,89003
7,WANG,Aline,Mme,DSV,Droite souverainiste,602,"   1,42","   0,67",non,08903,08903,89003
8,CROUZET,Michèle,Mme,ENS,Ensemble ! (Majorité présidentielle),9114,"  21,52","  10,16",Bal.,08903,08903,89003
9,VIGNIER,Agnès,Mme,ECO,Ecologistes,543,"   1,28","   0,61",non,08903,08903,89003
10,DENÉ,Manon,Mme,NUP,Nouvelle union populaire écologique et sociale,8126,"  19,18","   9,06",non,08903,08903,89003
11,FRANTZ,Véronique,Mme,DVC,Divers centre,1013,"   2,39","   1,13",non,08903,08903,89003
12,HENRY,Florence,Mme,ECO,Ecologistes,1061,"   2,50","   1,18",non,08903,08903,89003
