NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HAREL,Valérie,Mme,NUP,Nouvelle union populaire écologique et sociale,11256,"  23,19","  12,16",Bal.,01405,01405,14005
2,BOUYX,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),13515,"  27,85","  14,60",Bal.,01405,01405,14005
3,CHAPRON,Philippe,M.,RN,Rassemblement National,9241,"  19,04","   9,98",non,01405,01405,14005
4,BOISSEL,Anne,Mme,DSV,Droite souverainiste,888,"   1,83","   0,96",non,01405,01405,14005
5,BRUNSCHVICG,Xavier,M.,DVG,Divers gauche,2160,"   4,45","   2,33",non,01405,01405,14005
6,NOUVELOT,Cédric,M.,LR,Les Républicains,8733,"  17,99","   9,44",non,01405,01405,14005
7,MULLER,Nicolas,M.,DVD,Divers droite,1,"   0,00","   0,00",non,01405,01405,14005
8,FRIQUET,Michaël,M.,ECO,Ecologistes,743,"   1,53","   0,80",non,01405,01405,14005
9,PELTRE,Isabelle,Mme,DXG,Divers extrême gauche,426,"   0,88","   0,46",non,01405,01405,14005
10,MESGUICH,Philippe,M.,REC,Reconquête !,1572,"   3,24","   1,70",non,01405,01405,14005
