NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LASSALLE,Julien,M.,NUP,Nouvelle union populaire écologique et sociale,12308,"  22,27","  11,82",Bal.,08103,08103,81003
2,BALESTAN,Ophélie,Mme,ECO,Ecologistes,542,"   0,98","   0,52",non,08103,08103,81003
3,CALLEJON,Virginie,Mme,RN,Rassemblement National,12267,"  22,20","  11,78",non,08103,08103,81003
4,CABANIS,Christelle,Mme,RDG,Parti radical de gauche,4436,"   8,03","   4,26",non,08103,08103,81003
5,TERLIER,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),12281,"  22,22","  11,79",Bal.,08103,08103,81003
6,REY,Sandra,Mme,DIV,Divers,11,"   0,02","   0,01",non,08103,08103,81003
7,TRESSENS,Chantal,Mme,DXG,Divers extrême gauche,429,"   0,78","   0,41",non,08103,08103,81003
8,CARAYON,Guilhem,M.,LR,Les Républicains,8996,"  16,28","   8,64",non,08103,08103,81003
9,LAPORTE,Pierre,M.,DVD,Divers droite,537,"   0,97","   0,52",non,08103,08103,81003
10,PONCE,Laura,Mme,REC,Reconquête !,2252,"   4,07","   2,16",non,08103,08103,81003
11,DAUGE,Claire,Mme,REG,Régionaliste,1205,"   2,18","   1,16",non,08103,08103,81003
