NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DELWASSE,Liliane,Mme,ECO,Ecologistes,567,"   1,21","   0,67",non,07501,07501,75001
2,CHEDHOMME,Morgane,Mme,RN,Rassemblement National,1357,"   2,89","   1,60",non,07501,07501,75001
3,BOULINIER,Laurence,Mme,DXG,Divers extrême gauche,216,"   0,46","   0,26",non,07501,07501,75001
4,TOURTE,Dominique,Mme,DVG,Divers gauche,4,"   0,01","   0,00",non,07501,07501,75001
5,MAILLARD,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle),19718,"  41,93","  23,32",Bal.,07501,07501,75001
6,BALADI,Vincent,M.,LR,Les Républicains,4479,"   9,52","   5,30",non,07501,07501,75001
7,CHAUMETTE,Manon,Mme,UDI,Union des Démocrates et des Indépendants,2247,"   4,78","   2,66",non,07501,07501,75001
8,ATTIA,David,M.,REC,Reconquête !,3004,"   6,39","   3,55",non,07501,07501,75001
9,FAUX,Juliane,Mme,REG,Régionaliste,675,"   1,44","   0,80",non,07501,07501,75001
10,LECUYER,Catherine,Mme,DVD,Divers droite,1977,"   4,20","   2,34",non,07501,07501,75001
11,LUQUET,Thomas,M.,NUP,Nouvelle union populaire écologique et sociale,12780,"  27,18","  15,11",Bal.,07501,07501,75001
12,PARIS,Annie,Mme,DVG,Divers gauche,2,"   0,00","   0,00",non,07501,07501,75001
