NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LESTRADET,Nelly,Mme,RN,Rassemblement National,2235,"   9,64","   3,43",non,09305,09305,93005
2,CORBANI,Corinne,Mme,DXG,Divers extrême gauche,94,"   0,41","   0,14",non,09305,09305,93005
3,DESBOIS,Geoffroy,M.,ECO,Ecologistes,276,"   1,19","   0,42",non,09305,09305,93005
4,ROUECHE,Raynald,M.,DVC,Divers centre,408,"   1,76","   0,63",non,09305,09305,93005
5,LIBERT,Raphaël,M.,REC,Reconquête !,545,"   2,35","   0,84",non,09305,09305,93005
6,GARRIDO,Raquel,Mme,NUP,Nouvelle union populaire écologique et sociale,8786,"  37,90","  13,47",Bal.,09305,09305,93005
7,AIROUCHE,Sonia,Mme,REG,Régionaliste,201,"   0,87","   0,31",non,09305,09305,93005
8,AIT AKKACHE,Nabil,M.,ENS,Ensemble ! (Majorité présidentielle),1854,"   8,00","   2,84",non,09305,09305,93005
9,SAULIERE,Gilles,M.,ECO,Ecologistes,261,"   1,13","   0,40",non,09305,09305,93005
10,HORMI,Amel,Mme,DVG,Divers gauche,515,"   2,22","   0,79",non,09305,09305,93005
11,LAGARDE,Jean-Christophe,M.,UDI,Union des Démocrates et des Indépendants,7745,"  33,41","  11,87",Bal.,09305,09305,93005
12,FEGER,Rodolphe,M.,DXG,Divers extrême gauche,178,"   0,77","   0,27",non,09305,09305,93005
13,ARGOUSE,Nao,Mme,DIV,Divers,83,"   0,36","   0,13",non,09305,09305,93005
