NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MAYENGA,Carridy,M.,ECO,Ecologistes,485,"   1,16","   0,61",non,08602,08602,86002
2,BOUCHAREB,Frédéric,M.,RDG,Parti radical de gauche,1881,"   4,49","   2,37",non,08602,08602,86002
3,PROST,Marie Dolores,Mme,REC,Reconquête !,1766,"   4,22","   2,22",non,08602,08602,86002
4,SOUMAILLE,Valérie,Mme,NUP,Nouvelle union populaire écologique et sociale,14394,"  34,39","  18,11",Bal.,08602,08602,86002
5,DESSAUX,Aurélien,M.,DXD,Divers extrême droite,1184,"   2,83","   1,49",non,08602,08602,86002
6,DU CHAMBON,Roselyne,Mme,DSV,Droite souverainiste,536,"   1,28","   0,67",non,08602,08602,86002
7,PHILIPPE,Céline,Mme,RN,Rassemblement National,5641,"  13,48","   7,10",non,08602,08602,86002
8,FERREIRA,Maryse,Mme,DVG,Divers gauche,2,"   0,00","   0,00",non,08602,08602,86002
9,CHAUVIN,Agnes,Mme,DXG,Divers extrême gauche,490,"   1,17","   0,62",non,08602,08602,86002
10,HOULIÉ,Sacha,M.,ENS,Ensemble ! (Majorité présidentielle),15416,"  36,83","  19,39",Bal.,08602,08602,86002
11,OUSSENI,Soifidine,M.,DIV,Divers,58,"   0,14","   0,07",non,08602,08602,86002
