NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,VAÏSSE,Brigitte,Mme,NUP,Nouvelle union populaire écologique et sociale,9126,"  22,16","   8,97",Bal.,05709,05709,57009
2,REICHLING,Stéphane,M.,RN,Rassemblement National,8918,"  21,66","   8,77",non,05709,05709,57009
3,ENGEL,Fred,M.,DIV,Divers,424,"   1,03","   0,42",non,05709,05709,57009
4,WALLIAN,Aurélie,Mme,REC,Reconquête !,1336,"   3,24","   1,31",non,05709,05709,57009
5,RUTILI,Yan,M.,RDG,Parti radical de gauche,1435,"   3,49","   1,41",non,05709,05709,57009
6,WERCKMANN,Françoise,Mme,ECO,Ecologistes,173,"   0,42","   0,17",non,05709,05709,57009
7,MAURHOFER,Guy,M.,DXG,Divers extrême gauche,424,"   1,03","   0,42",non,05709,05709,57009
8,RAUCH,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),13406,"  32,56","  13,18",Bal.,05709,05709,57009
9,BEY,Laurène,Mme,ECO,Ecologistes,760,"   1,85","   0,75",non,05709,05709,57009
10,MELLINGER,Marlène,Mme,DSV,Droite souverainiste,796,"   1,93","   0,78",non,05709,05709,57009
11,BIEDER,Lionel,M.,DVD,Divers droite,1578,"   3,83","   1,55",non,05709,05709,57009
12,GRANDJEAN,Lucas,M.,LR,Les Républicains,2798,"   6,80","   2,75",non,05709,05709,57009
