NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROLLAND,Delphine,Mme,REG,Régionaliste,444,"   0,89","   0,43",non,08303,08303,83003
2,DOMINIAK,Alexis,M.,ECO,Ecologistes,709,"   1,42","   0,68",non,08303,08303,83003
3,DENIZART,Geoffrey,M.,DSV,Droite souverainiste,739,"   1,48","   0,71",non,08303,08303,83003
4,FIMBEL,Florian,M.,DIV,Divers,277,"   0,55","   0,27",non,08303,08303,83003
5,BENYAMIN,Salomé,Mme,REC,Reconquête !,4080,"   8,17","   3,92",non,08303,08303,83003
6,MONFORT,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),13877,"  27,78","  13,33",Bal.,08303,08303,83003
7,CALABRO,Olivier,M.,DVD,Divers droite,793,"   1,59","   0,76",non,08303,08303,83003
8,DEIDON,Pierre,M.,DXG,Divers extrême gauche,296,"   0,59","   0,28",non,08303,08303,83003
9,PEIRONET BREMOND,Julia,Mme,NUP,Nouvelle union populaire écologique et sociale,8127,"  16,27","   7,81",non,08303,08303,83003
10,GRÉGOIRE,Michel,M.,ECO,Ecologistes,941,"   1,88","   0,90",non,08303,08303,83003
11,STORTZ,Magalie,Mme,ECO,Ecologistes,666,"   1,33","   0,64",non,08303,08303,83003
12,RIALLAND,Valérie,Mme,LR,Les Républicains,5503,"  11,02","   5,29",non,08303,08303,83003
13,RAMBAUD,Stephane,M.,RN,Rassemblement National,13503,"  27,03","  12,97",Bal.,08303,08303,83003
