NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MASSOT,François,M.,REG,Régionaliste,19,"   0,04","   0,02",non,09406,09406,94006
2,GOUFFIER-CHA,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle),16126,"  36,40","  19,64",Bal.,09406,09406,94006
3,HERZOG,Alexandre,M.,DXG,Divers extrême gauche,156,"   0,35","   0,19",non,09406,09406,94006
4,HUNAUT,Véronique,Mme,DXG,Divers extrême gauche,269,"   0,61","   0,33",non,09406,09406,94006
5,WYPOREK,Aniela,Mme,ECO,Ecologistes,742,"   1,67","   0,90",non,09406,09406,94006
6,WILLARD,Benoit,M.,REG,Régionaliste,407,"   0,92","   0,50",non,09406,09406,94006
7,BOUHADA,May,Mme,NUP,Nouvelle union populaire écologique et sociale,16061,"  36,26","  19,56",Bal.,09406,09406,94006
8,GILLET,Fabrice,M.,DVG,Divers gauche,8,"   0,02","   0,01",non,09406,09406,94006
9,CHAPUT,Catherine,Mme,RN,Rassemblement National,2432,"   5,49","   2,96",non,09406,09406,94006
10,ALONSO,Luc,M.,DVC,Divers centre,590,"   1,33","   0,72",non,09406,09406,94006
11,CORNET,Xavier,M.,ECO,Ecologistes,766,"   1,73","   0,93",non,09406,09406,94006
12,BOURG,Jothi,Mme,DIV,Divers,200,"   0,45","   0,24",non,09406,09406,94006
13,TAIEB,Charles,M.,REC,Reconquête !,2771,"   6,26","   3,37",non,09406,09406,94006
14,FRIEH,Huguette,Mme,UDI,Union des Démocrates et des Indépendants,2791,"   6,30","   3,40",non,09406,09406,94006
15,RENAULT,Tony,M.,ECO,Ecologistes,961,"   2,17","   1,17",non,09406,09406,94006
