NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,JUBLOT,Guillaume,M.,LR,Les Républicains,2735,"   5,42","   2,51",non,08308,08308,83008
2,REZK,Michel,M.,DIV,Divers,1100,"   2,18","   1,01",non,08308,08308,83008
3,MARTIN,Ludovic,M.,DXG,Divers extrême gauche,339,"   0,67","   0,31",non,08308,08308,83008
4,LE LOSTEC,Emmanuel,M.,ECO,Ecologistes,770,"   1,53","   0,71",non,08308,08308,83008
5,CARBONNEL,Marie-Claire,Mme,REG,Régionaliste,389,"   0,77","   0,36",non,08308,08308,83008
6,SIMON,Stéphane,M.,DSV,Droite souverainiste,814,"   1,61","   0,75",non,08308,08308,83008
7,RAZEAU,Claudine,Mme,ECO,Ecologistes,1294,"   2,56","   1,19",non,08308,08308,83008
8,SCHRECK,Philippe,M.,RN,Rassemblement National,15474,"  30,66","  14,18",Bal.,08308,08308,83008
9,JOUANNEAU,Catherine,Mme,NUP,Nouvelle union populaire écologique et sociale,9484,"  18,79","   8,69",non,08308,08308,83008
10,MATRAS,Fabien,M.,ENS,Ensemble ! (Majorité présidentielle),12876,"  25,51","  11,80",Bal.,08308,08308,83008
11,LUCIDO,Vanessa,Mme,REC,Reconquête !,4657,"   9,23","   4,27",non,08308,08308,83008
12,BOURREAU,Virginie,Mme,ECO,Ecologistes,543,"   1,08","   0,50",non,08308,08308,83008
