NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,YELMA,Jean-Luc,M.,RN,Rassemblement National,8202,"  20,42","  11,11",non,03201,03201,32001
2,CAZES,Aurore,Mme,REC,Reconquête !,1971,"   4,91","   2,67",non,03201,03201,32001
3,LARRÉ,Nadine,Mme,ECO,Ecologistes,1236,"   3,08","   1,67",non,03201,03201,32001
4,OLIVIER-GOMOLKO,Maggy,Mme,DSV,Droite souverainiste,681,"   1,70","   0,92",non,03201,03201,32001
5,LEVIEUX,Pascal,M.,NUP,Nouvelle union populaire écologique et sociale,10219,"  25,44","  13,85",Bal.,03201,03201,32001
6,DAVEZAC,Jean-Luc,M.,REG,Régionaliste,717,"   1,78","   0,97",non,03201,03201,32001
7,CAZENEUVE,Jean-René,M.,ENS,Ensemble ! (Majorité présidentielle),12648,"  31,49","  17,14",Bal.,03201,03201,32001
8,DEL CASTILLO,Bernadette,Mme,ECO,Ecologistes,199,"   0,50","   0,27",non,03201,03201,32001
9,THEYE,Sylvie,Mme,RDG,Parti radical de gauche,4060,"  10,11","   5,50",non,03201,03201,32001
10,CHARETON,Jean-Louis,M.,DXG,Divers extrême gauche,237,"   0,59","   0,32",non,03201,03201,32001
