NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GOULTINE,Eddie,M.,DVG,Divers gauche,33,"   0,10","   0,04",non,01306,01306,13006
2,BEZ,Éléonore,Mme,RN,Rassemblement National,7810,"  23,89","   9,95",Bal.,01306,01306,13006
3,JOUBERT,Michel,M.,DSV,Droite souverainiste,375,"   1,15","   0,48",non,01306,01306,13006
4,HOLAGNE,Magali,Mme,NUP,Nouvelle union populaire écologique et sociale,7179,"  21,96","   9,14",non,01306,01306,13006
5,HAMICHE,Fazia,Mme,ECO,Ecologistes,274,"   0,84","   0,35",non,01306,01306,13006
6,MOREL,Corinne,Mme,DXG,Divers extrême gauche,164,"   0,50","   0,21",non,01306,01306,13006
7,REAULT,Didier,M.,LR,Les Républicains,2744,"   8,39","   3,50",non,01306,01306,13006
8,HOCINI,Sophia,Mme,DVG,Divers gauche,859,"   2,63","   1,09",non,01306,01306,13006
9,LAUMONIER,Dominique,M.,ECO,Ecologistes,664,"   2,03","   0,85",non,01306,01306,13006
10,DUBREUIL,Richard,M.,REC,Reconquête !,2321,"   7,10","   2,96",non,01306,01306,13006
11,LAREDO,Clara-Maria,Mme,REG,Régionaliste,34,"   0,10","   0,04",non,01306,01306,13006
12,ROYER-PERREAUT,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),9725,"  29,75","  12,39",Bal.,01306,01306,13006
13,COLLETTE,Angélique,Mme,ECO,Ecologistes,254,"   0,78","   0,32",non,01306,01306,13006
14,GOY,Sophie,Mme,DVC,Divers centre,253,"   0,77","   0,32",non,01306,01306,13006
