NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BRUNON,Allan,M.,NUP,Nouvelle union populaire écologique et sociale,10485,"  23,95","  10,61",non,03810,03810,38010
2,JAMMOT SCHWANDER,Elodie,Mme,DVG,Divers gauche,1179,"   2,69","   1,19",non,03810,03810,38010
3,MERINO,Estelle,Mme,ECO,Ecologistes,1099,"   2,51","   1,11",non,03810,03810,38010
4,LEPRETRE,Aurélien,M.,LR,Les Républicains,3861,"   8,82","   3,91",non,03810,03810,38010
5,ZOUAGHA,Mounir,M.,DVG,Divers gauche,186,"   0,42","   0,19",non,03810,03810,38010
6,LEVIAUX,Pierre,M.,DVG,Divers gauche,312,"   0,71","   0,32",non,03810,03810,38010
7,BLANCHON,Stéphane,M.,REC,Reconquête !,2007,"   4,59","   2,03",non,03810,03810,38010
8,MEYNIER-MILLEFERT,Marjolaine,Mme,ENS,Ensemble ! (Majorité présidentielle),11347,"  25,92","  11,49",Bal.,03810,03810,38010
9,DUPONT,Ariane,Mme,ECO,Ecologistes,450,"   1,03","   0,46",non,03810,03810,38010
10,HULARD,Amélie,Mme,REG,Régionaliste,15,"   0,03","   0,02",non,03810,03810,38010
11,GERMAIN,Nathalie,Mme,RN,Rassemblement National,11817,"  27,00","  11,96",Bal.,03810,03810,38010
12,COMPAGNON,Serge,M.,DSV,Droite souverainiste,680,"   1,55","   0,69",non,03810,03810,38010
13,BORDES,Clément,M.,DXG,Divers extrême gauche,335,"   0,77","   0,34",non,03810,03810,38010
