NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,COSSART,Béatrice,Mme,ECO,Ecologistes,699,"   1,84","   0,99",non,07509,07509,75009
2,OLIVIER,Jean-Baptiste,M.,LR,Les Républicains,2745,"   7,21","   3,88",non,07509,07509,75009
3,BEDAGUE,Florence,Mme,DXG,Divers extrême gauche,370,"   0,97","   0,52",non,07509,07509,75009
4,NECHADI,Farid,M.,DVG,Divers gauche,379,"   1,00","   0,54",non,07509,07509,75009
5,BEYSSAC,Pierre,M.,DIV,Divers,445,"   1,17","   0,63",non,07509,07509,75009
6,MEYER,David,M.,REC,Reconquête !,1669,"   4,38","   2,36",non,07509,07509,75009
7,GLOESS,Éric,M.,DXG,Divers extrême gauche,123,"   0,32","   0,17",non,07509,07509,75009
8,ROUSSEAU,Sandrine,Mme,DVD,Divers droite,716,"   1,88","   1,01",non,07509,07509,75009
9,TAN,Buon,M.,ENS,Ensemble ! (Majorité présidentielle),10192,"  26,77","  14,39",Bal.,07509,07509,75009
10,ROUSSEL,Carole Isabelle Gabrielle,Mme,RN,Rassemblement National,1898,"   4,99","   2,68",non,07509,07509,75009
11,MIERMONT,Laurent,M.,DVG,Divers gauche,2103,"   5,52","   2,97",non,07509,07509,75009
12,LABUS,Irène,Mme,DSV,Droite souverainiste,399,"   1,05","   0,56",non,07509,07509,75009
13,ROUSSEAU,Sandrine,Mme,NUP,Nouvelle union populaire écologique et sociale,16332,"  42,90","  23,06",Bal.,07509,07509,75009
