NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HUYNH THI (BOZZI),Marie Rosette,Mme,RN,Rassemblement National,1507,"   3,35","   1,86",non,07506,07506,75006
2,BONZANI,Laurence,Mme,ECO,Ecologistes,2084,"   4,64","   2,58",non,07506,07506,75006
3,BARGETON,Julien,M.,ENS,Ensemble ! (Majorité présidentielle),11514,"  25,62","  14,23",non,07506,07506,75006
4,CHIKIROU,Sophia,Mme,NUP,Nouvelle union populaire écologique et sociale,24155,"  53,74","  29,85",oui,07506,07506,75006
5,MELDENER,Victor,M.,REC,Reconquête !,1314,"   2,92","   1,62",non,07506,07506,75006
6,BERROUBA,Yasmin,Mme,DVC,Divers centre,1,"   0,00","   0,00",non,07506,07506,75006
7,GODDE,Anne-Catherine,Mme,DXG,Divers extrême gauche,423,"   0,94","   0,52",non,07506,07506,75006
8,MARTIN,Jean-Christophe,M.,LR,Les Républicains,1767,"   3,93","   2,18",non,07506,07506,75006
9,BORSELLINO,Jennifer,Mme,DIV,Divers,529,"   1,18","   0,65",non,07506,07506,75006
10,FREMION,Yves,M.,ECO,Ecologistes,782,"   1,74","   0,97",non,07506,07506,75006
11,DUPUY,Charles,M.,DXG,Divers extrême gauche,153,"   0,34","   0,19",non,07506,07506,75006
12,VAN DEN BROUCKE,Romain,M.,ECO,Ecologistes,717,"   1,60","   0,89",non,07506,07506,75006
