NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GUERRERA,Hervé,M.,REG,Régionaliste,299,"   0,88","   0,45",non,00402,00402,04002
2,FERREIRA,Marie,Mme,UDI,Union des Démocrates et des Indépendants,1288,"   3,80","   1,93",non,00402,00402,04002
3,RAZEAU,Clémence,Mme,ECO,Ecologistes,781,"   2,30","   1,17",non,00402,00402,04002
4,CADENEL,Myriam,Mme,REC,Reconquête !,1435,"   4,23","   2,15",non,00402,00402,04002
5,HUE-COURTIN,Nathalie,Mme,ECO,Ecologistes,557,"   1,64","   0,84",non,00402,00402,04002
6,KECHRA,Frédéric,M.,DXG,Divers extrême gauche,250,"   0,74","   0,38",non,00402,00402,04002
7,DAUX,Danièle,Mme,DSV,Droite souverainiste,559,"   1,65","   0,84",non,00402,00402,04002
8,ABEILLE,Aurélie,Mme,RN,Rassemblement National,7906,"  23,31","  11,86",non,00402,00402,04002
9,VICENTE,Laurent,M.,DXG,Divers extrême gauche,174,"   0,51","   0,26",non,00402,00402,04002
10,SOLER,Jean-Luc,M.,DXG,Divers extrême gauche,160,"   0,47","   0,24",non,00402,00402,04002
11,CASTANER,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),10232,"  30,16","  15,35",Bal.,00402,00402,04002
12,WALTER,Léo,M.,NUP,Nouvelle union populaire écologique et sociale,9940,"  29,30","  14,91",Bal.,00402,00402,04002
13,BEGNIS,Thierry,M.,ECO,Ecologistes,343,"   1,01","   0,51",non,00402,00402,04002
