NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,JIMENEZ,Jordi,M.,DXG,Divers extrême gauche,0,"   0,00","   0,00",non,08505,08505,85005
2,HENRIET,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),15353,"  37,39","  18,25",Bal.,08505,08505,85005
3,RUAULT,Béatrice,Mme,DXG,Divers extrême gauche,744,"   1,81","   0,88",non,08505,08505,85005
4,DEBOUT,Benjamin,M.,ECO,Ecologistes,414,"   1,01","   0,49",non,08505,08505,85005
5,THIBAUD-LALERE,Thimothée,Mme,NUP,Nouvelle union populaire écologique et sociale,8261,"  20,12","   9,82",non,08505,08505,85005
6,PERROY,Pierre,M.,DVD,Divers droite,853,"   2,08","   1,01",non,08505,08505,85005
7,DELATRE,Sandrine,Mme,REC,Reconquête !,1720,"   4,19","   2,04",non,08505,08505,85005
8,LEGENTILHOMME,Jacqueline,M.,DSV,Droite souverainiste,710,"   1,73","   0,84",non,08505,08505,85005
9,MAGNIN,Isabelle,Mme,RN,Rassemblement National,8618,"  20,99","  10,25",Bal.,08505,08505,85005
10,THIBAUD,Yveline,Mme,LR,Les Républicains,4385,"  10,68","   5,21",non,08505,08505,85005
