NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GIRAUDET,Alexandre,M.,ECO,Ecologistes,1147,"   2,88","   1,42",non,08601,08601,86001
2,BALLET-BLU,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle),11226,"  28,17","  13,93",Bal.,08601,08601,86001
3,DE MASCUREAU,Marie-Aline,Mme,REC,Reconquête !,1181,"   2,96","   1,47",non,08601,08601,86001
4,COURTOIS,Kevin,M.,RN,Rassemblement National,6254,"  15,70","   7,76",non,08601,08601,86001
5,GAILLARD,Ludovic,M.,DXG,Divers extrême gauche,645,"   1,62","   0,80",non,08601,08601,86001
6,BELLUCO,Lisa,Mme,NUP,Nouvelle union populaire écologique et sociale,12972,"  32,56","  16,10",Bal.,08601,08601,86001
7,FARINE,Elise,Mme,ECO,Ecologistes,436,"   1,09","   0,54",non,08601,08601,86001
8,LAADNANI,Idriss,M.,DVG,Divers gauche,1,"   0,00","   0,00",non,08601,08601,86001
9,ASSOUMANI,Jeannot,M.,DIV,Divers,70,"   0,18","   0,09",non,08601,08601,86001
10,JARRY,Corine,Mme,DSV,Droite souverainiste,588,"   1,48","   0,73",non,08601,08601,86001
11,NEVEUX,Jérôme,M.,UDI,Union des Démocrates et des Indépendants,5324,"  13,36","   6,61",non,08601,08601,86001
