NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FONTVIEILLE,Quentin,M.,DVC,Divers centre,103,"   0,46","   0,20",non,04202,04202,42002
2,JACQUEMARD,David,M.,ECO,Ecologistes,371,"   1,65","   0,73",non,04202,04202,42002
3,DOUSPIS,Nathalie,Mme,ECO,Ecologistes,308,"   1,37","   0,60",non,04202,04202,42002
4,REY,Marie-Camille,Mme,LR,Les Républicains,1938,"   8,61","   3,81",non,04202,04202,42002
5,BENCHARIF,Zahra,Mme,RDG,Parti radical de gauche,931,"   4,13","   1,83",non,04202,04202,42002
6,SIROT,Bernard,M.,DXG,Divers extrême gauche,133,"   0,59","   0,26",non,04202,04202,42002
7,BREUIL,Hervé,M.,RN,Rassemblement National,3454,"  15,34","   6,78",non,04202,04202,42002
8,MIS,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle),6161,"  27,36","  12,10",Bal.,04202,04202,42002
9,MOREAU,Francette,Mme,REC,Reconquête !,1145,"   5,09","   2,25",non,04202,04202,42002
10,TAURINYA,Andrée,Mme,NUP,Nouvelle union populaire écologique et sociale,7738,"  34,37","  15,20",Bal.,04202,04202,42002
11,DIETERICH,Sophie,Mme,DXG,Divers extrême gauche,234,"   1,04","   0,46",non,04202,04202,42002
