NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LOIRE-RÉNIER,Terry,M.,REG,Régionaliste,174,"   0,38","   0,19",non,06206,06206,62006
2,ENGRAND,Christine,Mme,RN,Rassemblement National,13857,"  30,33","  14,78",Bal.,06206,06206,62006
3,BOURGUIGNON,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),14667,"  32,10","  15,64",Bal.,06206,06206,62006
4,ERCKELBOUDT,Simon,M.,DVD,Divers droite,669,"   1,46","   0,71",non,06206,06206,62006
5,LEBECQ,Pascal,M.,NUP,Nouvelle union populaire écologique et sociale,7302,"  15,98","   7,79",non,06206,06206,62006
6,MALIAR,Faustine,Mme,LR,Les Républicains,4500,"   9,85","   4,80",non,06206,06206,62006
7,DUVIEUBOURG,Patricia,Mme,DVG,Divers gauche,1438,"   3,15","   1,53",non,06206,06206,62006
8,JUDEK,Jérôme,M.,REC,Reconquête !,1484,"   3,25","   1,58",non,06206,06206,62006
9,BOUREL,Vanessa,Mme,ECO,Ecologistes,614,"   1,34","   0,65",non,06206,06206,62006
10,BOUREL,Laure,Mme,DXG,Divers extrême gauche,464,"   1,02","   0,49",non,06206,06206,62006
11,BLAUWART,Claudine,Mme,DSV,Droite souverainiste,518,"   1,13","   0,55",non,06206,06206,62006
