NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SOLAL,Christophe,M.,DXG,Divers extrême gauche,565,"   1,30","   0,61",non,02704,02704,27004
2,THOMAS,Sylvain,M.,ECO,Ecologistes,869,"   2,00","   0,94",non,02704,02704,27004
3,DJEMEL,Nadjia,Mme,ECO,Ecologistes,924,"   2,13","   1,00",non,02704,02704,27004
4,QUESTEL,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),10727,"  24,67","  11,59",non,02704,02704,27004
5,BERTRAND,William,M.,REC,Reconquête !,1533,"   3,53","   1,66",non,02704,02704,27004
6,DEBACHE,Naji,M.,DSV,Droite souverainiste,340,"   0,78","   0,37",non,02704,02704,27004
7,BRUN,Philippe,M.,NUP,Nouvelle union populaire écologique et sociale,12078,"  27,78","  13,05",Bal.,02704,02704,27004
8,PERCHET,Marie-Dominique,Mme,LR,Les Républicains,3104,"   7,14","   3,35",non,02704,02704,27004
9,GUILMIN,Anthony,M.,DIV,Divers,31,"   0,07","   0,03",non,02704,02704,27004
10,SAULIÈRE,Chrystelle,Mme,RN,Rassemblement National,12598,"  28,97","  13,61",Bal.,02704,02704,27004
11,TACONET,Olivier,M.,RDG,Parti radical de gauche,712,"   1,64","   0,77",non,02704,02704,27004
