NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,HAI,Nadia,Mme,ENS,Ensemble ! (Majorité présidentielle),11401,"  29,55","  14,14",Bal.,07807,07807,78007
2,BORIE,Jacques,M.,ECO,Ecologistes,1244,"   3,22","   1,54",non,07807,07807,78007
3,ABOUHAMDA,Fouad,M.,ECO,Ecologistes,545,"   1,41","   0,68",non,07807,07807,78007
4,DIDIERJEAN,Christèle,Mme,REC,Reconquête !,1910,"   4,95","   2,37",non,07807,07807,78007
5,JOMBART,Christiane,Mme,DIV,Divers,235,"   0,61","   0,29",non,07807,07807,78007
6,FORTIN,Emmanuelle,Mme,RN,Rassemblement National,5195,"  13,47","   6,44",non,07807,07807,78007
7,CHRISTOPHOUL,Michèle,Mme,NUP,Nouvelle union populaire écologique et sociale,10488,"  27,19","  13,01",Bal.,07807,07807,78007
8,KATUSEVANAKO,Rithe,Mme,DSV,Droite souverainiste,346,"   0,90","   0,43",non,07807,07807,78007
9,BROSSE,Laurent,M.,DVD,Divers droite,5723,"  14,84","   7,10",non,07807,07807,78007
10,KAYA,Ali,M.,DXG,Divers extrême gauche,287,"   0,74","   0,36",non,07807,07807,78007
11,PLANCOULAINE,Pierre,M.,ECO,Ecologistes,543,"   1,41","   0,67",non,07807,07807,78007
12,VINCENT,Rémi,M.,DIV,Divers,176,"   0,46","   0,22",non,07807,07807,78007
13,JANVIER,Frédéric,M.,DIV,Divers,483,"   1,25","   0,60",non,07807,07807,78007
