NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GOSSEAU,Laurent,M.,DXG,Divers extrême gauche,443,"   1,30","   0,57",non,05104,05104,51004
2,CRUZ,Rémy,M.,ECO,Ecologistes,680,"   1,99","   0,88",non,05104,05104,51004
3,PICART,Pascal,M.,ECO,Ecologistes,1153,"   3,38","   1,50",non,05104,05104,51004
4,DEVAUX,Jean-Louis,M.,LR,Les Républicains,3461,"  10,14","   4,49",non,05104,05104,51004
5,SMITH,Anthony,M.,NUP,Nouvelle union populaire écologique et sociale,6411,"  18,79","   8,32",non,05104,05104,51004
6,MAGNIER,Lise,Mme,ENS,Ensemble ! (Majorité présidentielle),11329,"  33,20","  14,70",Bal.,05104,05104,51004
7,BESSON,Thierry,M.,RN,Rassemblement National,9533,"  27,93","  12,37",Bal.,05104,05104,51004
8,KUZMANOVIC,Georges,M.,DIV,Divers,0,"   0,00","   0,00",non,05104,05104,51004
9,THENANCE,Irma,Mme,DSV,Droite souverainiste,166,"   0,49","   0,22",non,05104,05104,51004
10,BRY,Emilie Laurence,Mme,REC,Reconquête !,950,"   2,78","   1,23",non,05104,05104,51004
