NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CHATELAIN,Cyrielle,Mme,NUP,Nouvelle union populaire écologique et sociale,12003,"  33,52","  15,27",Bal.,03802,03802,38002
2,MANOUKIAN,Grégory,M.,ECO,Ecologistes,869,"   2,43","   1,11",non,03802,03802,38002
3,BURGAZ,Muriel,Mme,REC,Reconquête !,1452,"   4,05","   1,85",non,03802,03802,38002
4,MORAND,Maxence,M.,REG,Régionaliste,16,"   0,04","   0,02",non,03802,03802,38002
5,CONDAT,Carole,Mme,DVG,Divers gauche,1387,"   3,87","   1,77",non,03802,03802,38002
6,GAFSI,Mohamed,M.,ECO,Ecologistes,409,"   1,14","   0,52",non,03802,03802,38002
7,RUBES,Jérôme,M.,DVG,Divers gauche,646,"   1,80","   0,82",non,03802,03802,38002
8,GOMEZ,Chantal,Mme,DXG,Divers extrême gauche,318,"   0,89","   0,40",non,03802,03802,38002
9,COLAS-ROY,Jean-Charles,M.,ENS,Ensemble ! (Majorité présidentielle),10188,"  28,45","  12,96",Bal.,03802,03802,38002
10,BAILLY,Clhoé,Mme,RN,Rassemblement National,6474,"  18,08","   8,24",non,03802,03802,38002
11,SARRAT,Fabienne,Mme,LR,Les Républicains,1732,"   4,84","   2,20",non,03802,03802,38002
12,OLIVIER,David,M.,ECO,Ecologistes,317,"   0,89","   0,40",non,03802,03802,38002
