NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LEPERCQ,Olivier,M.,REC,Reconquête !,1510,"   4,10","   2,07",non,08603,08603,86003
2,JOUAN,Soizic,Mme,DXG,Divers extrême gauche,379,"   1,03","   0,52",non,08603,08603,86003
3,BOCK,François,M.,DVD,Divers droite,3195,"   8,68","   4,38",non,08603,08603,86003
4,BORTOLOTTI,Sabine,Mme,DSV,Droite souverainiste,520,"   1,41","   0,71",non,08603,08603,86003
5,ZERBIB,Léonard,M.,LR,Les Républicains,2362,"   6,42","   3,24",non,08603,08603,86003
6,LECAMP,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),7637,"  20,75","  10,46",Bal.,08603,08603,86003
7,VALENTE,Jason,M.,NUP,Nouvelle union populaire écologique et sociale,7585,"  20,61","  10,39",non,08603,08603,86003
8,CLÉMENT,Jean-Michel,M.,DVG,Divers gauche,4407,"  11,98","   6,04",non,08603,08603,86003
9,SOULAT,Eric,M.,RN,Rassemblement National,7697,"  20,92","  10,55",Bal.,08603,08603,86003
10,BARBOT,Isabelle,Mme,ECO,Ecologistes,834,"   2,27","   1,14",non,08603,08603,86003
11,MINOT,Patrick,M.,DVD,Divers droite,651,"   1,77","   0,89",non,08603,08603,86003
12,BOUTAYEB,Fatiha,Mme,DIV,Divers,22,"   0,06","   0,03",non,08603,08603,86003
