NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,LAPOUILLE,Emmanuelle,Mme,LR,Les Républicains,4004,"   9,32","   4,57",non,06202,06202,62002
2,HEUSÈLE,Alban,M.,RN,Rassemblement National,10604,"  24,68","  12,10",Bal.,06202,06202,62002
3,RENGARD,Morgane,Mme,NUP,Nouvelle union populaire écologique et sociale,9660,"  22,48","  11,03",non,06202,06202,62002
4,BOUFFART,Béatrice,Mme,DXG,Divers extrême gauche,476,"   1,11","   0,54",non,06202,06202,62002
5,LOIR,Véronique,Mme,DSV,Droite souverainiste,570,"   1,33","   0,65",non,06202,06202,62002
6,GEORGET,Isabelle,Mme,REC,Reconquête !,1365,"   3,18","   1,56",non,06202,06202,62002
7,PEUGNET,Sébastien,M.,DIV,Divers,12,"   0,03","   0,01",non,06202,06202,62002
8,ZAYONNET,Nathalie,Mme,ECO,Ecologistes,1053,"   2,45","   1,20",non,06202,06202,62002
9,LADSOUS,Bruno,M.,ECO,Ecologistes,1197,"   2,79","   1,37",non,06202,06202,62002
10,LA GRANGE,Philippe,M.,RDG,Parti radical de gauche,932,"   2,17","   1,06",non,06202,06202,62002
11,NAYET,Pauline,Mme,DVG,Divers gauche,749,"   1,74","   0,85",non,06202,06202,62002
12,KOSBUR,Arnaud,M.,DIV,Divers,118,"   0,27","   0,13",non,06202,06202,62002
13,MAQUET,Jacqueline,Mme,ENS,Ensemble ! (Majorité présidentielle),12234,"  28,47","  13,96",Bal.,06202,06202,62002
