NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BIRTIC,Jeanne,Mme,DSV,Droite souverainiste,570,"   1,19","   0,65",non,09207,09207,92007
2,DUMONT,Agnès,Mme,REC,Reconquête !,3233,"   6,73","   3,68",non,09207,09207,92007
3,BROCHOT,Anne,Mme,ECO,Ecologistes,156,"   0,32","   0,18",non,09207,09207,92007
4,RATO,Sandro,M.,NUP,Nouvelle union populaire écologique et sociale,8842,"  18,42","  10,06",Bal.,09207,09207,92007
5,HALARY,Pascal,M.,DIV,Divers,142,"   0,30","   0,16",non,09207,09207,92007
6,HLAVACEK,Guillaume,M.,DIV,Divers,166,"   0,35","   0,19",non,09207,09207,92007
7,ABAD,Cécile,Mme,DXG,Divers extrême gauche,240,"   0,50","   0,27",non,09207,09207,92007
8,CAZENEUVE,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),20120,"  41,91","  22,89",Bal.,09207,09207,92007
9,VERSINI,Christophe,M.,RN,Rassemblement National,3054,"   6,36","   3,47",non,09207,09207,92007
10,DUTHU,Charlotte,Mme,DIV,Divers,792,"   1,65","   0,90",non,09207,09207,92007
11,ELIZAGOYEN,Xabi,M.,LR,Les Républicains,8694,"  18,11","   9,89",non,09207,09207,92007
12,ATTAF,Mokhtar,M.,DIV,Divers,193,"   0,40","   0,22",non,09207,09207,92007
13,MANDEREAU,Christophe,M.,ECO,Ecologistes,1805,"   3,76","   2,05",non,09207,09207,92007
