NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BROU,Camille,Mme,LR,Les Républicains,2449,"   7,33","   3,57",non,01402,01402,14002
2,GARCIA,Christophe,M.,DXG,Divers extrême gauche,497,"   1,49","   0,72",non,01402,01402,14002
3,DESLANDES,Céline,Mme,RN,Rassemblement National,5091,"  15,23","   7,42",non,01402,01402,14002
4,CRONIER,Virginie,Mme,DVC,Divers centre,813,"   2,43","   1,18",non,01402,01402,14002
5,CAILLEMER,Esteline,Mme,REC,Reconquête !,886,"   2,65","   1,29",non,01402,01402,14002
6,FRANCOISE,Angélique,Mme,DSV,Droite souverainiste,254,"   0,76","   0,37",non,01402,01402,14002
7,DUMONT PRIEUX,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle),8138,"  24,35","  11,86",Bal.,01402,01402,14002
8,AMBOURG,Philippe,M.,DSV,Droite souverainiste,356,"   1,07","   0,52",non,01402,01402,14002
9,LERENDU,Julien,M.,ECO,Ecologistes,628,"   1,88","   0,92",non,01402,01402,14002
10,DELAPORTE,Arthur,M.,NUP,Nouvelle union populaire écologique et sociale,14040,"  42,01","  20,46",Bal.,01402,01402,14002
11,SÉNÉTAIRE,Vincent,M.,DXG,Divers extrême gauche,268,"   0,80","   0,39",non,01402,01402,14002
