NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,FERRY,Géraud,M.,DXG,Divers extrême gauche,178,"   0,46","   0,20",non,06803,06803,68003
2,JOHANECK,Jean-Luc,M.,DIV,Divers,2881,"   7,49","   3,31",non,06803,06803,68003
3,KOENIG,Louise,Mme,ECO,Ecologistes,440,"   1,14","   0,51",non,06803,06803,68003
4,STUTZMANN,Marc Thierry,M.,ECO,Ecologistes,688,"   1,79","   0,79",non,06803,06803,68003
5,ZIMMERMANN,Christian,M.,RN,Rassemblement National,7838,"  20,38","   9,00",Bal.,06803,06803,68003
6,NOEL,Sandrine,Mme,REC,Reconquête !,1279,"   3,33","   1,47",non,06803,06803,68003
7,LEMAIRE,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),7563,"  19,66","   8,68",Bal.,06803,06803,68003
8,SILVA,Priscille,Mme,NUP,Nouvelle union populaire écologique et sociale,4774,"  12,41","   5,48",non,06803,06803,68003
9,STRIBY,Patrick,M.,DVC,Divers centre,1946,"   5,06","   2,23",non,06803,06803,68003
10,ZELLER,Thomas,M.,LR,Les Républicains,6894,"  17,93","   7,92",non,06803,06803,68003
11,FISCHER,Simone,Mme,DSV,Droite souverainiste,626,"   1,63","   0,72",non,06803,06803,68003
12,WAECHTER,Antoine,M.,ECO,Ecologistes,1423,"   3,70","   1,63",non,06803,06803,68003
13,ZOELLÉ,Jean-Denis,M.,REG,Régionaliste,1930,"   5,02","   2,22",non,06803,06803,68003
