NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,PROST,Anne,Mme,LR,Les Républicains,3377,"   8,70","   4,64",non,06901,06901,69001
2,DAYME,Grégory,M.,RDG,Parti radical de gauche,1460,"   3,76","   2,01",non,06901,06901,69001
3,RUDIGOZ,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),12792,"  32,96","  17,59",Bal.,06901,06901,69001
4,GAGARINE,Voliaria,Mme,RN,Rassemblement National,3617,"   9,32","   4,97",non,06901,06901,69001
5,VUARIN--APPA PLAZA,Celina,Mme,DVD,Divers droite,478,"   1,23","   0,66",non,06901,06901,69001
6,BONFILS,Sixtine,Mme,REC,Reconquête !,1529,"   3,94","   2,10",non,06901,06901,69001
7,GRIES,Aurélie,Mme,NUP,Nouvelle union populaire écologique et sociale,14654,"  37,75","  20,15",Bal.,06901,06901,69001
8,COLOMBIER,Fanny,Mme,DIV,Divers,119,"   0,31","   0,16",non,06901,06901,69001
9,CHARRON,Patrick,M.,DIV,Divers,470,"   1,21","   0,65",non,06901,06901,69001
10,BUGNI,Jim,M.,DXG,Divers extrême gauche,320,"   0,82","   0,44",non,06901,06901,69001
