NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GAMERRE,Christine,Mme,ECO,Ecologistes,629,"   2,08","   1,05",non,00501,00501,05001
2,PHILIPPO,Michel,M.,NUP,Nouvelle union populaire écologique et sociale,8562,"  28,27","  14,36",Bal.,00501,00501,05001
3,BOYER,Pascale,Mme,ENS,Ensemble ! (Majorité présidentielle),7543,"  24,90","  12,65",Bal.,00501,00501,05001
4,PRATALI,Fabienne,Mme,ECO,Ecologistes,318,"   1,05","   0,53",non,00501,00501,05001
5,HERBAUT,Camille,Mme,DSV,Droite souverainiste,577,"   1,90","   0,97",non,00501,00501,05001
6,HOURS,Patricia,Mme,REC,Reconquête !,1116,"   3,68","   1,87",non,00501,00501,05001
7,SCARAMOZZINO,Roland,M.,ECO,Ecologistes,506,"   1,67","   0,85",non,00501,00501,05001
8,RECOTILLET,Lise,Mme,REG,Régionaliste,268,"   0,88","   0,45",non,00501,00501,05001
9,SARLIN,Eric,M.,RN,Rassemblement National,6552,"  21,63","  10,99",non,00501,00501,05001
10,PARA,Kevin,M.,LR,Les Républicains,3803,"  12,56","   6,38",non,00501,00501,05001
11,BUISSON,Véronique,Mme,DXG,Divers extrême gauche,415,"   1,37","   0,70",non,00501,00501,05001
