NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BENOIT-LIZON,Françoise,Mme,ECO,Ecologistes,654,"   1,98","   0,91",non,08301,08301,83001
2,NAVARRANNE,Amaury,M.,RN,Rassemblement National,8097,"  24,56","  11,21",Bal.,08301,08301,83001
3,CHENEVARD,Yannick,M.,ENS,Ensemble ! (Majorité présidentielle),10222,"  31,00","  14,15",Bal.,08301,08301,83001
4,HABOUZIT,Eric,M.,NUP,Nouvelle union populaire écologique et sociale,6477,"  19,65","   8,96",non,08301,08301,83001
5,VITEL,Philippe,M.,LR,Les Républicains,2190,"   6,64","   3,03",non,08301,08301,83001
6,BOULANGER,Caroll,M.,DIV,Divers,288,"   0,87","   0,40",non,08301,08301,83001
7,HENO,Philippe,M.,REC,Reconquête !,3464,"  10,51","   4,79",non,08301,08301,83001
8,BALTY,Marie-Renée,Mme,DXG,Divers extrême gauche,208,"   0,63","   0,29",non,08301,08301,83001
9,DUPONCHEL,Deborah,Mme,DSV,Droite souverainiste,437,"   1,33","   0,60",non,08301,08301,83001
10,GIANOLZO,Marie,Mme,ECO,Ecologistes,932,"   2,83","   1,29",non,08301,08301,83001
