NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MARCHAL-MINAZZI,Martine,Mme,NUP,Nouvelle union populaire écologique et sociale,7380,"  16,61","   7,56",non,06706,06706,67006
2,HAMM,Carine,Mme,REG,Régionaliste,2488,"   5,60","   2,55",non,06706,06706,67006
3,MACIA,Bastien,M.,DSV,Droite souverainiste,744,"   1,67","   0,76",non,06706,06706,67006
4,MEYER,Philippe,M.,LR,Les Républicains,9069,"  20,41","   9,29",non,06706,06706,67006
5,DEBRIFFE,Martial,M.,ECO,Ecologistes,561,"   1,26","   0,57",non,06706,06706,67006
6,RITTER,Sabrina,Mme,REC,Reconquête !,1300,"   2,93","   1,33",non,06706,06706,67006
7,MOREL,Louise,Mme,ENS,Ensemble ! (Majorité présidentielle),11267,"  25,35","  11,54",Bal.,06706,06706,67006
8,GRUSSI,Véronique,Mme,ECO,Ecologistes,1272,"   2,86","   1,30",non,06706,06706,67006
9,CAMUS,René,M.,DXG,Divers extrême gauche,292,"   0,66","   0,30",non,06706,06706,67006
10,STEINBACH,Jean-Frédéric,M.,RN,Rassemblement National,10065,"  22,65","  10,31",Bal.,06706,06706,67006
