NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,MORLOT,Philippe,M.,DSV,Droite souverainiste,823,"   2,04","   0,92",non,00602,00602,06002
2,SULTANI,Emmanuelle,Mme,ECO,Ecologistes,728,"   1,80","   0,82",non,00602,00602,06002
3,MACARIO,Jean-Marc,M.,LR,Les Républicains,5684,"  14,09","   6,37",non,00602,00602,06002
4,NAFFATI,Sonia,Mme,NUP,Nouvelle union populaire écologique et sociale,7591,"  18,82","   8,51",non,00602,00602,06002
5,GAIFFE,Alexandre,M.,DVD,Divers droite,386,"   0,96","   0,43",non,00602,00602,06002
6,REYNARD,Brigitte,Mme,ECO,Ecologistes,1269,"   3,15","   1,42",non,00602,00602,06002
7,ISNARD,Patrick,M.,REC,Reconquête !,2930,"   7,26","   3,29",non,00602,00602,06002
8,AÏSSOU,Abdel,M.,DVD,Divers droite,1396,"   3,46","   1,57",non,00602,00602,06002
9,TIVOLI,Lionel,M.,RN,Rassemblement National,9639,"  23,90","  10,81",Bal.,00602,00602,06002
10,BOUILLEAUX,Alain,M.,DXG,Divers extrême gauche,272,"   0,67","   0,31",non,00602,00602,06002
11,DOMBREVAL,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle),9547,"  23,67","  10,71",Bal.,00602,00602,06002
12,POTENTIER,Laurent,M.,DIV,Divers,71,"   0,18","   0,08",non,00602,00602,06002
