NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ACQUAVIVA,Jean-Félix,M.,REG,Régionaliste,10670,"  33,46","  15,71",Bal.,02B02,02B02,2B002
2,CECCOLI,François-Xavier,M.,DVD,Divers droite,9267,"  29,06","  13,64",Bal.,02B02,02B02,2B002
3,SALDUCCI,Marie Dominique,Mme,DSV,Droite souverainiste,391,"   1,23","   0,58",non,02B02,02B02,2B002
4,RAFFAELLI - FRANCESCHI,Amélie,Mme,DVG,Divers gauche,1879,"   5,89","   2,77",non,02B02,02B02,2B002
5,ML MARIANI,Baronne,Mme,DIV,Divers,75,"   0,24","   0,11",non,02B02,02B02,2B002
6,MORTINI,Lionel,M.,REG,Régionaliste,5736,"  17,99","   8,44",non,02B02,02B02,2B002
7,RONGIONE,Viviane,Mme,DXG,Divers extrême gauche,215,"   0,67","   0,32",non,02B02,02B02,2B002
8,CARDI,Jean,M.,RN,Rassemblement National,3658,"  11,47","   5,38",non,02B02,02B02,2B002
