NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,VINCETTI,Elisabeth,Mme,ECO,Ecologistes,723,"   2,92","   1,11",non,01304,01304,13004
2,HEUGUET,Mathilde,Mme,ECO,Ecologistes,201,"   0,81","   0,31",non,01304,01304,13004
3,RASTIT,Sandrine,Mme,REC,Reconquête !,910,"   3,68","   1,40",non,01304,01304,13004
4,DUPUY,Martine,Mme,DXG,Divers extrême gauche,142,"   0,57","   0,22",non,01304,01304,13004
5,MANICACCI,Léa,Mme,REG,Régionaliste,80,"   0,32","   0,12",non,01304,01304,13004
6,BONNET,Isabelle,Mme,DXG,Divers extrême gauche,269,"   1,09","   0,41",non,01304,01304,13004
7,BOMPARD,Manuel,M.,NUP,Nouvelle union populaire écologique et sociale,13871,"  56,04","  21,36",Bal.,01304,01304,13004
8,BOUALEM,Miloud,M.,DVC,Divers centre,434,"   1,75","   0,67",non,01304,01304,13004
9,TELLIER,Julien,M.,RN,Rassemblement National,2396,"   9,68","   3,69",non,01304,01304,13004
10,BEN MOHAMED,Kaouther,Mme,DIV,Divers,362,"   1,46","   0,56",non,01304,01304,13004
11,BENSAID,Majid,M.,DIV,Divers,213,"   0,86","   0,33",non,01304,01304,13004
12,TIRERA,Wally,M.,ECO,Ecologistes,292,"   1,18","   0,45",non,01304,01304,13004
13,BIAGGI,Solange,Mme,LR,Les Républicains,1176,"   4,75","   1,81",non,01304,01304,13004
14,AKODAD,Najat,Mme,ENS,Ensemble ! (Majorité présidentielle),3683,"  14,88","   5,67",Bal.,01304,01304,13004
