NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CHEVALIER,Bruno,M.,DVG,Divers gauche,2202,"   4,65","   2,36",non,04404,04404,44004
2,BUGNON,Nadège,Mme,DSV,Droite souverainiste,535,"   1,13","   0,57",non,04404,04404,44004
3,PICAVEZ,Christine,Mme,DXG,Divers extrême gauche,139,"   0,29","   0,15",non,04404,04404,44004
4,MESGUICH,Frédéric,M.,ECO,Ecologistes,538,"   1,14","   0,58",non,04404,04404,44004
5,PAVAGEAU,Sophie,Mme,LR,Les Républicains,2737,"   5,78","   2,93",non,04404,04404,44004
6,LAERNOES,Julie,Mme,NUP,Nouvelle union populaire écologique et sociale,20291,"  42,82","  21,76",Bal.,04404,04404,44004
7,PELLEGRINI,Stephane,M.,DXG,Divers extrême gauche,461,"   0,97","   0,49",non,04404,04404,44004
8,PINEAU,Gaëlle,Mme,RN,Rassemblement National,4838,"  10,21","   5,19",non,04404,04404,44004
9,PROD'HOMME,Matthias,M.,DVG,Divers gauche,28,"   0,06","   0,03",non,04404,04404,44004
10,BUTEAU,Yohan,M.,REC,Reconquête !,1180,"   2,49","   1,27",non,04404,04404,44004
11,BASQUE,Alexandre,M.,REG,Régionaliste,535,"   1,13","   0,57",non,04404,04404,44004
12,AMADOU,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),13908,"  29,35","  14,91",Bal.,04404,04404,44004
