NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CALBET,Catie,Mme,REC,Reconquête !,2975,"   6,26","   3,00",non,01314,01314,13014
2,KAVAZIAN,Alain,M.,ECO,Ecologistes,1192,"   2,51","   1,20",non,01314,01314,13014
3,BOULAN,Michel,M.,LR,Les Républicains,5741,"  12,08","   5,78",non,01314,01314,13014
4,BONIN,Fabrice,M.,DSV,Droite souverainiste,831,"   1,75","   0,84",non,01314,01314,13014
5,COCH,Emeline,Mme,RN,Rassemblement National,7961,"  16,76","   8,02",non,01314,01314,13014
6,LE CACHEUX,Hélène,Mme,NUP,Nouvelle union populaire écologique et sociale,12256,"  25,80","  12,34",Bal.,01314,01314,13014
7,MICHON,Valérie,Mme,ECO,Ecologistes,504,"   1,06","   0,51",non,01314,01314,13014
8,ROCHE,Anne,Mme,DXG,Divers extrême gauche,283,"   0,60","   0,29",non,01314,01314,13014
9,LONG,Cédric,M.,REG,Régionaliste,289,"   0,61","   0,29",non,01314,01314,13014
10,PETEL,Anne-Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),14250,"  29,99","  14,35",Bal.,01314,01314,13014
11,DE BUSSCHERE,Charlotte,Mme,ECO,Ecologistes,1015,"   2,14","   1,02",non,01314,01314,13014
12,BOURGAREL,Rémi,M.,DVC,Divers centre,212,"   0,45","   0,21",non,01314,01314,13014
