NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,GARAULT,Jean-Claude,M.,DXG,Divers extrême gauche,511,"   1,02","   0,54",non,07602,07602,76002
2,HOLINGUE,Bastien,M.,RN,Rassemblement National,9733,"  19,39","  10,21",non,07602,07602,76002
3,DUVAL,Sébastien,M.,NUP,Nouvelle union populaire écologique et sociale,11113,"  22,13","  11,66",Bal.,07602,07602,76002
4,LE BAY,Dorian,M.,DIV,Divers,962,"   1,92","   1,01",non,07602,07602,76002
5,DEPITRE,Catherine,Mme,DVG,Divers gauche,1992,"   3,97","   2,09",non,07602,07602,76002
6,VIDAL,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),16332,"  32,53","  17,14",Bal.,07602,07602,76002
7,BRIQUET,Maxence,M.,REC,Reconquête !,2016,"   4,02","   2,12",non,07602,07602,76002
8,LETORT,Nathalie,Mme,DSV,Droite souverainiste,735,"   1,46","   0,77",non,07602,07602,76002
9,HORCHOLLE,Jody,M.,DVC,Divers centre,221,"   0,44","   0,23",non,07602,07602,76002
10,HADDAD,Jonas,M.,LR,Les Républicains,6591,"  13,13","   6,92",non,07602,07602,76002
