NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,IMBERT,Florent,M.,DXG,Divers extrême gauche,192,"   0,54","   0,23",non,00601,00601,06001
2,CIOTTI,Eric,M.,LR,Les Républicains,11271,"  31,70","  13,69",Bal.,00601,00601,06001
3,DLOUSSKY,Nathalie,Mme,DIV,Divers,1,"   0,00","   0,00",non,00601,00601,06001
4,VITETTI,Muriel,Mme,RN,Rassemblement National,4729,"  13,30","   5,75",non,00601,00601,06001
5,LALANDE,Loïc,M.,ECO,Ecologistes,444,"   1,25","   0,54",non,00601,00601,06001
6,ATHANASOPOULOS,Kenza,Mme,DVG,Divers gauche,546,"   1,54","   0,66",non,00601,00601,06001
7,ZAKRZEWSKI,Sylvie,Mme,DSV,Droite souverainiste,570,"   1,60","   0,69",non,00601,00601,06001
8,MONETTI,Graig,M.,ENS,Ensemble ! (Majorité présidentielle),9215,"  25,92","  11,20",Bal.,00601,00601,06001
9,BEAUDET,Chantal,Mme,DIV,Divers,87,"   0,24","   0,11",non,00601,00601,06001
10,RAZEAU,Christian,M.,ECO,Ecologistes,911,"   2,56","   1,11",non,00601,00601,06001
11,CHAINTRON,Anne-Laure,Mme,NUP,Nouvelle union populaire écologique et sociale,7260,"  20,42","   8,82",non,00601,00601,06001
12,BEN MOULAY,Lalla-Chama Gabrielle,Mme,ECO,Ecologistes,332,"   0,93","   0,40",non,00601,00601,06001
