NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SARLES,Nathalie,Mme,ENS,Ensemble ! (Majorité présidentielle),11842,"  23,41","  11,58",Bal.,04205,04205,42005
2,STEVENSON,Ismaël,M.,NUP,Nouvelle union populaire écologique et sociale,10292,"  20,35","  10,06",non,04205,04205,42005
3,CHEVRET,Grégory,M.,ECO,Ecologistes,768,"   1,52","   0,75",non,04205,04205,42005
4,PESSOA,Raphaël,M.,REC,Reconquête !,2058,"   4,07","   2,01",non,04205,04205,42005
5,VERMOREL-MARQUES,Antoine,M.,LR,Les Républicains,13031,"  25,77","  12,74",Bal.,04205,04205,42005
6,GRANCHAMP,Philippe,M.,ECO,Ecologistes,558,"   1,10","   0,55",non,04205,04205,42005
7,ESTEVENY,Yann,M.,DXD,Divers extrême droite,254,"   0,50","   0,25",non,04205,04205,42005
8,EMORINE,Marilyne,Mme,RDG,Parti radical de gauche,1094,"   2,16","   1,07",non,04205,04205,42005
9,CAZOTTES BOSCO,Kevin,M.,DSV,Droite souverainiste,544,"   1,08","   0,53",non,04205,04205,42005
10,ROCHE,Édith,Mme,DXG,Divers extrême gauche,512,"   1,01","   0,50",non,04205,04205,42005
11,GRANGER,Sandrine,Mme,RN,Rassemblement National,9623,"  19,03","   9,41",non,04205,04205,42005
