NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DALCANTARA,Bruno,M.,RN,Rassemblement National,5218,"  10,79","   5,08",non,08504,08504,85004
2,BABARIT,Théodore,M.,ECO,Ecologistes,2797,"   5,79","   2,72",non,08504,08504,85004
3,UMLIL,Amine,M.,DSV,Droite souverainiste,630,"   1,30","   0,61",non,08504,08504,85004
4,MAROLLEAU,Erick,M.,DVD,Divers droite,665,"   1,38","   0,65",non,08504,08504,85004
5,BESSE,Véronique,Mme,DVD,Divers droite,16904,"  34,97","  16,46",Bal.,08504,08504,85004
6,LE BARS,Denis,M.,DVD,Divers droite,2300,"   4,76","   2,24",non,08504,08504,85004
7,FOUQUET,Virginie,Mme,DVG,Divers gauche,438,"   0,91","   0,43",non,08504,08504,85004
8,BOUR,Claude,Mme,DXG,Divers extrême gauche,362,"   0,75","   0,35",non,08504,08504,85004
9,SAUVÊTRE,Céline,Mme,NUP,Nouvelle union populaire écologique et sociale,8498,"  17,58","   8,28",non,08504,08504,85004
10,LEGUILLE-BALLOY,Martine,Mme,ENS,Ensemble ! (Majorité présidentielle),10531,"  21,78","  10,26",Bal.,08504,08504,85004
