NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BATA,Anne-Sophie,Mme,ECO,Ecologistes,953,"   1,82","   0,87",non,07401,07401,74001
2,BUHLER,Franck,M.,DSV,Droite souverainiste,503,"   0,96","   0,46",non,07401,07401,74001
3,CHIAD,Daniel Salem,M.,DIV,Divers,364,"   0,70","   0,33",non,07401,07401,74001
4,PATTY GOMILA,Aurélia,Mme,LR,Les Républicains,6830,"  13,07","   6,26",non,07401,07401,74001
5,DUVAL,Anne-Valérie,Mme,NUP,Nouvelle union populaire écologique et sociale,12464,"  23,85","  11,43",Bal.,07401,07401,74001
6,MATTEI,Jacques,M.,DXG,Divers extrême gauche,377,"   0,72","   0,35",non,07401,07401,74001
7,GIRARD-DESPROLET,William,M.,REG,Régionaliste,964,"   1,84","   0,88",non,07401,07401,74001
8,JAMBARD,Guillaume,M.,REC,Reconquête !,2341,"   4,48","   2,15",non,07401,07401,74001
9,JOUFFREY,Didier,M.,RN,Rassemblement National,8472,"  16,21","   7,77",non,07401,07401,74001
10,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),19000,"  36,35","  17,42",Bal.,07401,07401,74001
