NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROGEZ,Véronique,Mme,DSV,Droite souverainiste,571,"   1,58","   0,75",non,06006,06006,60006
2,ESCHERICH,Elisa,Mme,ECO,Ecologistes,857,"   2,38","   1,13",non,06006,06006,60006
3,FONTAINE,Anne-Sophie,Mme,LR,Les Républicains,5133,"  14,23","   6,76",non,06006,06006,60006
4,IMBERT,Guy-Eric,M.,REC,Reconquête !,1658,"   4,60","   2,18",non,06006,06006,60006
5,IUNG,Nicole,Mme,ECO,Ecologistes,637,"   1,77","   0,84",non,06006,06006,60006
6,GUINIOT,Michel,M.,RN,Rassemblement National,10322,"  28,62","  13,60",Bal.,06006,06006,60006
7,ISKIN,Jean-Marc,M.,DXG,Divers extrême gauche,522,"   1,45","   0,69",non,06006,06006,60006
8,BUREAU-BONNARD,Carole,Mme,ENS,Ensemble ! (Majorité présidentielle),7875,"  21,84","  10,38",Bal.,06006,06006,60006
9,DUMOULIN,Florian,M.,NUP,Nouvelle union populaire écologique et sociale,6475,"  17,95","   8,53",non,06006,06006,60006
10,MAB-BREKIESZ,Marc-Antoine,M.,DVD,Divers droite,2013,"   5,58","   2,65",non,06006,06006,60006
