NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,DEFFARGES,Anne,Mme,DXG,Divers extrême gauche,286,"   0,66","   0,31",non,06802,06802,68002
2,ACKERMANN,Vincent,M.,ECO,Ecologistes,808,"   1,88","   0,87",non,06802,06802,68002
3,VANACKERE,Sophie,Mme,DSV,Droite souverainiste,909,"   2,11","   0,98",non,06802,06802,68002
4,BECKER,Fabien,M.,DIV,Divers,531,"   1,23","   0,57",non,06802,06802,68002
5,AUBERT,Nathalie,Mme,RN,Rassemblement National,7893,"  18,34","   8,53",non,06802,06802,68002
6,OTT,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle),12272,"  28,51","  13,26",Bal.,06802,06802,68002
7,MOREAU,Abel,M.,DIV,Divers,98,"   0,23","   0,11",non,06802,06802,68002
8,CATTIN,Jacques,M.,LR,Les Républicains,8907,"  20,69","   9,62",Bal.,06802,06802,68002
9,GRAVIER,Emily,Mme,REC,Reconquête !,1236,"   2,87","   1,34",non,06802,06802,68002
10,SCHERMANN,Gabriel,M.,ECO,Ecologistes,1462,"   3,40","   1,58",non,06802,06802,68002
11,TROUILLET,Jean-Georges,M.,REG,Régionaliste,1849,"   4,30","   2,00",non,06802,06802,68002
12,BOURGEOIS,Lilian,M.,NUP,Nouvelle union populaire écologique et sociale,6797,"  15,79","   7,34",non,06802,06802,68002
