NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ROBIN,Jean,M.,REC,Reconquête !,1935,"   4,19","   2,05",non,01704,01704,17004
2,CHASSAIN,Annie,Mme,DVG,Divers gauche,1,"   0,00","   0,00",non,01704,01704,17004
3,GERARD,Raphaël,M.,ENS,Ensemble ! (Majorité présidentielle),12743,"  27,59","  13,50",Bal.,01704,01704,17004
4,DE ROFFIGNAC,Françoise,Mme,LR,Les Républicains,6828,"  14,78","   7,23",non,01704,01704,17004
5,MARKOWSKY,Pascal,M.,RN,Rassemblement National,11900,"  25,77","  12,61",Bal.,01704,01704,17004
6,LOTH,Stéphane,M.,DVD,Divers droite,935,"   2,02","   0,99",non,01704,01704,17004
7,DESSELLES,Danièle,Mme,NUP,Nouvelle union populaire écologique et sociale,9114,"  19,73","   9,65",non,01704,01704,17004
8,BARRAUD,Valérie,Mme,DXG,Divers extrême gauche,733,"   1,59","   0,78",non,01704,01704,17004
9,CROCHET,Sébastien,M.,ECO,Ecologistes,626,"   1,36","   0,66",non,01704,01704,17004
10,MARS,Patrick,M.,DVC,Divers centre,552,"   1,20","   0,58",non,01704,01704,17004
11,LERAT,Cyril,M.,DSV,Droite souverainiste,815,"   1,76","   0,86",non,01704,01704,17004
