NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,THIEBAUT,Emmanuel,M.,ECO,Ecologistes,745,"   2,19","   1,03",non,08802,08802,88002
2,VALENCE,David,M.,ENS,Ensemble ! (Majorité présidentielle),10233,"  30,12","  14,11",Bal.,08802,08802,88002
3,MOREAU,Charlotte,Mme,NUP,Nouvelle union populaire écologique et sociale,6061,"  17,84","   8,35",non,08802,08802,88002
4,CHAMBROT,Lionel,M.,DXG,Divers extrême gauche,171,"   0,50","   0,24",non,08802,08802,88002
5,PRIVAT MATTIONI,Caroline,Mme,LR,Les Républicains,4024,"  11,84","   5,55",non,08802,08802,88002
6,SCHAFFHAUSER,Jean-Luc,M.,DVD,Divers droite,351,"   1,03","   0,48",non,08802,08802,88002
7,ROBINOT,Pierre-Jean,M.,DSV,Droite souverainiste,1573,"   4,63","   2,17",non,08802,08802,88002
8,JUGOWAL,Sudarshan,M.,ECO,Ecologistes,374,"   1,10","   0,52",non,08802,08802,88002
9,CANADAS,Martine,Mme,DVD,Divers droite,330,"   0,97","   0,45",non,08802,08802,88002
10,LANGLADE,Jeanne-Françoise,Mme,DXG,Divers extrême gauche,353,"   1,04","   0,49",non,08802,08802,88002
11,MORÉ,Elisa,Mme,REG,Régionaliste,1,"   0,00","   0,00",non,08802,08802,88002
12,DUSSAUSAYE,Gaëtan,M.,RN,Rassemblement National,9762,"  28,73","  13,46",Bal.,08802,08802,88002
