NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,RICHEZ-LEROUGE,Véronique,Mme,DVC,Divers centre,1009,"   1,83","   0,91",non,01701,01701,17001
2,FALORNI,Olivier,M.,DVG,Divers gauche,15976,"  29,02","  14,46",Bal.,01701,01701,17001
3,CHAIR,Agnès,Mme,ECO,Ecologistes,629,"   1,14","   0,57",non,01701,01701,17001
4,PERE,Philippe,M.,DIV,Divers,32,"   0,06","   0,03",non,01701,01701,17001
5,MADELAINE,Martine,Mme,ENS,Ensemble ! (Majorité présidentielle),12656,"  22,99","  11,46",non,01701,01701,17001
6,COLIN,Antoine,M.,DXG,Divers extrême gauche,319,"   0,58","   0,29",non,01701,01701,17001
7,SOUBESTE,Jean-Marc,M.,NUP,Nouvelle union populaire écologique et sociale,12875,"  23,39","  11,66",Bal.,01701,01701,17001
8,TANGUY,Nadine,Mme,DVD,Divers droite,128,"   0,23","   0,12",non,01701,01701,17001
9,NÉDELLEC,Marie,Mme,DVG,Divers gauche,4061,"   7,38","   3,68",non,01701,01701,17001
10,CHAUVEAU,Emma,Mme,RN,Rassemblement National,5253,"   9,54","   4,76",non,01701,01701,17001
11,FRANÇOIS,Nicolas,M.,REC,Reconquête !,2114,"   3,84","   1,91",non,01701,01701,17001
