NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,BENALI,Mahfoud,M.,DVC,Divers centre,1011,"   3,55","   1,55",non,03402,03402,34002
2,OZIOL,Nathalie,Mme,NUP,Nouvelle union populaire écologique et sociale,11513,"  40,37","  17,60",Bal.,03402,03402,34002
3,ZBAIRI,Kadija,Mme,ECO,Ecologistes,130,"   0,46","   0,20",non,03402,03402,34002
4,ROQUE,Manuel,M.,DVG,Divers gauche,100,"   0,35","   0,15",non,03402,03402,34002
5,MICHEL,Didier,M.,DXG,Divers extrême gauche,133,"   0,47","   0,20",non,03402,03402,34002
6,BELLAREDJ,Fatima,Mme,DVG,Divers gauche,3406,"  11,94","   5,21",non,03402,03402,34002
7,RESSIGUIER,Muriel,Mme,DVG,Divers gauche,1424,"   4,99","   2,18",non,03402,03402,34002
8,DALMAU,Flavio,M.,DVC,Divers centre,70,"   0,25","   0,11",non,03402,03402,34002
9,OLHASQUE,William,M.,DIV,Divers,5,"   0,02","   0,01",non,03402,03402,34002
10,BRIOT,Valérie,Mme,UDI,Union des Démocrates et des Indépendants,476,"   1,67","   0,73",non,03402,03402,34002
11,MANGANO,Flavia,Mme,RN,Rassemblement National,2490,"   8,73","   3,81",non,03402,03402,34002
12,ASSIÉ,Frédéric,M.,DVG,Divers gauche,89,"   0,31","   0,14",non,03402,03402,34002
13,BRISSAUD,Anne,Mme,DVC,Divers centre,896,"   3,14","   1,37",non,03402,03402,34002
14,YAGUE,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),5282,"  18,52","   8,07",Bal.,03402,03402,34002
15,DEFRETIN,Sophie,Mme,REC,Reconquête !,1195,"   4,19","   1,83",non,03402,03402,34002
16,LECHAT,Philippe,M.,ECO,Ecologistes,296,"   1,04","   0,45",non,03402,03402,34002
