NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,SCHOENHENZ,Eric,M.,DIV,Divers,487,"   1,34","   0,60",non,09204,09204,92004
2,STRUMANNE,Laurent,M.,DXG,Divers extrême gauche,248,"   0,68","   0,31",non,09204,09204,92004
3,ALLAIN,Michel,M.,DXG,Divers extrême gauche,165,"   0,45","   0,20",non,09204,09204,92004
4,BIGDADE,Habiba,Mme,DVG,Divers gauche,2055,"   5,64","   2,54",non,09204,09204,92004
5,MULLER,Florence,Mme,REC,Reconquête !,1925,"   5,28","   2,38",non,09204,09204,92004
6,COMBAZ,Philippe,M.,ECO,Ecologistes,182,"   0,50","   0,22",non,09204,09204,92004
7,BARNY,Valéry,M.,ECO,Ecologistes,263,"   0,72","   0,32",non,09204,09204,92004
8,FLORENNES,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),13472,"  36,96","  16,64",Bal.,09204,09204,92004
9,SEBAIHI,Sabrina,Mme,NUP,Nouvelle union populaire écologique et sociale,13122,"  36,00","  16,20",Bal.,09204,09204,92004
10,BRAVO,Mélina,Mme,RN,Rassemblement National,3337,"   9,16","   4,12",non,09204,09204,92004
11,SAHRAOUI BRAHIM,Youcef,M.,DVG,Divers gauche,16,"   0,04","   0,02",non,09204,09204,92004
12,EISENBERG,Mathilde,Mme,DXG,Divers extrême gauche,164,"   0,45","   0,20",non,09204,09204,92004
13,SAÏZ,Guilhem,M.,ECO,Ecologistes,660,"   1,81","   0,82",non,09204,09204,92004
14,AZERGUI,Nagib,M.,DIV,Divers,351,"   0,96","   0,43",non,09204,09204,92004
