NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,ABDELLAOUI,Fatima,Mme,DXG,Divers extrême gauche,511,"   1,05","   0,50",non,05904,05904,59004
2,MONTEUX,Frédéric,M.,DSV,Droite souverainiste,540,"   1,11","   0,53",non,05904,05904,59004
3,PLANCKE,Patricia,Mme,RN,Rassemblement National,6785,"  13,96","   6,67",non,05904,05904,59004
4,BOULLET,Gauthier,M.,ECO,Ecologistes,1126,"   2,32","   1,11",non,05904,05904,59004
5,GAMBIRASIO,Georgia,Mme,DVC,Divers centre,0,"   0,00","   0,00",non,05904,05904,59004
6,HOUSSIN,Jacques,M.,DVD,Divers droite,5894,"  12,12","   5,80",non,05904,05904,59004
7,DESBOIS,Claire,Mme,DIV,Divers,554,"   1,14","   0,54",non,05904,05904,59004
8,JARDIN,Patrick,M.,REC,Reconquête !,1849,"   3,80","   1,82",non,05904,05904,59004
9,LEBLANC,Sébastien,M.,LR,Les Républicains,3051,"   6,28","   3,00",non,05904,05904,59004
10,GAVARD,Ewann,M.,DIV,Divers,204,"   0,42","   0,20",non,05904,05904,59004
11,DELEPIERE,Octave,M.,NUP,Nouvelle union populaire écologique et sociale,13440,"  27,65","  13,22",Bal.,05904,05904,59004
12,LISO,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),14658,"  30,15","  14,42",Bal.,05904,05904,59004
