NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,CodCirc1,CodCirc2
1,CAUQUIL,Alexandra,Mme,ENS,Ensemble ! (Majorité présidentielle),5913,"  13,16","   7,32",non,00703,00703,07003
2,PALLOT,Florence,Mme,NUP,Nouvelle union populaire écologique et sociale,11989,"  26,68","  14,83",Bal.,00703,00703,07003
3,ALIROL,Anne,Mme,REG,Régionaliste,330,"   0,73","   0,41",non,00703,00703,07003
4,BRUN,Fabrice,M.,LR,Les Républicains,11217,"  24,96","  13,88",Bal.,00703,00703,07003
5,TEILLET,Audrey,Mme,ECO,Ecologistes,446,"   0,99","   0,55",non,00703,00703,07003
6,SILVA,Gonzague,M.,DSV,Droite souverainiste,572,"   1,27","   0,71",non,00703,00703,07003
7,VERHEIJ,Johan,M.,RN,Rassemblement National,6964,"  15,50","   8,62",non,00703,00703,07003
8,MARCHISIO,Christophe,M.,DXG,Divers extrême gauche,303,"   0,67","   0,37",non,00703,00703,07003
9,GANDON,Gérald,M.,REC,Reconquête !,1268,"   2,82","   1,57",non,00703,00703,07003
10,UGHETTO,Laurent,M.,DVG,Divers gauche,5934,"  13,21","   7,34",non,00703,00703,07003
